N	2gram	Medvedev_U_1	Problema
1	и не	8	28
2	то есть	1	27
3	не только	10	24
4	только в	2	23
5	в виде	1	22
6	и в	14	20
7	в том	2	20
8	то что	7	15
9	у нас	3	14
10	было бы	3	14
11	но и	4	14
12	не в	2	13
13	даже и	2	13
14	в себе	2	12
15	том что	2	12
16	не есть	2	12
17	по себе	2	11
18	прежде всего	8	11
19	отнюдь не	1	10
20	так и	1	10
21	в качестве	1	10
22	это значит	1	10
23	в этом	7	9
24	может быть	6	9
25	и даже	1	9
26	все это	5	9
27	но в	3	8
28	таким образом	2	8
29	если бы	2	8
30	что он	2	8
31	в той	1	8
32	и все	1	8
33	то же	5	7
34	мы не	2	7
35	в ней	1	7
36	и с	2	7
37	это не	3	7
38	общего и	1	7
39	хотя бы	5	7
40	с другой	4	7
41	сказать что	1	7
42	а не	10	7
43	и потому	1	7
44	сам по	1	6
45	мы имеем	1	6
46	только при	1	6
47	всех этих	2	6
48	об этом	1	6
49	как и	3	6
50	в данном	1	6
51	но если	1	6
52	по крайней	2	6
53	же самое	2	6
54	в виду	1	6
55	крайней мере	2	6
56	но это	2	6
57	другой стороны	3	6
58	в таком	1	6
59	но не	2	5
60	в нем	1	5
61	данном случае	1	5
62	о том	1	5
63	можно сказать	1	5
64	уже не	1	5
65	то и	1	5
66	не может	7	5
67	не существует	1	5
68	но даже	2	4
69	в этой	4	4
70	что она	2	4
71	с тем	1	4
72	в своей	3	4
73	и только	5	4
74	тем более	1	4
75	или даже	1	4
76	в художественном	5	4
77	как раз	2	4
78	тех или	2	4
79	и для	2	4
80	же в	1	4
81	в то	3	4
82	самом деле	2	3
83	он был	1	3
84	в своем	1	3
85	бы и	2	3
86	имеем в	1	3
87	или иных	2	3
88	этом смысле	2	3
89	у пушкина	1	3
90	и является	2	3
91	в области	3	3
92	в буквальном	2	3
93	все в	1	3
94	в его	2	3
95	что и	2	3
96	без этого	1	3
97	для всех	2	3
98	конечно не	4	3
99	а это	1	3
100	только к	3	3
101	для него	3	3
102	мы можем	1	3
103	тем что	2	3
104	не было	1	3
105	если не	2	3
106	независимо от	1	3
107	из которых	1	3
108	что мы	2	3
109	только для	1	3
110	это уже	2	3
111	все они	2	3
112	что в	1	3
113	и то	3	2
114	в которой	1	2
115	не вполне	1	2
116	значительной мере	1	2
117	нам представляется	2	2
118	не то	1	2
