N	3gram	Bakhtin_Fr_6	Myslijsy
1	более или менее	1	8
2	в том что	2	7
3	и того же	1	6
4	одного и того	1	6
5	до сих пор	3	4
6	сам по себе	1	4
7	в то время	1	4
8	с одной стороны	4	3
9	смысле этого слова	1	3
10	было для него	1	2
11	после того как	1	2
12	между тем как	1	2
13	с другой стороны	2	2
14	для того чтобы	1	2
15	удовольствия и неудовольствия	2	2
16	то же время	5	2
17	не может быть	1	2
18	в то же	5	2
19	таким образом в	2	2
20	один и тот	1	1
21	что с ним	1	1
22	дело в том	1	1
23	большей или меньшей	3	1
24	в нем самом	1	1
25	том что он	1	1
26	о том как	1	1
27	а потому что	1	1
28	одной стороны и	2	1
29	что если б	1	1
30	что же касается	1	1
31	то есть именно	1	1
32	во втором случае	3	1
33	прежде всего его	1	1
34	что в некоторых	1	1
35	из того что	1	1
36	всякий раз как	1	1
37	со всех сторон	1	1
38	вместе с тем	1	1
39	только для того	1	1
40	и неудовольствия и	1	1
41	то все это	1	1
42	и на все	1	1
43	то что он	1	1
44	во всех этих	2	1
45	в большей или	3	1
46	все же не	1	1
47	в связи с	1	1
48	друг к другу	1	1
49	во время самого	1	1
50	что касается до	1	1
51	и тот же	2	1
52	они связаны с	1	1
53	разнообразие и богатство	1	1
54	то есть когда	1	1
55	имеет для нас	1	1
56	и как бы	1	1
57	не там где	1	1
58	о том что	5	1
59	в одном из	1	1
60	то есть в	2	1
61	что и в	1	1
62	представлений но эти	1	1
63	не знали что	1	1
64	но все же	1	1
65	бы при этом	1	1
66	не в большей	1	1
67	в большинстве случаев	4	1
68	это как бы	1	1
69	мы видели что	1	1
70	не во всех	1	1
