N	3gram	Bakhtin_Pr_5	Komedia
1	в том что	2	9
2	к тому же	3	5
3	с другой стороны	3	5
4	в то время	1	5
5	в то же	10	4
6	в конце концов	3	4
7	то же время	10	4
8	то время как	1	4
9	том что он	1	4
10	о том что	1	3
11	по отношению к	6	3
12	в этом отношении	1	3
13	на протяжении всего	4	2
14	бы то ни	3	2
15	именно потому что	2	2
16	как и в	1	2
17	до сих пор	1	2
18	то ни было	3	2
19	то же самое	1	2
20	каждый из них	1	2
21	во всяком случае	4	2
22	в чем же	1	1
23	с самого начала	8	1
24	в том же	1	1
25	подобно тому как	2	1
26	во всех отношениях	1	1
27	сам по себе	2	1
28	где он с	1	1
29	со всех сторон	1	1
30	мы не найдем	1	1
31	или хотя бы	1	1
32	ни в одном	1	1
33	почти каждый из	1	1
34	до конца и	1	1
35	героев правда в	1	1
36	для того чтобы	1	1
37	потому что они	1	1
38	а между тем	3	1
39	между тем с	1	1
40	что же касается	1	1
41	к тому что	1	1
42	и прежде всего	4	1
43	что он не	1	1
44	вместе с тем	1	1
45	может и не	1	1
46	которого он в	2	1
47	он не мог	1	1
48	и все это	2	1
49	как мы видели	1	1
50	и к тому	2	1
51	тем не менее	1	1
52	большей или меньшей	1	1
53	но и не	1	1
54	в отношении к	7	1
55	в чем не	1	1
56	как мы уже	2	1
57	в значительной степени	1	1
58	как будто бы	1	1
59	ни в чем	1	1
60	и у других	1	1
61	из них он	1	1
62	что все это	2	1
63	смысле этого слова	2	1
64	в его произведениях	1	1
65	вы думаете что	3	1
66	на этот раз	2	1
67	и в том	1	1
68	сплошь да рядом	1	1
69	отношение к себе	3	1
70	в высшей степени	3	1
71	и ненависть к	1	1
72	друг от друга	1	1
73	в большинстве случаев	2	1
74	к нему с	1	1
75	раз в жизни	1	1
76	в отличие от	2	1
77	чтобы не сказать	1	1
78	в данном случае	1	1
79	время от времени	1	1
80	это вовсе не	1	1
81	можно было бы	2	1
