N	2gram	Bakhtin_Pr_4	Vladivir
1	и в	46	31
2	не только	14	24
3	а к	1	22
4	но и	12	19
5	то что	4	18
6	и не	27	17
7	и даже	3	15
8	у него	5	15
9	в этом	16	14
10	том что	4	14
11	и с	7	14
12	что в	4	14
13	но в	6	12
14	в его	9	12
15	что он	6	12
16	по поводу	1	12
17	с его	5	11
18	о том	5	11
19	в том	9	11
20	потому что	4	11
21	и то	1	10
22	также и	3	10
23	он не	4	10
24	так что	2	10
25	письме к	1	10
26	как мы	12	9
27	никогда не	6	9
28	в конце	3	9
29	только в	6	9
30	даже и	1	9
31	а в	2	9
32	и по	2	8
33	в то	5	8
34	в письме	1	8
35	так как	5	8
36	в доме	1	7
37	кроме того	4	7
38	мы уже	3	7
39	как это	1	7
40	и его	6	7
41	для него	2	7
42	об этом	2	7
43	о нем	6	7
44	в эти	1	7
45	уже в	4	7
46	как раз	7	7
47	еще и	4	7
48	сказать что	2	7
49	того же	3	6
50	то же	6	6
51	и к	9	6
52	свое время	2	6
53	он и	4	6
54	в котором	5	6
55	у нас	2	6
56	и сам	5	6
57	так и	4	6
58	и что	3	6
59	его жизни	1	6
60	можно сказать	4	6
61	может быть	23	6
62	на этот	2	6
63	и потому	1	6
64	не может	19	6
65	к этому	1	6
66	не был	1	5
67	но как	1	5
68	когда он	2	5
69	на то	3	5
70	и если	1	5
71	не в	10	5
72	что и	3	5
73	вовсе не	9	5
74	но он	3	5
75	не было	2	5
76	а с	1	5
77	что же	3	5
78	все это	6	5
79	с ним	2	5
80	в свое	2	5
81	жизни и	5	5
82	в своих	1	5
83	из его	1	4
84	он уже	2	4
85	мы и	3	4
86	в этой	3	4
87	в своем	3	4
88	хотя и	6	4
89	и как	2	4
90	в нашем	1	4
91	в себе	7	4
92	как он	3	4
93	в нем	17	4
94	что у	1	4
95	этом смысле	2	4
96	как и	12	4
97	несмотря на	1	4
98	еще в	1	4
99	в своей	3	4
100	мысли и	2	4
101	и вообще	1	4
102	дело в	3	4
103	же время	5	4
104	к ней	2	4
105	во всем	4	4
106	да и	4	4
107	никак не	3	4
108	к нему	5	4
109	по своей	3	4
110	один из	1	4
111	себя в	3	4
112	и у	1	4
113	что для	1	4
114	и все	9	4
115	и особенно	1	4
116	для нас	2	4
117	и через	2	3
118	он как	2	3
119	но она	2	3
120	на себя	4	3
121	и он	6	3
122	это время	1	3
123	и на	11	3
124	то мы	1	3
125	но не	4	3
126	в общем	2	3
127	отношение к	3	3
128	он пишет	1	3
129	и речи	1	3
