N	3gram	Tiupa_Narr_1	Myslijsy
1	в том что	5	16
2	и то же	2	5
3	по отношению к	3	5
4	сам по себе	1	5
5	заключает в себе	2	5
6	по крайней мере	1	5
7	одно и то	2	5
8	то же время	4	5
9	в то же	4	5
10	с другой стороны	1	4
11	но и в	2	4
12	по себе а	1	4
13	только в слове	1	4
14	не только в	6	4
15	более или менее	1	3
16	по мере того	1	3
17	до сих пор	2	3
18	с одной стороны	1	3
19	мере того как	1	3
20	в свою очередь	2	3
21	само по себе	1	3
22	и т д	1	3
23	тем не менее	3	3
24	для того чтобы	3	3
25	не может быть	4	3
26	только потому что	1	2
27	в этом последнем	1	2
28	подобно тому как	3	2
29	в этом отношении	3	2
30	не могла бы	1	2
31	в первом случае	3	2
32	мы не знаем	1	2
33	то же слово	1	2
34	мы не можем	1	2
35	то что мы	1	2
36	как и в	1	2
37	и в самом	1	2
38	можно сказать что	2	2
39	не говоря о	1	2
40	к тому что	1	2
41	если бы она	1	1
42	и столь же	1	1
43	потому что в	1	1
44	а не в	1	1
45	в глаза что	1	1
46	на самом деле	1	1
47	в самом деле	2	1
48	того что происходит	1	1
49	что для него	1	1
50	то же самое	2	1
51	сих пор еще	1	1
52	зависит не только	1	1
53	не подлежит сомнению	1	1
54	было для него	1	1
55	и со стороны	1	1
56	сами по себе	2	1
57	том как именно	1	1
58	и та же	1	1
59	подлежит сомнению и	1	1
60	и на чем	1	1
61	из того что	1	1
62	взгляда на мир	1	1
63	со своей точки	1	1
64	в том случае	1	1
65	потому что к	1	1
66	и то что	1	1
67	себе указание на	1	1
68	в данном случае	8	1
69	может быть не	2	1
70	однако в силу	1	1
71	в первый раз	1	1
72	не привиделось и	1	1
73	и тот же	1	1
74	что именно в	1	1
75	на чем он	1	1
76	он уже не	1	1
77	один из этих	1	1
78	как в большей	1	1
79	но и с	1	1
80	одна и та	1	1
81	самом деле в	1	1
82	бросается в глаза	1	1
83	один и тот	1	1
84	быть не только	1	1
85	только то что	1	1
86	здесь не только	1	1
87	указанием на предмет	1	1
88	не само по	1	1
89	для него теперь	1	1
90	что не только	1	1
91	в себе указание	1	1
92	его жизни и	1	1
93	она входит в	1	1
94	имея в виду	1	1
95	лишь в том	1	1
96	в своем воображении	1	1
97	ему начало и	1	1
98	и тем самым	4	1
99	о том что	2	1
100	своей точки зрения	1	1
101	но и от	2	1
102	на то что	2	1
103	друг от друга	1	1
104	в приведенном выше	1	1
105	из них не	1	1
106	друг с другом	1	1
107	что одно и	2	1
108	не только от	2	1
109	к тому же	5	1
110	говорит нам о	1	1
111	как мы видели	1	1
112	слово стремится к	1	1
