N	2gram	Propp_Isto_7	Myshleni
1	в этом	12	29
2	точки зрения	4	28
3	и в	24	26
4	для себя	1	24
5	не только	21	24
6	то что	7	24
7	таким образом	7	23
8	с точки	1	21
9	представляет собой	4	19
10	для того	1	18
11	в том	7	18
12	и не	4	18
13	том что	10	17
14	потому что	9	16
15	как и	6	15
16	как мы	3	14
17	того что	6	14
18	так как	8	14
19	так же	6	14
20	этом случае	1	14
21	и его	3	12
22	вместе с	7	12
23	что в	13	12
24	в которой	2	11
25	но и	11	11
26	не может	14	11
27	что они	3	10
28	в самом	2	9
29	тому что	2	9
30	мышления и	1	9
31	тем что	6	9
32	что мы	3	9
33	по своему	1	9
34	же как	4	8
35	то же	8	8
36	что она	5	8
37	что он	21	8
38	только в	6	8
39	ребенка и	1	8
40	ее в	3	8
41	сказать что	2	8
42	тем самым	1	8
43	и то	1	7
44	мы не	4	7
45	и к	1	7
46	представление о	3	7
47	к тому	1	7
48	в ситуации	1	7
49	по мере	1	7
50	может быть	14	7
51	прежде всего	2	7
52	самом деле	1	6
53	вопрос о	3	6
54	во всех	7	6
55	по отношению	1	6
56	все же	9	6
57	что это	6	6
58	все эти	2	6
59	было бы	2	6
60	и тем	2	6
61	в ее	2	6
62	что эта	1	6
63	нас к	2	6
64	в сознании	1	6
65	между собой	1	6
66	и что	10	6
67	связь между	1	6
68	в какой	1	6
69	именно в	1	6
70	а не	8	6
71	как бы	4	6
72	мы должны	4	6
73	как на	1	6
74	все что	1	6
75	оно есть	1	5
76	в целом	1	5
77	чем это	1	5
78	в силу	2	5
79	и с	1	5
80	с тем	1	5
81	что этот	2	5
82	у нее	2	5
83	она не	2	5
84	тогда когда	3	5
85	же самое	1	5
86	данном случае	3	5
87	никак не	1	5
88	во второй	1	5
89	если бы	1	5
90	на вопрос	4	5
91	можно сказать	1	5
92	как она	1	5
93	с одной	5	5
94	в качестве	3	5
95	в начале	1	5
96	себе в	1	5
97	и их	1	5
98	одной стороны	5	5
99	как это	2	5
100	в данном	4	5
101	отношению к	1	5
102	с этой	6	5
103	только что	1	5
104	переходит к	1	4
105	показать что	1	4
106	еще не	8	4
107	с другой	9	4
108	если в	2	4
109	как в	12	4
110	стороны и	2	4
111	но в	5	4
112	ситуации в	1	4
113	не можем	2	4
114	нами в	2	4
115	на то	3	4
116	в наших	1	4
117	и во	1	4
118	в котором	2	4
119	не в	9	4
120	не менее	5	4
121	не по	2	4
122	никогда не	4	4
123	связи с	3	4
124	не могут	2	4
125	что у	4	4
126	о том	9	4
127	в пользу	1	4
128	в его	1	4
129	и только	1	4
130	в свете	3	4
131	одной из	4	4
132	по этому	2	4
133	так что	3	4
134	то и	4	4
135	в конце	3	4
136	друг друга	2	4
137	о чем	1	4
138	должны быть	3	4
139	и от	2	4
140	и наконец	3	4
141	этой точки	3	4
142	связана с	1	3
143	только потому	1	3
144	между двумя	1	3
145	к другому	1	3
146	она все	1	3
147	что эти	2	3
148	мы уже	4	3
149	есть не	1	3
150	в ней	1	3
151	в чем	5	3
152	но не	6	3
153	очевидно что	1	3
154	в этой	1	3
155	в одной	2	3
156	самом начале	1	3
157	имеет в	1	3
158	в этот	1	3
159	из этих	3	3
160	он не	6	3
161	и по	3	3
162	так и	5	3
163	об этом	6	3
164	этого мы	1	3
165	это положение	2	3
166	мы видели	7	3
167	и значения	1	3
168	такой же	1	3
169	обратимся к	1	3
170	в своей	1	3
171	переходе от	1	3
172	в основном	2	3
173	друг другу	1	3
174	тем не	4	3
175	состоит в	1	3
176	для нее	2	3
177	по себе	1	3
178	случае в	1	3
179	и другое	2	3
180	в основе	2	3
181	в самой	1	3
182	я не	1	3
183	во всем	2	3
184	только по	1	3
185	отличается от	2	3
186	его с	1	3
187	с собой	7	3
188	мог бы	1	3
189	приводит нас	1	3
190	для этого	1	3
191	с ним	5	3
192	но мы	1	3
193	что и	8	3
194	это не	10	3
195	к нему	7	3
196	мы видим	10	3
197	только на	2	3
198	мы можем	4	3
199	из двух	1	3
200	до сих	2	3
201	и потому	1	3
202	при переходе	2	3
203	и о	2	3
204	сих пор	3	3
205	но это	3	3
206	все это	8	3
207	к пониманию	1	3
208	в то	2	3
209	и наиболее	1	2
210	как известно	1	2
211	ту же	1	2
212	отношения к	1	2
213	одним из	1	2
214	и есть	1	2
215	почти всегда	2	2
216	не раз	1	2
217	что если	1	2
218	приводят к	1	2
219	время как	2	2
220	мы и	1	2
221	и он	3	2
222	что его	2	2
223	ответ на	6	2
224	отношение к	5	2
225	для объяснения	3	2
226	эта связь	3	2
227	с этим	2	2
228	перед нами	2	2
229	что по	2	2
230	в действительности	2	2
231	но эта	2	2
232	бы с	1	2
233	в известном	1	2
234	о человеке	1	2
235	не могла	1	2
236	на его	2	2
237	в нем	6	2
238	его от	1	2
239	в одну	2	2
240	к другу	1	2
241	а по	1	2
242	его в	3	2
243	от одного	1	2
244	ни в	2	2
245	о которых	1	2
246	показывает что	8	2
247	на основании	1	2
248	должно быть	1	2
249	с несомненностью	1	2
250	в этих	13	2
251	во время	6	2
252	но если	1	2
253	и при	1	2
254	в их	4	2
255	она в	3	2
256	этому же	1	2
257	оказывается что	2	2
258	в которых	1	2
259	должны были	3	2
260	и другого	1	2
261	нельзя было	1	2
262	и той	1	2
263	которые в	1	2
264	но он	2	2
265	можно ли	1	2
266	не имеет	4	2
267	того как	3	2
268	в овладении	1	2
269	нельзя не	1	2
270	того и	1	2
271	ничего не	5	2
272	и весь	1	2
273	то новое	1	2
274	и делает	1	2
275	всего в	1	2
276	и больше	1	2
277	что при	2	2
278	если же	1	2
279	вывод что	1	2
280	то время	2	2
281	можно было	1	2
282	и которые	1	2
283	находится в	1	2
284	и здесь	12	2
285	входит в	1	2
286	ее от	1	2
287	должно было	2	2
288	во всей	1	2
289	в середине	1	2
290	к ней	2	2
291	в современной	1	2
292	показывают что	6	2
293	один из	7	2
294	и ее	2	2
295	уже в	3	2
296	в большинстве	1	2
297	мы знаем	2	2
298	никто не	1	2
299	вовсе не	4	2
300	не до	1	2
301	с другим	1	2
302	на ее	1	2
303	по своим	3	2
304	с ней	3	2
305	что не	2	2
306	большинстве случаев	1	2
307	позволяет нам	2	2
308	и она	3	2
309	из которых	1	2
310	но этот	1	2
311	что же	1	2
312	и всей	1	2
313	только о	2	2
314	этом и	2	2
315	но для	2	2
316	и собственно	1	2
317	не мог	1	2
318	но с	1	2
319	она должна	1	2
320	или в	8	2
321	не представляет	1	2
322	для нас	6	2
323	а в	10	2
