N	4gram	Bakhtin_fo_2	FransuaR
1	в то же время	4	5
2	до сих пор еще	1	3
3	как мы уже сказали	3	3
4	как мы уже говорили	1	3
5	в литературе и в	1	2
6	тела и телесной жизни	1	2
7	мы уже говорили о	1	2
8	мы уже говорили что	1	2
9	с другой стороны в	1	1
10	по самому своему существу	1	1
11	человеческое тело становится здесь	1	1
12	нечего и говорить о	1	1
13	уже говорили о том	1	1
14	и сплошь во всех	1	1
15	между вещами и явлениями	1	1
16	луга леса укрепленные города	1	1
17	нам важно подчеркнуть что	1	1
18	но в то же	1	1
19	всякий пот солон вы	1	1
20	в той или иной	1	1
21	или смеяться от радости	1	1
22	человеческого тела и его	1	1
23	мог появиться на свет	1	1
24	говорили о том что	1	1
25	и др все эти	1	1
26	одного и того же	1	1
27	плоть от плоти и	1	1
28	в пространстве и времени	2	1
29	кн ii гл xiv	1	1
30	как мы увидим дальше	1	1
31	гаргантюа вместе с салатом	1	1
32	море и стало соленым	1	1
33	но рядом с этим	1	1
34	кн ii гл xv	1	1
