N	2gram	Berdyaev_M_2	Problema
1	и не	18	28
2	не только	18	24
3	только в	3	23
4	и в	46	20
5	в том	3	20
6	ни в	3	17
7	все эти	1	16
8	смысле слова	3	15
9	то что	5	15
10	потому что	12	15
11	точки зрения	2	14
12	у нас	11	14
13	той или	1	14
14	было бы	1	14
15	но и	15	14
16	также и	4	13
17	не в	9	13
18	или иной	2	13
19	в нашем	7	12
20	в себе	10	12
21	том что	4	12
22	не есть	13	12
23	с точки	1	11
24	по себе	2	11
25	прежде всего	12	11
26	как будто	2	11
27	и его	5	10
28	так и	4	10
29	в этом	20	9
30	может быть	21	9
31	все это	1	9
32	но в	10	8
33	если бы	3	8
34	что он	7	8
35	в той	1	8
36	и все	5	8
37	то же	5	7
38	мы не	1	7
39	в ней	11	7
40	и с	3	7
41	это не	5	7
42	хотя бы	7	7
43	и тем	1	7
44	есть в	3	7
45	с другой	1	7
46	сказать что	3	7
47	а не	13	7
48	и потому	7	7
49	такого рода	2	7
50	сам по	2	6
51	есть не	5	6
52	об этом	1	6
53	как и	13	6
54	но если	1	6
55	и без	1	6
56	а также	1	6
57	так что	2	6
58	по своему	1	6
59	но это	8	6
60	и от	3	6
61	на самом	1	5
62	как в	7	5
63	хотя и	2	5
64	и если	2	5
65	в нем	22	5
66	да и	2	5
67	в них	3	5
68	в этих	2	5
69	только и	4	5
70	в ее	1	5
71	о том	3	5
72	и можно	3	5
73	жизни и	6	5
74	уже не	4	5
75	так как	8	5
76	известного рода	1	5
77	в бесконечные	1	5
78	человеческой жизни	2	5
79	не может	15	5
80	вместе с	2	5
81	так же	6	5
82	не существует	3	5
83	это и	3	4
84	и есть	8	4
85	уже в	2	4
86	в этой	7	4
87	что она	5	4
88	с тем	1	4
89	данте и	1	4
90	в своей	5	4
91	в отношении	5	4
92	отличается от	1	4
93	не имеет	4	4
94	в разных	2	4
95	в самой	1	4
96	нет ни	2	4
97	всегда есть	2	4
98	можно было	2	4
99	жизнь и	4	4
100	с ним	3	4
101	и во	3	4
102	во всех	2	4
103	и только	1	4
104	и ее	1	4
105	что не	2	4
106	с этим	1	4
107	как бы	8	4
108	и для	7	4
109	у достоевского	34	4
110	а в	2	4
111	в какой	1	4
112	самом деле	1	3
113	но она	2	3
114	и на	3	3
115	он был	9	3
116	а еще	1	3
117	же и	2	3
118	в своем	8	3
119	и к	7	3
120	идея и	3	3
121	бы и	5	3
122	но все	1	3
123	человека в	14	3
124	в другом	1	3
125	в жизни	4	3
126	все равно	3	3
127	что всякий	3	3
128	связи с	2	3
129	как о	1	3
130	правда в	2	3
131	у пушкина	1	3
132	можно ли	3	3
133	уже и	1	3
134	к тому	5	3
135	в самых	1	3
136	себе в	2	3
137	с собой	2	3
138	и весь	1	3
139	не выходит	1	3
140	все в	1	3
141	к нему	2	3
142	в его	5	3
143	что и	4	3
144	в сознании	1	3
145	не так	3	3
146	для него	18	3
147	себе и	2	3
148	тем что	3	3
149	для того	5	3
150	не было	11	3
151	были бы	2	3
152	нет ничего	3	3
153	ни на	1	3
154	независимо от	1	3
155	это есть	2	3
156	и более	1	3
157	сознания и	2	3
158	и как	1	3
159	мы должны	1	3
160	все они	1	3
161	из этого	1	3
162	что в	4	3
163	которая не	1	3
164	бесконечную даль	1	2
165	зосимы в	1	2
166	чтобы не	3	2
167	и то	1	2
168	бы для	1	2
169	по преимуществу	5	2
170	почти всегда	1	2
171	от всякой	1	2
172	в которой	2	2
173	говорить о	1	2
174	и он	11	2
175	нет в	4	2
176	иное как	3	2
177	в чем	3	2
178	не то	1	2
179	нет и	1	2
180	за пределы	1	2
181	что они	3	2
182	сама по	1	2
183	говорит что	2	2
184	человеческая жизнь	2	2
185	то в	2	2
186	со своей	1	2
187	человеческого сознания	1	2
188	что это	6	2
189	только один	1	2
190	если он	2	2
191	на его	2	2
192	он не	10	2
193	перестает быть	1	2
194	не к	2	2
195	на земле	8	2
196	может существовать	1	2
197	не будет	3	2
198	на все	3	2
199	его в	3	2
200	для них	1	2
201	этого не	1	2
202	как угодно	1	2
203	бесконечные дали	1	2
204	и тогда	3	2
205	в котором	1	2
206	она в	1	2
207	то перед	2	2
208	но эта	2	2
209	не могли	1	2
210	ли сказать	1	2
211	того же	1	2
212	но они	1	2
213	друг друга	12	2
214	того чтобы	4	2
215	он с	1	2
216	на путях	1	2
217	к ней	2	2
218	во всем	5	2
219	до того	1	2
220	они и	4	2
221	для себя	1	2
222	и это	5	2
223	приходит к	2	2
224	но по	1	2
225	само понятие	1	2
226	это будет	1	2
227	в пределах	1	2
228	верит в	2	2
229	и каждый	1	2
230	для этого	4	2
231	и что	2	2
232	учения о	1	2
233	в значительной	1	2
234	с его	4	2
235	тотчас же	1	2
236	женщины у	1	2
237	но так	1	2
238	ни к	1	2
239	тот же	2	2
240	то он	2	2
241	есть ни	1	2
242	со всеми	1	2
243	себя в	4	2
244	о великом	2	2
245	не сам	1	2
246	никто не	1	2
247	в бесконечную	1	2
248	в конце	5	2
249	не хотел	2	2
250	в самом	5	2
251	и прежде	1	2
252	что иное	3	2
253	это все	2	2
254	в идиоте	2	2
255	все время	2	2
256	была бы	1	2
257	в меру	1	2
258	к своему	2	2
259	xix века	1	2
260	в романах	1	2
261	образ и	5	2
262	в чистом	1	2
263	это можно	1	2
264	из себя	1	2
265	еще более	2	2
266	только что	1	2
267	жизни в	3	2
268	с ней	1	2
269	но этот	2	2
270	не что	3	2
271	и жизнь	1	2
272	а может	1	2
273	этого необходимо	3	1
274	человека и	7	1
275	связана с	7	1
276	великом инквизиторе	2	1
277	ивана карамазова	7	1
278	перед лицом	1	1
279	от своей	2	1
280	к другому	3	1
281	достоевского в	2	1
282	какая-то особенная	1	1
283	ведь и	1	1
284	нем и	1	1
