N	4gram	Vygotskiy__3	Marksizm
1	одного и того же	4	4
2	бы то ни было	1	4
3	и того же слова	1	3
4	в собственном смысле слова	2	2
5	так как если бы	1	2
6	все более и более	1	2
7	одним и тем же	1	2
8	к тому или иному	1	1
9	с предшествующим и последующим	1	1
10	но тем не менее	1	1
11	мы уже говорили что	2	1
12	в связи с той	1	1
13	в том числе и	1	1
14	не сами по себе	1	1
15	не что иное как	1	1
16	по себе а лишь	1	1
17	то же самое слово	1	1
18	речи в этом случае	1	1
19	во всех этих случаях	1	1
20	с той или иной	1	1
21	приводит к тому что	1	1
22	входящими в его состав	3	1
23	и в том что	1	1
24	связи с той или	1	1
25	смысле этого слова и	1	1
