N	3gram	Vygotskiy__7	Dialekti
1	с точки зрения	21	12
2	это значит что	1	9
3	сама по себе	1	8
4	в том что	13	7
5	сам по себе	1	6
6	само по себе	1	5
7	можно было бы	1	4
8	одно и то	3	4
9	так как она	3	4
10	и то же	3	4
11	с другой стороны	1	4
12	на то что	4	4
13	в то же	1	4
14	потому что он	2	3
15	только потому что	3	3
16	в этом смысле	1	3
17	в конце концов	1	3
18	и в этом	1	3
19	не может быть	4	3
20	содержит в себе	3	3
21	можно сказать что	3	3
22	той или иной	1	3
23	никогда не может	1	2
24	на самом деле	2	2
25	как это мы	1	2
26	содержат в себе	3	2
27	одной стороны и	3	2
28	мы находим в	2	2
29	до сих пор	3	2
30	и то и	1	2
31	что он не	1	2
32	и почти не	1	2
33	в этом отношении	3	2
34	точно так же	2	2
35	несмотря на то	1	2
36	то и другое	3	2
37	может и не	1	2
38	с одной стороны	5	2
39	несет на себе	1	2
40	по сравнению с	7	2
41	друг к другу	1	2
42	во всяком случае	1	2
43	это и есть	1	2
44	о том что	4	2
45	точки зрения самого	2	2
46	по себе но	1	2
47	к тому что	6	2
48	и с другой	1	2
49	это мы должны	1	1
50	то что говорится	2	1
51	и есть то	1	1
52	какой мере не	2	1
53	не содержат в	2	1
54	если бы все	2	1
55	в основе всех	1	1
56	сказать что в	1	1
57	в какой мере	2	1
58	и в своей	1	1
59	мы имеем дело	1	1
60	то время как	2	1
61	и той же	2	1
62	имеет место в	1	1
63	в самом деле	4	1
64	по себе она	1	1
65	так что в	1	1
66	которое как мы	1	1
67	что она есть	1	1
68	как раз и	1	1
69	со всеми ее	1	1
70	есть все же	1	1
71	есть то что	1	1
72	как мы увидим	1	1
73	на самом же	1	1
74	только в том	1	1
75	того и другого	2	1
76	из того что	2	1
77	точки зрения не	1	1
78	что все это	1	1
79	стороны и с	1	1
80	и ничего не	1	1
81	ни в какой	2	1
82	даже если бы	1	1
83	не есть в	1	1
84	от всякой другой	2	1
85	можно сказать только	1	1
86	если бы мы	1	1
87	то что она	1	1
88	в то время	2	1
89	и должно быть	1	1
90	все больше и	2	1
91	было бы дать	1	1
92	во всех этих	1	1
93	того что она	1	1
94	своей будущей жене	1	1
95	та же самая	1	1
96	своем значении как	1	1
97	в меру этого	1	1
98	заключается только в	1	1
99	в этом и	2	1
100	в первую очередь	1	1
101	никто не станет	1	1
102	самом же деле	1	1
103	что оно имеет	2	1
104	тех и других	1	1
105	есть не что	1	1
106	нельзя сказать что	1	1
107	вопрос можно ли	1	1
108	но также и	1	1
109	они были бы	1	1
110	то к чему	1	1
111	этом и заключается	1	1
112	и другое не	1	1
113	с самого начала	7	1
114	к выводу что	2	1
115	что иное как	1	1
116	но все же	1	1
117	друг от друга	2	1
118	больше и больше	2	1
119	есть прежде всего	1	1
120	одной и той	2	1
121	не что иное	1	1
122	что говорится о	1	1
123	тем не менее	3	1
124	друг с другом	2	1
125	для того чтобы	18	1
126	она не может	1	1
127	что если бы	1	1
128	сказано что она	1	1
129	то же самое	5	1
130	как она может	1	1
131	привело к тому	1	1
