N	3gram	Vygotskiy__5	formyVre
1	и т п	3	8
2	и того же	2	5
3	одного и того	2	5
4	для того чтобы	19	5
5	мы уже указывали	1	4
6	по отношению к	1	3
7	до сих пор	5	3
8	в этом отношении	3	3
9	одно и то	3	3
10	не могло быть	1	3
11	не может быть	2	3
12	в то время	1	3
13	и то же	3	3
14	того же человека	1	3
15	и в сущности	1	2
16	в начале романа	1	2
17	в чем не	1	2
18	прямо сказать что	1	2
19	то есть не	1	2
20	дело в том	1	2
21	равно как и	1	2
22	одной стороны и	1	2
23	же как и	1	2
24	как если бы	1	2
25	с точки зрения	2	2
26	в отличие от	2	2
27	ни в чем	1	2
28	и др в	1	2
29	вместе с тем	3	2
30	и в частности	1	2
31	то время как	1	2
32	так же как	2	2
33	не только в	2	2
34	с одной стороны	12	2
35	может быть и	2	2
36	по сравнению с	4	2
37	друг к другу	4	2
38	все то что	2	2
39	в нем нет	1	2
40	с самого начала	3	2
41	той или иной	2	2
42	в том что	14	2
43	в другом месте	1	1
44	на том что	1	1
45	мы видим в	2	1
46	по этому вопросу	1	1
47	том что в	1	1
48	прежде всего на	1	1
49	мы можем поставить	1	1
50	в самом деле	5	1
51	то есть к	1	1
52	которых мы говорили	1	1
53	между собой в	1	1
54	на первый план	2	1
55	мы находим в	1	1
56	в зависимости от	6	1
57	сами по себе	2	1
58	надо сказать что	1	1
59	но он не	1	1
60	с тем что	3	1
61	что в нем	1	1
62	совершенно ясно что	5	1
63	а как раз	1	1
64	на деле и	1	1
65	и для того	1	1
66	и это очень	1	1
67	есть одна из	2	1
68	в значительной мере	1	1
69	так сказать в	1	1
70	не вносит в	1	1
71	остановимся прежде всего	1	1
72	можем поставить вопрос	1	1
73	до известной степени	1	1
74	в данном случае	2	1
75	самого героя и	1	1
76	в основе его	1	1
77	выступает на первый	1	1
78	тот факт что	4	1
79	жизни но и	1	1
80	смысле этого слова	1	1
81	в себя и	1	1
82	но она не	1	1
83	еще не было	1	1
84	и в этом	1	1
85	ясно что в	2	1
86	не могут быть	1	1
87	и как бы	4	1
88	но вместе с	1	1
89	и в трагедии	1	1
90	в знаменитой сцене	2	1
91	когда мы говорим	1	1
92	и в том	1	1
93	не может состояться	1	1
94	в совершенно новом	1	1
95	и все же	1	1
96	сих пор не	1	1
97	были бы совершенно	1	1
98	таким образом все	2	1
99	в свою очередь	1	1
100	в этом случае	2	1
101	что все то	1	1
102	о том что	6	1
103	то что не	1	1
104	и в самом	2	1
105	во времени и	1	1
106	что он должен	1	1
107	знаменитой сцене с	1	1
108	в романе мы	1	1
109	мы имеем в	1	1
110	в искусстве и	3	1
111	с которой он	1	1
112	отличает его от	1	1
113	о которых мы	2	1
114	друг с другом	3	1
115	то новое что	1	1
116	один из самых	1	1
117	в жизни и	1	1
118	мы еще не	1	1
