N	4gram	Vygotskiy__2	Formalny
1	в то же время	2	7
2	бы то ни было	1	4
3	и не может быть	1	3
4	одни и те же	2	3
5	и т п в	1	2
6	не нуждается ни в	1	2
7	и тем не менее	1	1
8	каждая эпоха имеет свой	1	1
9	в самом деле что	1	1
10	и те же и	1	1
11	одного и того же	1	1
12	и прием затрудненной формы	1	1
13	один и тот же	1	1
14	не может быть содержанием	1	1
15	с этой точки зрения	1	1
16	же самое и в	1	1
17	одной и той же	4	1
18	это объясняется тем что	1	1
19	все более и более	2	1
20	в зависимости от того	1	1
21	то же самое и	1	1
22	нуждается ни в каком	1	1
23	в жизни и в	1	1
24	какого бы то ни	1	1
25	вместе с тем и	1	1
26	что же касается до	1	1
27	можно не соглашаться с	1	1
