N	2gram	Losev_Dial_2	DiskursI
1	не только	19	28
2	в том	14	23
3	а не	16	22
4	том что	10	19
5	может быть	20	17
6	как и	10	16
7	и в	19	16
8	в этом	8	15
9	еще не	4	14
10	но и	12	14
11	при этом	4	13
12	по своей	4	11
13	но не	6	11
14	прежде всего	8	11
15	и не	30	11
16	как в	2	10
17	далеко не	1	10
18	с другой	5	10
19	в нем	10	9
20	не может	9	9
21	с одной	2	9
22	одной стороны	1	9
23	в частности	2	9
24	отнюдь не	6	8
25	но в	2	8
26	о том	5	8
27	так и	10	8
28	не было	3	7
29	в себе	15	7
30	то же	12	7
31	не в	8	7
32	в основе	1	7
33	в его	1	7
34	только в	5	7
35	в своем	4	6
36	и как	10	6
37	и на	1	5
38	во всех	2	5
39	отличие от	1	5
40	тому же	1	5
41	в силу	5	5
42	в котором	1	5
43	в их	2	5
44	или иной	1	5
45	можно сказать	5	5
46	в данном	3	5
47	как бы	14	5
48	к тому	2	5
49	а в	4	5
50	то что	14	5
51	в своей	8	5
52	и о	1	4
53	в истории	2	4
54	и к	7	4
55	уже не	3	4
56	в целом	1	4
57	на его	2	4
58	не как	2	4
59	в них	1	4
60	потому что	14	4
61	могут быть	4	4
62	внимание на	1	4
63	же время	5	4
64	между тем	2	4
65	что он	6	4
66	в особенности	1	4
67	не обязательно	5	4
68	что не	6	4
69	связи с	4	4
70	не предполагает	1	4
71	что в	7	4
72	также и	2	3
73	того же	1	3
74	и потому	5	3
75	во мне	4	3
76	той или	4	3
77	различия между	2	3
78	в одной	4	3
79	с этим	3	3
80	перед нами	2	3
81	в самом	5	3
82	из жизни	1	3
83	заключается в	4	3
84	это не	10	3
85	общения с	3	3
86	точки зрения	12	3
87	в своих	2	3
88	по себе	18	3
89	о событиях	1	3
90	в то	6	3
91	он мог	2	3
92	таким образом	4	3
93	должны быть	3	3
94	они и	1	3
95	как не	2	3
96	но при	1	3
97	в ее	4	3
98	времени и	9	3
99	еще в	1	3
100	и даже	14	3
101	или на	2	3
102	имея в	1	3
103	что и	5	3
104	не сводится	1	3
105	в сферу	2	3
106	хотя бы	4	3
107	из них	3	3
108	к ним	1	3
109	тем что	2	3
110	именно в	2	3
111	при всей	1	3
112	себе не	3	3
113	в акте	2	3
114	по своему	5	3
115	тому как	1	3
116	того что	6	3
117	все же	4	3
118	сказать что	10	3
119	другой стороны	4	3
120	например в	2	2
121	и есть	4	2
122	он всегда	2	2
123	для своего	1	2
124	мы имеем	3	2
125	в сущности	2	2
126	ему в	1	2
127	этого термина	1	2
128	в виду	5	2
129	в различных	1	2
130	сказать и	1	2
131	но как	5	2
132	в новом	1	2
133	за пределы	4	2
134	себя в	2	2
135	стороны и	1	2
136	что касается	1	2
137	собственно и	1	2
138	когда он	1	2
139	более или	2	2
140	как иногда	1	2
141	в противоположность	2	2
142	в тех	2	2
143	в этой	3	2
144	так сказать	1	2
145	к искусству	1	2
146	становления и	3	2
147	в принципе	1	2
148	силу своей	2	2
149	подобно тому	1	2
150	и по	4	2
151	на этом	2	2
152	в каждом	2	2
153	ни чисто	1	2
154	об этом	3	2
155	того или	2	2
156	и тем	1	2
157	на сцене	2	2
158	не всегда	1	2
159	одного и	1	2
160	или менее	2	2
161	не от	1	2
162	по крайней	9	2
163	происходит от	1	2
164	по мере	1	2
165	не менее	3	2
166	что с	2	2
167	дело не	2	2
168	в науке	2	2
169	к такому	1	2
170	своей природе	2	2
171	и его	5	2
172	однако это	2	2
173	крайней мере	9	2
174	уже о	2	2
175	отличается от	1	2
176	в сказках	1	2
177	же самое	2	2
178	мысли о	1	2
179	не есть	47	2
180	оно не	1	2
181	и он	1	2
182	как мы	3	2
183	с ее	2	2
184	говоря уже	2	2
185	данном случае	2	2
186	приводит к	1	2
187	но зато	1	2
188	по этой	2	2
189	в другом	4	2
190	строго говоря	1	2
191	и вообще	6	2
192	во всяком	2	2
193	и что	5	2
194	одного из	1	2
195	времени в	2	2
196	это было	3	2
197	и во	1	2
198	них в	1	2
199	в литературе	1	2
200	большей или	1	2
201	и одновременно	1	2
202	в какой	2	2
203	и ее	1	2
204	точка зрения	1	2
205	есть в	2	2
206	уже в	4	2
207	или даже	1	2
208	в одном	4	2
209	миф если	1	2
210	сами по	3	2
211	как его	1	2
212	никогда не	9	2
213	бы это	3	2
214	из двух	1	2
215	здесь в	1	2
216	к которому	1	2
217	и др	1	2
218	зависит от	2	2
219	его как	1	2
