N	3gram	Losev_Vlad_2	Psycholo
1	в том что	9	17
2	для того чтобы	1	13
3	в самом деле	1	11
4	с точки зрения	3	10
5	заключается в том	2	10
6	не может быть	1	8
7	на то что	2	6
8	до сих пор	1	5
9	в этом отношении	1	5
10	сам по себе	2	4
11	можно было бы	2	4
12	в данном случае	2	4
13	тем не менее	6	4
14	о том что	3	4
15	том что он	2	3
16	точно так же	3	3
17	в том чтобы	2	3
18	в конце концов	3	3
19	в то время	6	3
20	само по себе	2	3
21	несмотря на все	2	3
22	было бы и	1	2
23	имеет дело с	1	2
24	на том же	1	2
25	той же самой	1	2
26	он не может	1	2
27	в сознании и	1	2
28	на этот вопрос	1	2
29	что все это	1	2
30	и то что	5	2
31	то время как	1	2
32	не в том	3	2
33	в первый раз	1	2
34	начала и до	2	2
35	бы то ни	1	2
36	во всяком случае	6	2
37	и в том	1	2
38	то же время	3	2
39	что в этой	1	2
40	в свою очередь	2	2
41	это значит что	1	2
42	в то же	3	2
43	и т д	1	2
44	что иное как	1	1
45	тех пор пока	1	1
46	не могла быть	1	1
47	само собой разумеется	3	1
48	приходит к такому	1	1
49	можно установить только	1	1
50	то ни стало	1	1
51	потому что в	1	1
52	та же самая	1	1
53	и в сознании	1	1
54	в этом смысле	1	1
55	никак не может	1	1
56	он не только	1	1
57	крайней мере в	1	1
58	в этом случае	1	1
59	что же касается	5	1
60	во что бы	1	1
61	он все же	1	1
62	что имеет дело	1	1
63	связи и в	1	1
64	на минуту не	1	1
65	в отличие от	3	1
66	не имеет никакого	2	1
67	не было бы	1	1
68	только то что	1	1
69	кроме того что	1	1
70	за то что	1	1
71	по себе как	1	1
72	только при помощи	1	1
73	едва ли может	1	1
74	по крайней мере	4	1
75	вместе с тем	1	1
76	не то что	2	1
77	и тем не	1	1
78	он никогда не	2	1
79	в ней не	1	1
80	и в частности	1	1
81	что бы то	1	1
82	все это очень	1	1
83	признаки и свойства	1	1
84	и все его	1	1
85	и что настоящее	1	1
86	в том как	1	1
87	все больше и	1	1
88	он ссылается на	1	1
89	приходит к выводу	1	1
90	ни на минуту	1	1
91	в связи с	8	1
92	не менее с	1	1
93	к той же	1	1
94	мы и будем	1	1
95	только в очень	1	1
96	потому что если	1	1
97	просто сказать что	1	1
98	в свое время	1	1
99	по себе не	1	1
100	совершенно ясно и	1	1
101	во всех своих	1	1
102	более или менее	3	1
103	собой разумеется что	2	1
104	уже и в	1	1
105	чтобы отнять у	1	1
106	он все более	1	1
107	к которой мы	1	1
108	и поэтического творчества	1	1
109	связи с этим	1	1
110	ничего общего с	1	1
111	к выводу что	1	1
112	с самого начала	1	1
113	то же с	1	1
114	нужно сказать что	1	1
115	в каком они	1	1
116	не может исполнить	1	1
117	можно сказать что	1	1
118	с тем и	1	1
119	до тех пор	1	1
120	после того как	2	1
121	больше и больше	1	1
122	по этому поводу	1	1
123	не что иное	1	1
124	сказать что все	1	1
125	в высшей степени	1	1
