N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	65
2	то есть	18	45
3	и др	2	24
4	как бы	9	22
5	и не	15	22
6	вовсе не	2	18
7	и т.п	4	17
8	в сущности	1	16
9	в том	18	16
10	в этом	11	15
11	но в	7	14
12	в нем	5	13
13	в условиях	1	13
14	нового времени	2	13
15	и на	2	11
16	прежде всего	4	11
17	все эти	2	10
18	не только	16	10
19	и его	12	10
20	так и	11	10
21	но и	10	10
22	и потому	2	10
23	том числе	2	10
24	во всех	3	9
25	в его	9	9
26	все это	2	9
27	за пределы	2	8
28	в своем	2	8
29	в основе	4	8
30	и даже	1	8
31	по своему	2	8
32	и другие	2	8
33	его в	2	7
34	точки зрения	10	7
35	в области	6	7
36	только в	5	7
37	числе и	1	7
38	жизни и	1	7
39	в году	2	6
40	еще не	3	6
41	при этом	13	6
42	том что	8	6
43	в отношении	3	6
44	никогда не	2	6
45	как мы	1	6
46	времени и	2	6
47	искусства и	1	6
48	в значительной	1	6
49	в литературе	1	6
50	одно из	2	6
51	так как	1	6
52	может быть	14	6
53	не знает	3	6
54	сказать что	4	6
55	в обычной	1	5
56	с его	6	5
57	отличие от	7	5
58	как в	2	5
59	с их	2	5
60	в них	2	5
61	рядом с	1	5
62	как и	2	5
63	есть в	2	5
64	в своей	5	5
65	между людьми	1	5
66	потому что	3	5
67	той или	4	5
68	между тем	4	5
69	и одновременно	5	5
70	на мир	1	5
71	для него	4	5
72	в одном	2	5
73	или иной	7	5
74	еще и	1	5
75	и пр	1	5
76	превращается в	2	5
77	в частности	13	5
78	в той	3	5
79	в своих	1	5
80	жизни в	2	5
81	здесь и	1	4
82	и к	3	4
83	в самом	5	4
84	в этой	2	4
85	в узком	3	4
86	входит в	4	4
87	в их	5	4
88	в отличие	7	4
89	не в	7	4
90	можно только	1	4
91	иной форме	1	4
92	на всех	2	4
93	связи с	1	4
94	в жизни	2	4
95	из них	1	4
96	отношение к	5	4
97	мира и	2	4
98	между ними	4	4
99	культуры в	2	4
100	можно говорить	1	3
101	между всеми	1	3
102	по его	1	3
103	жизни как	3	3
104	жить и	2	3
105	в себя	2	3
106	уже не	4	3
107	то что	4	3
108	в себе	9	3
109	но на	1	3
110	это не	2	3
111	весь мир	1	3
112	далеко не	2	3
113	в ее	5	3
114	он и	1	3
115	с точки	3	3
116	разного рода	1	3
117	даже в	3	3
118	на котором	1	3
119	по своей	7	3
120	и здесь	1	3
121	не могут	1	3
122	сама жизнь	1	3
123	и прежде	1	3
124	в виду	5	3
125	с ним	2	3
126	в самой	2	3
127	с другой	7	3
128	к нему	3	3
129	во всей	3	3
130	в форме	4	3
131	что он	3	3
132	до нас	1	3
133	но как	2	3
134	в известной	1	3
135	в системе	2	3
136	как раз	3	3
137	связаны с	1	3
138	на время	2	3
139	мира в	2	3
140	на фоне	1	3
141	но для	1	3
142	в более	1	3
143	не является	4	3
144	карнавального смеха	1	3
145	от всех	1	3
146	не может	7	3
147	что в	6	3
148	в искусстве	7	3
149	отношения к	2	2
150	одним из	1	2
151	например в	3	2
152	области литературы	1	2
153	или к	1	2
154	до минимума	1	2
155	не была	1	2
156	это всегда	1	2
157	не вполне	2	2
158	бы ни	1	2
159	которое в	1	2
160	подчеркнуть что	1	2
161	начало и	2	2
162	на них	1	2
163	время в	1	2
164	в чем	2	2
165	но не	11	2
166	общения между	1	2
167	не входит	2	2
168	человеческих отношений	2	2
169	времени то	1	2
170	первых десятилетий	1	2
171	таковы например	2	2
172	контакт между	1	2
173	из этих	3	2
174	в современных	1	2
175	во многих	1	2
176	он не	4	2
177	на его	1	2
178	и по	2	2
179	значительной степени	1	2
180	а затем	1	2
181	это было	1	2
182	относительность всего	1	2
183	жизни но	2	2
184	в этих	3	2
185	от своего	2	2
186	в романтизме	1	2
187	и без	1	2
188	их в	3	2
189	бы быть	1	2
190	в таких	1	2
191	дело в	1	2
192	в эпизоде	1	2
193	и вещи	1	2
194	этих двух	2	2
195	жизнью в	1	2
196	в мир	1	2
197	начиная с	2	2
198	могут быть	4	2
199	к тому	4	2
200	и это	2	2
201	фамильярный контакт	1	2
202	узком значении	2	2
203	ею же	1	2
204	приводит к	5	2
205	роль в	1	2
206	но у	1	2
207	о том	2	2
208	можно сказать	5	2
209	основе своей	1	2
210	на отдельные	1	2
211	на границах	1	2
212	но с	1	2
213	образов и	1	2
214	мы видим	1	2
215	бы карнавал	1	2
216	с одной	2	2
217	или даже	3	2
218	в особенности	1	2
219	при всей	1	2
220	что не	1	2
221	др в	1	2
222	одной стороны	2	2
223	более того	1	2
224	приобщение к	1	2
225	и особенно	2	2
226	к жизни	2	2
227	в это	1	2
228	того что	4	2
229	в целом	3	2
230	и для	2	2
231	и от	1	2
232	не подлежит	1	2
233	или в	2	2
234	хотя и	3	2
235	совершенно иной	2	2
236	от него	1	2
237	ни к	2	2
238	от всего	1	2
239	же в	1	2
240	в романе	3	2
241	из тех	2	2
242	речи и	3	2
243	одновременно и	1	2
244	основе его	1	2
245	в противоположность	3	2
246	в таком	1	2
247	человека и	1	1
248	он показывает	1	1
249	это и	1	1
250	смех это	1	1
251	на деле	3	1
252	же по	1	1
253	между двумя	2	1
254	от своей	1	1
255	и больше	2	1
256	действительности и	1	1
257	то же	10	1
258	а как	1	1
259	к новой	1	1
260	именно к	1	1
261	со смертью	1	1
262	совпадает с	2	1
263	говорить о	3	1
264	принадлежит к	3	1
265	этого термина	2	1
266	в одиночку	1	1
267	и мира	1	1
268	во внешнем	1	1
269	чужим в	1	1
