N	2gram	Losev_Prob_4	Problemy
1	и в	20	35
2	как бы	4	31
3	и не	28	27
4	что он	8	24
5	в его	3	21
6	но в	8	19
7	как и	6	18
8	не может	5	18
9	о себе	3	17
10	к другому	1	16
11	в нем	5	16
12	то есть	27	16
13	то же	7	15
14	и все	8	15
15	в этом	9	14
16	и его	10	14
17	для него	3	14
18	может быть	9	14
19	но и	14	14
20	все это	9	14
21	он не	2	13
22	к нему	3	13
23	человека из	1	13
24	с другим	1	13
25	и с	7	12
26	в другом	3	12
27	у достоевского	4	12
28	прежде всего	11	12
29	и к	3	12
30	в пределах	2	11
31	в то	4	11
32	слова и	1	11
33	самом деле	3	10
34	не только	24	10
35	не в	13	10
36	то что	15	10
37	на самом	5	9
38	в отношении	4	9
39	ни одного	1	9
40	все же	2	8
41	самого начала	1	8
42	как мы	3	8
43	с самого	1	8
44	так и	10	8
45	и для	4	8
46	потому что	15	8
47	еще не	7	7
48	на них	1	7
49	с его	2	7
50	себе и	3	7
51	и наконец	4	7
52	таким образом	8	7
53	для себя	2	7
54	и сам	1	7
55	в виде	22	7
56	вовсе не	21	7
57	так же	5	7
58	что же	1	7
59	себя самого	1	7
60	точки зрения	14	7
61	с ним	4	7
62	а в	4	7
63	отношении к	1	7
64	и на	3	6
65	но не	5	6
66	отношение к	1	6
67	что они	2	6
68	в самом	2	6
69	в каждом	1	6
70	у меня	2	6
71	к тому	3	6
72	он с	2	6
73	в одном	4	6
74	и что	2	6
75	только в	23	6
76	стремится к	1	6
77	но это	6	6
78	не знает	1	6
79	что в	3	6
80	и то	2	5
81	как в	5	5
82	в себе	12	5
83	он и	1	5
84	в конце	2	5
85	даже в	1	5
86	во время	1	5
87	да и	5	5
88	и это	2	5
89	в глаза	1	5
90	в том	20	5
91	с ними	2	5
92	так что	6	5
93	к самому	1	5
94	и даже	9	5
95	к своему	2	5
96	в романах	2	5
97	как к	1	5
98	ивана карамазова	1	4
99	ведь и	1	4
100	он как	3	4
101	так чтобы	2	4
102	обращен к	1	4
103	он в	1	4
104	в чем	2	4
105	нет и	2	4
106	же и	3	4
107	романах достоевского	1	4
108	что это	2	4
109	но на	1	4
110	на его	2	4
111	и вот	1	4
112	но все	3	4
113	его в	2	4
114	в них	5	4
115	рядом с	1	4
116	в своей	4	4
117	в такой	1	4
118	по себе	11	4
119	никогда не	1	4
120	и без	6	4
121	во всем	2	4
122	как раз	4	4
123	это слово	1	4
124	как будто	11	4
125	и делает	1	4
126	той или	14	4
127	говорили что	1	4
128	сознания и	3	4
129	все его	1	4
130	тотчас же	2	4
131	все время	2	4
132	и так	1	4
133	и у	1	4
134	только на	2	4
135	всяком случае	4	4
136	так как	5	4
137	не о	1	4
138	у него	1	4
139	тем что	3	4
140	или иной	13	4
141	с другой	7	4
142	и прежде	2	4
143	он это	1	4
144	что не	4	4
145	до конца	1	4
146	а не	7	4
147	но как	3	4
148	по своему	6	4
149	в той	8	4
150	человек и	1	4
151	бы в	1	4
152	но зато	1	4
153	тот же	2	4
154	во всяком	8	4
155	в чем-то	1	3
156	это и	4	3
157	за собой	2	3
158	достоевского в	1	3
159	обойтись без	2	3
160	говорить о	2	3
161	в виду	6	3
162	как символ	6	3
163	бы то	1	3
164	во всех	4	3
165	совсем не	1	3
166	а он	1	3
167	за пределы	2	3
168	с этим	4	3
169	когда он	1	3
170	в целом	1	3
171	все эти	16	3
172	тому же	2	3
173	в братьях	1	3
174	одно и	1	3
175	то ни	1	3
176	к другу	1	3
177	было бы	14	3
178	этом смысле	3	3
179	нет в	2	3
180	этого не	2	3
181	с тем	4	3
182	достоевского нет	1	3
183	в котором	2	3
184	не как	1	3
185	в повести	1	3
186	раз и	1	3
187	которого он	1	3
188	но только	2	3
189	ничего не	1	3
190	или как	1	3
191	только с	1	3
192	с ее	2	3
193	всего этого	1	3
194	в ее	5	3
195	и говорит	2	3
196	под влиянием	1	3
197	перед вами	1	3
198	и во	4	3
199	что и	3	3
200	это не	7	3
201	друг к	1	3
202	того что	1	3
203	но так	2	3
204	нуждается в	1	3
205	со всеми	2	3
206	уже не	5	3
207	уже в	4	3
208	из них	3	3
209	братьях карамазовых	1	3
210	даже и	13	3
211	другому и	1	3
212	должно быть	1	3
213	в начале	3	3
214	и от	6	3
215	конце концов	1	3
216	мы должны	3	3
217	только что	2	3
218	ни было	2	3
219	и вдруг	2	3
220	том что	12	3
221	сказать что	7	3
222	другой стороны	6	3
223	бы его	1	3
224	этого необходимо	1	2
225	чтобы не	2	2
226	сам по	6	2
227	его же	1	2
228	он теперь	1	2
229	и этот	3	2
230	она в	2	2
231	да еще	1	2
232	и тут	1	2
233	мы говорили	1	2
234	время как	2	2
235	в каждой	3	2
236	в ней	7	2
237	столь же	2	2
238	что его	4	2
239	бы не	1	2
240	не просто	16	2
241	однако в	2	2
242	в своем	3	2
243	им в	1	2
244	виду и	1	2
245	мы можем	3	2
246	хотя и	5	2
247	и как	3	2
248	них он	1	2
249	в этот	1	2
250	в которой	2	2
251	бы и	3	2
252	но ведь	1	2
253	как он	1	2
254	вообще не	3	2
255	при этом	6	2
256	но именно	2	2
257	всех этих	6	2
258	что тут	1	2
259	и по	2	2
260	что все	1	2
261	это было	2	2
262	с другими	3	2
263	чтобы все	2	2
264	он есть	1	2
265	кажется что	2	2
266	ни в	17	2
267	но уже	1	2
268	достоевского и	1	2
269	если я	1	2
270	все равно	3	2
271	в этих	5	2
272	как все	1	2
273	с точки	11	2
274	но эта	2	2
275	бы так	1	2
276	войти в	1	2
277	на всю	1	2
278	тому что	1	2
279	вопрос о	1	2
280	его внутреннего	1	2
281	если и	3	2
282	не менее	10	2
283	но что	1	2
284	к другим	1	2
285	этих двух	1	2
286	к ней	2	2
287	по своей	1	2
288	есть только	2	2
289	а что	1	2
290	бы он	1	2
291	для его	2	2
292	и он	2	2
293	из их	1	2
294	братьев карамазовых	1	2
295	без всякого	4	2
296	в тонах	1	2
297	уже с	1	2
298	с собой	3	2
299	можно было	4	2
300	времени и	4	2
301	особенно в	1	2
302	мог бы	1	2
303	поэтому нет	1	2
304	жизнь и	4	2
305	для этого	2	2
306	и вообще	6	2
307	именно потому	1	2
308	только так	2	2
309	о том	5	2
310	себя но	1	2
311	и об	1	2
312	в самый	1	2
313	быть и	1	2
314	на которой	1	2
315	среди других	1	2
316	одной из	4	2
317	что даже	1	2
318	и кажется	1	2
319	то в	2	2
320	в эти	1	2
321	себя в	2	2
322	конечно не	3	2
323	в жизни	3	2
324	большинстве случаев	1	2
325	за ним	2	2
326	совсем другое	2	2
327	друг друга	2	2
328	не случайно	1	2
329	уже и	3	2
330	связан с	1	2
331	здесь в	5	2
332	такое же	1	2
333	говорит о	2	2
334	в рассказе	1	2
335	вместе с	5	2
336	нет ни	4	2
337	на рынок	1	2
338	из этого	3	2
339	с этой	1	2
340	i здесь	1	2
341	но для	1	2
342	пока еще	1	2
343	это уже	3	2
344	или в	5	2
345	что оно	1	2
346	ли будет	1	2
347	и ни	5	2
348	хотя бы	7	2
349	будто бы	2	2
350	меня в	2	2
351	себе но	1	2
352	ни на	3	2
353	это в	1	2
354	но наоборот	1	1
355	одним из	1	1
356	мы замечаем	1	1
357	функции в	2	1
358	мы здесь	2	1
359	от простой	1	1
360	всего этот	1	1
361	силы и	1	1
362	преломления в	1	1
363	нам кажется	2	1
364	ему что	1	1
365	это понять	1	1
366	по преимуществу	2	1
367	которое способно	1	1
368	и до	1	1
369	что эти	1	1
370	и больше	2	1
371	уже по	2	1
372	входящих в	1	1
373	в их	1	1
374	сказать с	1	1
375	есть не	6	1
376	человеком и	1	1
377	до времени	1	1
378	и утвердить	1	1
379	мы не	7	1
380	что уже	1	1
381	есть нечто	9	1
382	но даже	4	1
383	ему в	2	1
384	то это	3	1
385	достоевского есть	1	1
386	сказать о	3	1
387	зависимости от	3	1
388	себе что	1	1
389	того же	2	1
390	здесь с	1	1
391	собою и	1	1
392	свою очередь	1	1
393	и самого	1	1
394	он был	3	1
395	а еще	3	1
396	как-то вдруг	1	1
397	в преступлении	1	1
398	сама о	1	1
399	сказать и	1	1
400	в изображении	1	1
401	то он	2	1
402	с самой	1	1
403	не все	1	1
404	тоже говорит	1	1
405	в качестве	10	1
406	тут же	3	1
407	сама по	2	1
408	который однако	1	1
409	от злости	1	1
410	меньше всего	3	1
411	отнюдь не	10	1
412	тебе и	1	1
413	чем же	3	1
414	в петербурге	2	1
415	независимо от	3	1
416	символ а	3	1
417	за этим	1	1
418	тем более	4	1
419	что действительно	1	1
420	может обойтись	2	1
421	как нам	1	1
422	всей этой	1	1
423	перед нами	13	1
424	кроме того	4	1
425	в единый	1	1
426	могли бы	1	1
427	а каждый	1	1
428	говорит что	2	1
429	как всякая	1	1
430	жизни нет	1	1
431	всего как	1	1
432	чего же	1	1
433	них как	1	1
434	карамазовых в	1	1
435	ни один	1	1
436	а во-вторых	1	1
437	бы сказать	1	1
438	тут и	4	1
439	или во	1	1
440	еще далеко	1	1
441	тоже не	1	1
442	есть как	1	1
443	в этой	4	1
444	бы только	1	1
445	говорит не	1	1
446	в убийстве	1	1
447	и идейности	1	1
448	идеи и	1	1
449	и если	5	1
450	конца и	1	1
451	человека в	3	1
452	больше всего	1	1
453	здесь мы	3	1
454	мышления с	1	1
455	что этот	1	1
456	есть все	1	1
457	об этом	6	1
458	а его	2	1
459	на все	2	1
460	себя не	1	1
461	когда уже	1	1
462	его структуре	2	1
463	и сердце	1	1
464	и соответствующие	1	1
465	отражение в	1	1
466	этой страшной	1	1
467	здесь это	1	1
468	мне это	1	1
469	не чем	2	1
470	далеко не	2	1
471	эту тему	1	1
472	слова есть	1	1
473	его признания	1	1
474	твердый и	1	1
475	этого произведения	2	1
476	как таковой	1	1
477	нисколько не	1	1
478	поэтому здесь	1	1
479	бы на	1	1
480	том как	2	1
481	почти нет	1	1
482	и ее	4	1
483	признать что	1	1
484	он тоже	2	1
485	оказывается здесь	2	1
486	которые в	1	1
487	с такою	2	1
488	ко всему	1	1
489	иным как	2	1
490	тем не	10	1
491	по крайней	6	1
492	есть именно	2	1
493	без его	1	1
494	и более	3	1
495	том же	1	1
496	и почти	1	1
497	бы быть	2	1
498	для нее	1	1
499	и очень	5	1
500	начиная от	1	1
501	но они	2	1
502	характерные для	1	1
503	иной раз	1	1
504	от нас	2	1
505	почти никогда	1	1
506	с теми	1	1
507	правда в	3	1
508	дело в	2	1
509	на два	1	1
510	на себе	3	1
511	в основе	1	1
512	как здесь	1	1
513	нельзя ли	2	1
514	того чтобы	2	1
515	чем не	1	1
516	только не	4	1
517	вообще нет	1	1
518	в самой	4	1
519	и весь	3	1
520	это именно	1	1
521	не говорит	1	1
522	но слово	1	1
523	ему и	1	1
524	и после	1	1
525	этом рассказе	1	1
526	вот что	1	1
527	связи с	3	1
528	в эпилоге	3	1
529	и при	1	1
530	входят в	1	1
531	перед ним	1	1
532	от их	1	1
533	как вечное	1	1
534	не могут	1	1
535	когда мы	5	1
536	отличается от	4	1
537	же самое	6	1
538	об одном	1	1
539	только еще	1	1
540	всего в	1	1
541	за что	1	1
542	мысли о	1	1
543	они и	2	1
544	для того	3	1
545	ставрогина и	1	1
546	из нее	1	1
547	достоевского где	1	1
548	тогда я	1	1
549	приходит к	2	1
550	можно и	1	1
551	образы и	3	1
552	впрочем здесь	1	1
553	но по	2	1
554	здесь не	7	1
555	данном случае	5	1
556	то время	2	1
557	или тип	1	1
558	и может	2	1
559	на свой	1	1
560	достоевским как	1	1
561	верит в	2	1
562	и совершенно	2	1
563	котором мы	1	1
564	же касается	1	1
565	что может	1	1
566	за то	1	1
567	которыми мы	1	1
568	это вовсе	1	1
569	здесь как	4	1
570	мы приведем	1	1
571	строятся на	1	1
572	что дело	1	1
573	по сравнению	1	1
574	поэтому в	1	1
575	если бы	8	1
576	слова ни	1	1
577	его романов	1	1
578	в содержании	1	1
579	но здесь	1	1
580	находится в	1	1
581	каждый раз	5	1
582	же необходимо	1	1
583	но к	1	1
584	и поэтому	1	1
585	этом произведении	1	1
586	никак не	4	1
587	душ и	1	1
588	в значительной	2	1
589	с известной	1	1
590	не выходит	3	1
591	нас в	1	1
592	все в	3	1
593	отражением в	1	1
594	том или	3	1
595	и требует	1	1
596	вся эта	2	1
597	функций в	2	1
598	на одном	1	1
599	ним и	1	1
600	и только	4	1
601	крайней мере	6	1
602	этот последний	2	1
603	выше в	1	1
604	но она	3	1
605	и она	1	1
606	но почти	1	1
607	происходит в	1	1
608	эти последние	1	1
609	известно что	1	1
610	что здесь	6	1
611	же все	1	1
612	глубже и	1	1
613	и часто	1	1
614	и весьма	2	1
615	еще и	3	1
616	очень много	2	1
617	и любовь	1	1
618	и кончая	1	1
619	символ определенного	1	1
620	образа в	1	1
621	в редчайших	2	1
622	не происходит	1	1
623	содержание его	1	1
624	с одной	1	1
625	есть ни	2	1
626	не то	2	1
627	без этого	3	1
628	для всех	3	1
629	есть в	7	1
630	раскольников после	1	1
631	эти черты	1	1
632	то и	5	1
633	утвердить себя	1	1
634	есть уже	1	1
635	самой структуре	1	1
636	а то	2	1
637	до последней	1	1
638	или даже	4	1
639	превращаются в	1	1
640	тоже в	1	1
641	действительно только	1	1
642	и объективно	1	1
643	себе в	3	1
644	руки и	1	1
645	ведь это	1	1
646	для меня	1	1
647	случае не	5	1
648	один не	2	1
649	и вместе	1	1
650	ее на	1	1
651	в других	2	1
652	другой и	2	1
653	в очень	1	1
654	предметом изображения	1	1
655	со всем	1	1
656	без всякой	2	1
657	до сих	1	1
658	здесь к	1	1
659	мы скажем	1	1
660	по своим	1	1
661	а именно	2	1
662	а наоборот	2	1
663	и быть	1	1
664	и между	1	1
665	мы еще	1	1
666	к его	3	1
667	резко отличается	1	1
668	предмет и	1	1
669	превращается в	1	1
670	был в	2	1
