N	2gram	Losev_Prob_5	Narrotol
1	не только	18	26
2	а не	5	17
3	но и	13	15
4	при этом	4	14
5	в том	12	14
6	в качестве	4	14
7	и не	12	14
8	в этом	17	13
9	и в	30	13
10	том что	17	13
11	состоит в	1	12
12	такого рода	2	12
13	только в	9	11
14	в частности	4	11
15	может быть	7	10
16	в данном	2	10
17	своего рода	1	9
18	сводится к	1	9
19	так и	7	9
20	то есть	21	9
21	к тому	2	9
22	а в	6	9
23	в себе	4	8
24	то что	18	8
25	не в	7	8
26	не может	5	8
27	к себе	1	7
28	у него	11	6
29	в своем	11	6
30	все же	9	6
31	и к	4	6
32	но в	9	6
33	никогда не	7	6
34	ничего не	2	6
35	данном случае	2	6
36	можно сказать	6	6
37	а также	3	6
38	в его	12	6
39	вслед за	2	6
40	того что	3	6
41	со стороны	1	6
42	прежде всего	6	6
43	как бы	6	6
44	жизни в	4	6
45	я не	2	5
46	что он	7	5
47	как в	2	5
48	хотя и	8	5
49	в нем	6	5
50	тем не	5	5
51	он не	3	5
52	таким образом	13	5
53	по мысли	2	5
54	и тем	3	5
55	далеко не	4	5
56	точки зрения	10	5
57	в котором	2	5
58	не столько	1	5
59	тем самым	1	5
60	в то	4	5
61	на него	2	5
62	о том	12	5
63	в форме	1	5
64	с одной	3	5
65	по отношению	2	5
66	с другой	6	5
67	одной стороны	3	5
68	я в	1	5
69	отношению к	2	5
70	то же	2	4
71	в ее	3	4
72	в этой	10	4
73	отнюдь не	4	4
74	перед нами	1	4
75	что это	1	4
76	тому же	1	4
77	в силу	5	4
78	уже не	6	4
79	об этом	4	4
80	в своей	22	4
81	не к	2	4
82	в конце	8	4
83	не менее	5	4
84	времени и	1	4
85	как у	1	4
86	в другом	3	4
87	в какой	2	4
88	свидетельствует о	2	4
89	в рассказе	1	4
90	как и	7	4
91	мира в	3	4
92	как это	1	4
93	в литературе	1	4
94	и все	9	4
95	с ним	3	4
96	же в	3	4
97	и у	5	4
98	жизни и	2	4
99	что в	5	4
100	все что	2	4
101	для себя	5	3
102	самом деле	2	3
103	едва ли	4	3
104	а как	1	3
105	мы имеем	2	3
106	пребывания в	1	3
107	с его	1	3
108	но не	7	3
109	большей части	1	3
110	что они	3	3
111	все эти	2	3
112	в ответ	1	3
113	и его	6	3
114	от которого	1	3
115	и по	1	3
116	того или	1	3
117	что я	1	3
118	тому что	1	3
119	того чтобы	2	3
120	же время	1	3
121	по своей	2	3
122	этом отношении	1	3
123	в состав	1	3
124	той или	1	3
125	и когда	1	3
126	и сам	4	3
127	мира и	2	3
128	о котором	3	3
129	внимание на	3	3
130	это не	2	3
131	к ней	1	3
132	один из	2	3
133	с ними	1	3
134	никак не	8	3
135	между тем	2	3
136	то и	2	3
137	то у	2	3
138	как раз	5	3
139	и даже	14	3
140	или иной	1	3
141	человек в	1	3
142	да и	2	3
143	с этой	2	3
144	и для	6	3
145	сказать что	9	3
146	к его	1	3
147	в таком	2	3
148	и т	1	2
149	мере в	2	2
150	к другому	1	2
151	по его	2	2
152	мы не	2	2
153	в составе	1	2
154	ему в	1	2
155	в ней	3	2
156	еще не	3	2
157	он сам	3	2
158	о любви	1	2
159	в чем	2	2
160	на самом	1	2
161	же она	1	2
162	однако не	1	2
163	могли бы	1	2
164	однако на	2	2
165	в самом	5	2
166	себя с	1	2
167	бы с	2	2
168	в нашем	1	2
169	из этих	1	2
170	раз в	2	2
171	на то	2	2
172	что она	1	2
173	когда все	1	2
174	чтобы в	1	2
175	которая не	1	2
176	мы его	1	2
177	не будет	2	2
178	было бы	4	2
179	должен был	1	2
180	несмотря на	6	2
181	бы на	2	2
182	за которым	1	2
183	с точки	8	2
184	и что	6	2
185	жизни с	1	2
186	но он	5	2
187	и более	2	2
188	однако в	3	2
189	не имеет	1	2
190	как о	4	2
191	потому что	13	2
192	для нас	10	2
193	со своим	1	2
194	не вполне	1	2
195	в области	2	2
196	у нас	7	2
197	и здесь	1	2
198	но для	2	2
199	и он	4	2
200	здесь не	7	2
201	себе самом	1	2
202	то чтобы	1	2
203	всей своей	2	2
204	что у	5	2
205	можно было	2	2
206	те же	1	2
207	том как	1	2
208	восходит к	1	2
209	или иначе	1	2
210	что и	6	2
211	но зато	1	2
212	со всеми	2	2
213	в виде	10	2
214	в начале	3	2
215	не все	2	2
216	в душе	1	2
217	участие в	2	2
218	одно из	1	2
219	по словам	2	2
220	вовсе не	8	2
221	в других	3	2
222	только на	1	2
223	именно в	3	2
224	а с	4	2
225	нового времени	4	2
226	героя и	1	2
227	говорит о	7	2
228	только по	1	2
229	превращается в	1	2
230	зависит от	1	2
231	когда же	1	2
232	если не	4	2
233	на фоне	1	2
234	так же	5	2
235	в него	1	2
236	к своему	1	2
237	о чем	1	2
238	видит в	3	2
239	видя в	2	2
240	его жизни	1	2
241	а потом	3	2
242	xix в	4	2
243	но это	1	2
244	видно что	1	2
245	это был	1	2
246	и состоит	1	2
247	в результате	7	2
248	собственно говоря	1	2
249	бы в	1	2
250	тем более	1	2
251	не должен	1	2
252	хотя бы	2	2
253	только что	1	2
254	как показывает	1	2
255	о своем	2	2
256	в свою	2	2
257	точно так	3	2
258	в своих	1	2
259	по поводу	2	2
260	и вновь	1	2
261	они не	2	2
262	отношения к	1	1
263	также и	12	1
264	его матери	1	1
265	таком случае	2	1
266	самой себе	1	1
267	к своей	1	1
268	это и	1	1
269	так у	1	1
270	тем же	3	1
271	из его	1	1
272	как освободиться	1	1
273	мать и	1	1
274	его мнению	1	1
275	гор или	1	1
276	на душе	2	1
277	вопрос о	1	1
278	но ясно	2	1
279	которым был	1	1
280	как то	1	1
281	на себя	1	1
282	о возможности	1	1
283	мы и	2	1
284	кто может	1	1
285	жизни это	1	1
286	это время	2	1
287	проявляется в	2	1
288	и самого	3	1
289	в xix	1	1
290	он приносит	1	1
291	а еще	1	1
292	как символ	9	1
293	иное как	3	1
294	я на	1	1
295	в до	3	1
296	не входит	2	1
297	свою жизнь	1	1
298	в новом	1	1
299	него с	1	1
300	отношение к	2	1
301	не просто	5	1
302	это сделал	1	1
303	уже забыл	1	1
304	рассказ о	1	1
305	не принимает	1	1
306	наряду с	2	1
307	первый взгляд	1	1
308	в одной	2	1
309	если она	1	1
310	своей жизни	1	1
311	и нет	2	1
312	этой стороны	1	1
313	что касается	3	1
314	не думал	1	1
315	бог а	2	1
316	и как	6	1
317	и наконец	1	1
318	по пути	1	1
319	его к	1	1
320	в небе	1	1
321	то в	1	1
322	для которого	1	1
323	веселовский писал	1	1
324	даже если	1	1
325	а есть	1	1
326	в которой	5	1
327	бы и	1	1
328	так или	1	1
329	бы не	3	1
330	поскольку в	3	1
331	в главе	1	1
332	века однако	1	1
333	говорит не	1	1
334	это такая	1	1
335	есть на	1	1
336	быть только	3	1
337	бы от	1	1
338	после этого	1	1
339	из него	1	1
340	что ни	1	1
341	никому не	1	1
342	человеческий но	1	1
343	людей и	13	1
344	лишь с	1	1
345	прежде чем	2	1
346	в нее	1	1
347	поскольку она	1	1
348	жизнь которая	1	1
349	здесь мы	1	1
350	его не	2	1
351	а его	4	1
352	входит в	1	1
353	по природе	1	1
354	который так	1	1
355	этом смысле	3	1
356	это свидетельствует	1	1
357	добраться до	1	1
