N	2gram	Vygotskiy__5	Komedia
1	и в	30	22
2	том что	21	12
3	но и	6	11
4	в том	27	11
5	не только	16	10
6	в то	2	10
7	из них	2	10
8	и т	7	9
9	как и	6	9
10	может быть	11	9
11	таким образом	20	8
12	о том	10	8
13	и его	6	8
14	в одном	2	8
15	и не	6	8
16	едва ли	2	7
17	в этой	5	7
18	то же	7	6
19	тому же	1	6
20	не в	8	6
21	в отношении	2	6
22	ни в	3	6
23	в конце	4	6
24	что он	17	6
25	к тому	8	6
26	а в	4	6
27	в которой	3	6
28	что в	24	6
29	как в	3	5
30	то время	1	5
31	на его	3	5
32	при этом	8	5
33	во время	1	5
34	потому что	23	5
35	со своим	2	5
36	мы встречаем	1	5
37	так и	3	5
38	еще в	2	5
39	и даже	2	5
40	между тем	1	5
41	один из	5	5
42	уже в	6	5
43	в его	4	5
44	прежде всего	4	5
45	т п	3	5
46	о которых	2	5
47	с другой	9	5
48	все это	2	5
49	другой стороны	5	5
50	из его	1	4
51	время как	2	4
52	что они	5	4
53	но в	5	4
54	в нем	7	4
55	т д	3	4
56	и вот	2	4
57	в другом	3	4
58	на протяжении	1	4
59	несмотря на	5	4
60	точки зрения	7	4
61	в котором	2	4
62	в их	3	4
63	одном из	1	4
64	так как	9	4
65	как мы	5	4
66	на него	1	4
67	ли не	2	4
68	так в	3	4
69	ясно что	6	4
70	что и	3	4
71	действующих лиц	7	4
72	в качестве	2	4
73	мы можем	7	4
74	тем что	6	4
75	именно в	6	4
76	комедии с	1	4
77	в результате	4	4
78	конце концов	2	4
79	же в	2	4
80	по поводу	3	4
81	к этому	3	4
82	речь идет	1	3
83	же как	2	3
84	идет о	1	3
85	мы не	3	3
86	и о	3	3
87	х годов	1	3
88	и на	3	3
89	в последних	2	3
90	в чем	1	3
91	с одной	12	3
92	в этом	14	3
93	все же	7	3
94	хотя и	1	3
95	и как	7	3
96	можно сделать	1	3
97	в целом	5	3
98	на то	17	3
99	главным образом	1	3
100	да и	1	3
101	он не	3	3
102	и с	2	3
103	на сцене	2	3
104	в них	4	3
105	и ее	1	3
106	вопрос о	3	3
107	не менее	1	3
108	однако в	1	3
109	даже в	1	3
110	по отношению	2	3
111	того как	2	3
112	к этим	2	3
113	казалось бы	4	3
114	ничего не	2	3
115	в сознании	1	3
116	этом отношении	3	3
117	у нас	4	3
118	могут быть	8	3
119	после того	1	3
120	там же	1	3
121	в частности	4	3
122	как из	3	3
123	тот же	3	3
124	одной из	1	3
125	только в	5	3
126	комедии и	1	3
127	в виде	1	3
128	в начале	1	3
129	за счет	1	3
130	отношение к	1	3
131	у него	3	3
132	каждый из	1	3
133	как раз	13	3
134	все более	1	3
135	так же	13	3
136	как это	7	3
137	по своему	1	3
138	одной стороны	12	3
139	в течение	2	3
140	в любом	1	3
141	не мог	1	3
142	здесь в	1	3
143	всего в	1	3
144	и все	4	3
145	отношению к	1	3
146	того же	2	2
147	противоречия между	1	2
148	здесь и	1	2
149	ту же	2	2
150	на две	1	2
151	из всех	1	2
152	том насколько	1	2
153	в сущности	12	2
154	большей частью	1	2
155	которые он	2	2
156	он был	2	2
157	столь же	1	2
158	тем как	1	2
159	совсем не	2	2
160	в стихе	4	2
161	отличие от	2	2
162	к сожалению	1	2
163	относится к	1	2
164	что касается	2	2
165	что по	2	2
166	к числу	1	2
167	в противоположность	2	2
168	этой цели	1	2
169	для ее	3	2
170	и хотя	2	2
171	в самом	14	2
172	в известном	1	2
173	в себе	5	2
174	время и	1	2
175	в первой	1	2
176	если они	1	2
177	не к	1	2
178	в силу	3	2
179	на этом	6	2
180	было бы	5	2
181	и тем	6	2
182	из действующих	1	2
183	ни одной	1	2
184	мы видели	1	2
185	или менее	1	2
186	которую он	1	2
187	в следующем	1	2
188	почти не	2	2
189	но он	3	2
190	не раз	1	2
191	одна из	3	2
192	это еще	1	2
193	трагедии в	3	2
194	к ней	1	2
195	с достаточной	1	2
196	и теперь	1	2
197	как будто	6	2
198	в области	1	2
199	в трагедии	15	2
200	же самое	5	2
201	указывает на	4	2
202	с ее	1	2
203	только при	1	2
204	как по	1	2
