N	2gram	Vygotskiy__4	VelikijI
1	и не	13	20
2	и в	33	16
3	так как	12	9
4	то что	44	9
5	еще не	1	8
6	в истории	1	8
7	что они	6	7
8	а не	6	7
9	и потому	2	7
10	человека и	1	6
11	но и	3	5
12	того что	4	5
13	в мире	3	5
14	все это	13	5
15	что есть	1	5
16	как бы	25	5
17	и есть	4	4
18	говорить о	3	4
19	во мне	1	4
20	в его	10	4
21	и я	1	4
22	мы хотим	1	4
23	в этом	28	4
24	что он	20	4
25	потому что	24	4
26	в нем	7	4
27	так и	3	4
28	что все	11	4
29	что не	4	4
30	как и	5	4
31	что мы	6	4
32	в котором	2	4
33	в ней	6	4
34	и все	12	4
35	от этого	3	3
36	и что	25	3
37	за то	3	3
38	хотя бы	2	3
39	то это	3	3
40	как не	1	3
41	в чем	1	3
42	с его	2	3
43	во всех	2	3
44	что и	3	3
45	и будет	1	3
46	в том	21	3
47	тот же	3	3
48	но в	2	3
49	бы и	2	3
50	все эти	6	3
51	за ним	1	3
52	в конце	8	3
53	их в	3	3
54	в своей	4	3
55	и мы	15	3
56	в жизни	4	3
57	ни в	3	3
58	в них	2	3
59	не было	3	3
60	должно быть	3	3
61	в этих	1	3
62	нет ничего	1	3
63	что во	1	3
64	в первый	3	3
65	не в	2	3
66	тому что	6	3
67	но это	1	3
68	не имеет	2	3
69	никогда не	5	3
70	личности и	1	3
71	первый раз	4	3
72	превращается в	1	3
73	и для	3	3
74	к тому	12	3
75	жизни и	4	3
76	что в	21	3
77	и это	5	2
78	нем нет	2	2
79	того чтобы	22	2
80	и то	2	2
81	но мы	2	2
82	по которым	2	2
83	это мы	1	2
84	и сам	1	2
85	и т	6	2
86	можно было	4	2
87	и за	3	2
88	его не	2	2
89	мы не	5	2
90	что от	1	2
91	с ним	5	2
92	вместо того	2	2
93	ее и	2	2
94	и во	1	2
95	так для	1	2
96	между тем	1	2
97	вслед за	3	2
98	от этих	4	2
99	которые не	1	2
100	материалом для	1	2
101	на нас	4	2
102	только в	4	2
103	те которые	2	2
104	конечно не	3	2
105	не только	7	2
106	все тот	2	2
107	его и	2	2
108	не так	1	2
109	для него	1	2
110	не хотел	2	2
111	не могли	1	2
112	под конец	2	2
113	и никогда	1	2
114	тем что	3	2
115	не будет	4	2
116	раз о	1	2
117	это не	6	2
118	т д	2	2
119	истории и	1	2
120	а с	2	2
121	прежде всего	2	2
122	с тем	4	2
123	мы и	1	2
124	с пути	1	2
125	один из	2	2
126	свою и	1	2
127	более чем	1	2
128	я говорю	1	2
129	является в	1	2
130	не погибнет	1	2
131	а есть	1	2
132	самого себя	1	2
133	да и	3	2
134	одна из	4	2
135	так много	1	2
136	том что	22	2
137	для нас	7	2
138	от него	1	2
139	ее в	4	2
140	есть уже	1	2
141	до того	1	2
142	это все	1	2
143	а в	4	2
144	но не	3	2
145	чтобы сделать	2	2
146	во всяком	3	2
147	от этой	1	1
148	речь идет	3	1
149	нас как	1	1
150	как мы	4	1
151	в виду	2	1
152	ним или	1	1
153	в ее	2	1
154	это случилось	1	1
155	дело во	1	1
156	в словах	2	1
157	и говорит	3	1
158	и до	3	1
159	важное место	1	1
160	он всегда	1	1
161	не имеют	1	1
162	мы будем	5	1
163	на слишком	1	1
164	то же	9	1
165	жизнь без	1	1
166	из всего	1	1
167	в результате	2	1
168	человеческой природы	2	1
169	и тут	1	1
170	это только	1	1
171	вопрос о	2	1
172	основана на	2	1
173	составные части	1	1
