N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	18	44
2	и в	23	33
3	в этом	25	28
4	и что	1	25
5	как бы	28	25
6	все время	1	24
7	потому что	12	24
8	для того	2	23
9	том что	9	22
10	того чтобы	4	22
11	может быть	21	22
12	что в	8	21
13	в том	11	21
14	о том	2	20
15	что он	10	20
16	только что	1	15
17	что это	1	13
18	таким образом	11	13
19	то есть	24	13
20	так же	6	13
21	и не	34	13
22	все это	7	13
23	сказать что	5	13
24	самом деле	5	12
25	в самом	8	12
26	было бы	6	12
27	все то	4	12
28	к тому	1	12
29	и все	3	12
30	если мы	1	12
31	так как	7	12
32	он не	4	11
33	что все	3	11
34	что она	2	10
35	если бы	10	10
36	в трагедии	1	10
37	в его	24	10
38	как она	1	10
39	не может	11	10
40	то же	10	9
41	в этой	4	9
42	по себе	7	9
43	как раз	4	9
44	в конце	5	8
45	как будто	3	8
46	для этого	1	8
47	вместе с	2	8
48	в каком	1	8
49	в своем	8	7
50	не только	13	7
51	в нем	20	7
52	так что	1	7
53	и только	1	7
54	до конца	5	7
55	же точно	1	7
56	для нас	3	7
57	на самом	4	6
58	в сущности	5	6
59	в ней	1	6
60	что они	1	6
61	перед нами	4	6
62	все эти	8	6
63	в себе	5	6
64	и вот	2	6
65	точки зрения	21	6
66	но он	2	6
67	тому что	2	6
68	в самой	7	6
69	же самое	1	6
70	никак не	2	6
71	это не	10	6
72	мы видим	3	6
73	у него	6	6
74	а не	20	6
75	что мы	1	6
76	мы должны	2	6
77	шекспира и	2	6
78	как на	2	6
79	это и	9	5
80	мы уже	2	5
81	мы не	2	5
82	в целом	4	5
83	и на	10	5
84	с этим	1	5
85	все же	5	5
86	и как	8	5
87	как он	2	5
88	как и	8	5
89	нисколько не	2	5
90	самого начала	3	5
91	никогда не	5	5
92	и его	13	5
93	и это	5	5
94	с самого	2	5
95	казалось бы	1	5
96	с ним	6	5
97	заключается в	2	5
98	в какой	1	5
99	что для	2	5
100	вовсе не	8	5
101	из этого	1	5
102	и есть	5	4
103	той же	6	4
104	в которой	4	4
105	я не	3	4
106	не то	1	4
107	говорит о	1	4
108	том чтобы	1	4
109	не будет	1	4
110	это было	1	4
111	и уже	3	4
112	слова и	1	4
113	смысл и	2	4
114	в своей	11	4
115	заставляет его	2	4
116	с точки	15	4
117	одна из	2	4
118	на него	2	4
119	а в	7	4
120	с другом	3	4
121	у нас	1	4
122	как мы	5	4
123	и о	3	4
