N	3gram	Bakhtin_Pr_1	FransuaR
1	то же время	9	10
2	в то же	9	10
3	до сих пор	2	8
4	мы уже говорили	1	7
5	в большинстве случаев	2	6
6	в том что	6	6
7	и в то	2	5
8	и до конца	2	4
9	в его романе	1	4
10	в другом месте	1	3
11	большей или меньшей	1	3
12	в настоящее время	1	3
13	таким образом и	1	3
14	в той же	2	3
15	начала и до	2	3
16	в большей или	1	3
17	или меньшей степени	1	3
18	до настоящего времени	1	3
19	с начала и	2	3
20	более или менее	1	2
21	с точки зрения	13	2
22	бы то ни	2	2
23	далеко за пределы	1	2
24	как мы видели	1	2
25	в данном случае	2	2
26	но в то	5	2
27	дело в том	1	2
28	и в романе	2	2
29	вовсе еще не	1	2
30	в то время	1	2
31	в нем и	1	2
32	о том что	1	2
33	не только не	1	2
34	можно сказать что	1	2
35	с другой стороны	3	2
36	в его творчестве	2	2
37	как мы уже	1	2
38	для того чтобы	1	2
39	не может быть	4	2
40	что это не	1	1
41	выражение и в	1	1
42	а следовательно и	1	1
43	зрения на мир	4	1
44	точка зрения на	2	1
45	прямо сказать что	1	1
46	все в этой	1	1
47	и не могут	1	1
48	какой бы то	1	1
49	громадную роль в	1	1
50	в первой части	1	1
51	по отношению к	8	1
52	как один из	1	1
53	на самом деле	4	1
54	то что обычно	1	1
55	в самом деле	2	1
56	подобно тому как	3	1
57	он не только	1	1
58	том что это	1	1
59	точку зрения на	2	1
60	но потому что	2	1
61	до известной степени	1	1
62	уже не раз	1	1
63	во всей его	2	1
64	же время не	3	1
65	что все эти	1	1
66	в этом отношении	3	1
67	их и в	1	1
68	но он не	1	1
69	но и эта	1	1
70	может быть и	1	1
71	что дело идет	1	1
72	становящегося мира и	1	1
73	и в других	1	1
74	и могут быть	1	1
75	и в частности	1	1
76	так и к	1	1
77	если же мы	1	1
78	мы полагаем что	1	1
79	как мы сказали	1	1
80	там где он	1	1
81	не потому что	1	1
82	то ни было	1	1
83	друг другу как	1	1
84	сочетается здесь с	1	1
85	так и в	1	1
86	была для него	3	1
87	они вовсе не	1	1
88	в известном смысле	1	1
89	и в этом	5	1
90	по сравнению с	1	1
91	не в том	1	1
92	все же не	2	1
93	во всех сферах	1	1
94	бы оно ни	1	1
95	тем или иным	1	1
96	как впрочем и	1	1
97	друг к другу	1	1
98	типа как например	1	1
99	можно прямо сказать	1	1
100	и наконец в	1	1
101	как бы в	2	1
102	нет ни композиционного	1	1
103	только то что	2	1
104	оно ни было	1	1
105	у него в	1	1
106	таким образом в	1	1
107	они и не	1	1
108	весь с начала	1	1
109	чтобы войти в	1	1
110	вовсе не как	1	1
111	с самого начала	1	1
112	и так сказать	1	1
113	выходит за пределы	1	1
114	заключается в том	1	1
115	как бы ни	1	1
116	в дантовском мире	2	1
117	в этом смысле	10	1
118	лишь там где	2	1
119	или же в	1	1
120	конечно не в	1	1
121	весь этот мир	1	1
122	можно было бы	2	1
123	друг за другом	1	1
124	оно и не	1	1
125	друг с другом	1	1
126	и в нем	1	1
127	кроме того он	1	1
128	как бы оно	1	1
129	большинстве случаев в	1	1
130	благодаря этому все	1	1
131	то же самое	1	1
132	на мир и	2	1
133	и только в	1	1
