N	2gram	Medvedev_F_1	Literetu
1	не только	7	24
2	при этом	5	19
3	но и	7	17
4	в том	6	16
5	а не	10	16
6	в частности	4	15
7	том что	1	14
8	в году	2	13
9	тогда как	1	13
10	может быть	14	13
11	и не	20	12
12	в этом	15	12
13	в своем	11	11
14	состоит в	1	11
15	своего рода	1	11
16	прежде всего	22	11
17	в русской	1	10
18	то что	8	10
19	или иначе	2	9
20	в целом	6	8
21	так или	1	8
22	не в	8	8
23	и в	24	8
24	художественной деятельности	1	8
25	произведение искусства	2	8
26	только в	2	8
27	как это	6	8
28	как бы	6	7
29	в себе	3	7
30	не менее	11	7
31	в его	23	7
32	уже не	2	7
33	как и	11	6
34	точки зрения	16	6
35	того что	5	6
36	связи с	3	6
37	в жизни	3	6
38	себя в	1	6
39	xix века	1	6
40	то же	10	5
41	отличие от	1	5
42	как в	8	5
43	на наш	1	5
44	не столько	1	5
45	в отличие	1	5
46	в то	9	5
47	искусства и	5	5
48	а также	1	5
49	же время	8	5
50	же в	3	5
51	что он	3	5
52	не может	16	5
53	в данном	1	5
54	с этой	4	5
55	с его	4	5
56	тем самым	3	5
57	в своей	11	4
58	еще не	6	4
59	но не	3	4
60	в этой	6	4
61	в художественном	3	4
62	все же	3	4
63	по преимуществу	1	4
64	перестает быть	3	4
65	не как	4	4
66	в силу	1	4
67	лишь в	8	4
68	литературного произведения	4	4
69	в чужом	2	4
70	для этого	4	4
71	и его	10	4
72	данном случае	1	4
73	никогда не	4	4
74	так и	18	4
75	еще в	2	4
76	в формах	4	4
77	и тем	1	4
78	из них	1	4
79	мир в	1	4
80	друг друга	4	4
81	как раз	2	4
82	о себе	1	4
83	в связи	4	4
84	со стороны	5	4
85	это не	2	4
86	культуры в	1	4
87	в своих	2	4
88	например в	1	3
89	тех же	2	3
90	как совокупность	1	3
91	и есть	1	3
92	также и	1	3
93	по отношению	4	3
94	в самом	5	3
95	с их	1	3
96	таким образом	13	3
97	той же	1	3
98	его в	3	3
99	в душе	2	3
100	далеко не	1	3
101	он и	1	3
102	несмотря на	1	3
103	не мог	1	3
104	художественного творчества	1	3
105	в их	11	3
106	но в	5	3
107	одна из	2	3
108	в основе	3	3
109	не должен	1	3
110	в области	3	3
111	свое собственное	1	3
112	всего в	3	3
113	в пределах	6	3
114	приводит к	2	3
115	по аналогии	3	3
116	одного из	1	3
117	сводится к	3	3
118	не сводится	2	3
119	по своей	1	3
120	один из	3	3
121	потому что	1	3
122	у него	1	3
123	и даже	3	3
124	с другой	5	3
125	художественного сознания	1	3
126	и др	5	3
127	не было	3	3
128	произведения искусства	3	3
129	мира в	2	3
130	этой точки	1	3
131	аналогии с	3	3
132	литературе в	1	3
133	при всем	1	3
134	жизни и	7	3
135	что в	4	3
136	а в	6	3
137	во всяком	4	3
138	чтобы не	2	2
139	самом деле	6	2
140	из его	1	2
141	должна быть	7	2
142	от всякой	2	2
143	и само	1	2
144	та же	1	2
145	а для	1	2
146	на себя	1	2
147	х годов	1	2
148	могло быть	1	2
149	а только	2	2
150	отнюдь не	6	2
151	общего с	1	2
152	этой цели	1	2
153	его сознания	1	2
154	все эти	6	2
155	из этих	1	2
156	как он	1	2
157	в нем	14	2
158	этой книге	1	2
159	нашего времени	1	2
160	на этом	1	2
161	для всей	1	2
162	произведения с	1	2
163	для нее	1	2
164	было бы	6	2
165	на почве	13	2
166	для них	1	2
167	в слове	1	2
168	всякая иная	1	2
169	что такое	2	2
170	а как	2	2
171	всяком случае	4	2
172	с точки	13	2
173	художественная деятельность	1	2
174	в россии	3	2
175	тем не	1	2
176	раз и	2	2
