N	3gram	Trubetskoy_1	Problemy
1	с точки зрения	8	8
2	до сих пор	8	7
3	по отношению к	9	5
4	то же время	2	5
5	в то же	2	5
6	и не может	1	4
7	как и все	2	4
8	не может быть	3	4
9	друг с другом	9	4
10	в самом деле	5	4
11	более или менее	7	3
12	можно было бы	1	3
13	мы уже говорили	1	3
14	к тому же	5	3
15	с другой стороны	4	3
16	никак не может	1	3
17	как и в	2	3
18	хотя и не	1	2
19	а затем и	1	2
20	в настоящее время	2	2
21	том что он	2	2
22	таким образом как	1	2
23	друг на друга	1	2
24	может быть и	4	2
25	уже говорили что	1	2
26	в том или	1	2
27	в конце концов	4	2
28	но при этом	1	2
29	и то же	1	2
30	то время как	1	2
31	одно и то	1	2
32	друг к другу	2	2
33	я не могу	1	2
34	тем не менее	4	2
35	в то время	2	2
36	но все же	2	2
37	на то что	7	2
38	друг от друга	6	2
39	духе и в	1	1
40	а между тем	8	1
41	не знает что	1	1
42	а следовательно и	1	1
43	иначе обстоит дело	1	1
44	и в жизни	1	1
45	лишь то что	1	1
46	все эти вопросы	1	1
47	иметь в виду	1	1
48	дело в том	1	1
49	котором идет речь	5	1
50	образом как бы	1	1
51	далеко не исчерпывается	1	1
52	на том же	1	1
53	в этом последнем	1	1
54	и до сих	1	1
55	бы в его	1	1
56	в том числе	1	1
57	в том и	2	1
58	то же самое	1	1
59	в том же	3	1
60	в этом пункте	1	1
61	по крайней мере	1	1
62	в котором они	1	1
63	сих пор не	2	1
64	и так или	1	1
65	является одним из	1	1
66	у него в	1	1
67	бы то ни	2	1
68	лишь тогда когда	2	1
69	между тем как	1	1
70	а может быть	1	1
71	в себе и	1	1
72	при этом не	1	1
73	том числе и	1	1
74	том или ином	1	1
75	рано или поздно	1	1
76	точки зрения всякой	1	1
77	так что и	1	1
78	различия между ними	1	1
79	а как бы	1	1
80	сильнее чем у	2	1
81	между тем с	1	1
82	то ни было	2	1
83	мы не знаем	1	1
84	с одной стороны	2	1
85	смысле этого слова	1	1
86	в связи с	3	1
87	до некоторой степени	1	1
88	каждый из них	1	1
89	так или иначе	5	1
90	в нем не	1	1
91	все же не	3	1
92	становится как бы	1	1
93	и со своим	1	1
94	во всяком случае	2	1
95	о которых мы	3	1
96	том и в	1	1
97	и в том	2	1
98	вместо того чтобы	1	1
99	что до сих	1	1
100	то что у	2	1
101	о том что	4	1
102	нами до сих	1	1
103	гораздо сложнее и	1	1
104	между этими двумя	2	1
105	в такой форме	2	1
106	не может не	3	1
107	на самом деле	7	1
108	но в эту	1	1
109	этой точки зрения	1	1
110	не только не	1	1
111	в его собственной	1	1
112	как мы знаем	1	1
113	в другом случае	1	1
114	о котором идет	5	1
115	таким образом и	1	1
116	и в нем	1	1
117	в том что	15	1
118	и все что	2	1
119	и в другом	1	1
120	не менее в	1	1
