N	3gram	Potebnia_M_3	FransuaR
1	то же время	5	6
2	в то же	5	6
3	как мы уже	1	5
4	до сих пор	3	4
5	на самом деле	1	3
6	его связь с	1	3
7	не было ни	1	3
8	для того чтобы	3	3
9	по отношению к	5	2
10	этот образ и	1	2
11	и в других	1	2
12	но и в	4	2
13	в этом отношении	2	2
14	одной и той	2	2
15	вместе с нею	1	2
16	и той же	2	2
17	не может быть	3	2
18	все то что	1	2
19	в данном случае	1	2
20	его отношение к	1	2
21	о том что	1	2
22	можно сказать что	2	2
23	и все что	1	2
24	как и в	2	2
25	в том же	2	2
26	как мы видели	1	2
27	смысле этого слова	7	1
28	не к одному	1	1
29	имея в виду	1	1
30	и его связь	1	1
31	и вообще в	1	1
32	с он говорит	1	1
33	мы уже сказали	1	1
34	подобно тому как	2	1
35	сих пор еще	1	1
36	потому что не	3	1
37	может быть только	3	1
38	дело вовсе не	1	1
39	в таких случаях	1	1
40	в строгом смысле	1	1
41	в собственном смысле	2	1
42	здесь только на	1	1
43	за то что	1	1
44	что в то	3	1
45	таким образом то	1	1
46	не подлежит сомнению	1	1
47	и сделал его	1	1
48	в том чтобы	2	1
49	в первом случае	2	1
50	и тем же	3	1
51	притом не только	1	1
52	в одном слове	1	1
53	ни с одним	1	1
54	он не видит	1	1
55	с другой стороны	4	1
56	само по себе	3	1
57	одним и тем	3	1
58	в свое время	1	1
59	одно из них	1	1
60	во всем своем	1	1
61	только то что	1	1
62	не находит для	1	1
63	было бы совершенно	1	1
64	заключается в том	1	1
65	каждого из этих	1	1
66	в свою очередь	3	1
67	что в ней	2	1
68	и в самом	2	1
69	но никак не	2	1
70	вовсе не в	1	1
71	каждый из этих	1	1
72	таким образом и	1	1
73	что этот образ	1	1
74	слово в этом	1	1
75	в том что	16	1
76	с нею в	1	1
77	что и в	3	1
78	те же самые	1	1
