N	2gram	Vygotskiy__3	Otkroven
1	у него	1	22
2	и в	25	19
3	но и	4	13
4	и не	10	13
5	в этом	14	12
6	не в	6	11
7	не только	6	11
8	может быть	13	11
9	а не	1	11
10	человека и	5	10
11	вопрос о	1	10
12	в нем	2	10
13	и все	4	10
14	прежде всего	4	9
15	никогда не	4	9
16	потому что	6	9
17	и он	1	8
18	в его	15	7
19	он не	4	7
20	до конца	1	7
21	от него	1	7
22	как и	15	6
23	все это	6	6
24	до самого	1	5
25	отношение к	1	5
26	в том	23	5
27	в самом	3	5
28	в этой	5	5
29	для него	5	5
30	него в	1	5
31	а в	4	5
32	то что	15	5
33	с его	2	4
34	все эти	7	4
35	что не	1	4
36	не может	6	4
37	того чтобы	8	4
38	и его	2	4
39	что в	17	4
40	только и	1	4
41	различие между	1	3
42	быть может	1	3
43	о том	5	3
44	еще не	4	3
45	было бы	10	3
46	того что	10	3
47	когда он	3	3
48	что он	6	3
49	в себе	2	3
50	о природе	1	3
51	не могут	4	3
52	для того	7	3
53	только одно	1	3
54	могут быть	5	3
55	как бы	10	3
56	с ним	4	3
57	и от	2	3
58	в этих	2	3
59	хотя бы	1	3
60	в своих	2	3
61	все что	2	3
62	и с	1	2
63	и то	2	2
64	в ее	1	2
65	что у	1	2
66	так и	5	2
67	по себе	7	2
68	их не	1	2
69	и на	6	2
70	совсем не	1	2
71	что и	10	2
72	что они	10	2
73	в своем	4	2
74	все же	6	2
75	и к	5	2
76	в этот	1	2
77	и потому	2	2
78	в которой	1	2
79	он в	1	2
80	так что	2	2
81	уже в	7	2
82	с чем	1	2
83	о которой	1	2
84	что для	1	2
85	одно из	1	2
86	которую он	1	2
87	так как	12	2
88	тем что	8	2
89	в другом	1	2
90	его в	3	2
91	заложенных в	1	2
92	человека а	1	2
93	сказать что	4	2
94	с тем	16	2
95	и очень	1	2
96	чем в	1	2
97	должно быть	2	2
98	подойти к	1	2
99	том что	20	2
100	ко всем	1	2
101	человека к	1	2
102	в глубь	1	2
103	к этому	3	2
104	что же	1	2
105	и там	1	2
106	не могли	3	2
107	в человеческом	1	2
108	можно ли	2	2
109	не имеет	1	2
110	и для	2	2
111	к ней	1	2
112	ничто не	1	2
113	не есть	3	2
114	в своей	2	2
115	что все	1	2
116	хотя и	2	2
117	все еще	2	2
118	но в	1	2
119	всегда в	1	1
120	это глубоко	1	1
121	смысле слова	2	1
122	и это	4	1
123	отношения к	1	1
124	также и	1	1
125	например в	1	1
126	лишь после	1	1
127	и через	1	1
128	в виду	1	1
129	сам по	1	1
130	совершенно новый	1	1
131	есть самая	1	1
132	но тем	2	1
133	характер и	1	1
134	было сделать	1	1
135	тем же	4	1
136	между двумя	2	1
137	уже с	1	1
138	к другому	2	1
139	и до	1	1
140	видеть в	1	1
141	этот период	1	1
142	можно было	6	1
143	всей ее	1	1
144	есть не	1	1
145	собой в	1	1
146	задача которая	1	1
147	им самим	1	1
148	характер его	1	1
149	мы не	9	1
150	том как	1	1
151	ту же	1	1
152	по сравнению	4	1
153	связан с	2	1
154	если бы	5	1
155	в эпоху	1	1
156	и действий	1	1
157	в сущности	1	1
158	находится в	2	1
159	о нем	1	1
160	другом месте	1	1
161	в ней	1	1
162	не иметь	3	1
163	и что	10	1
164	в глаза	1	1
165	не стоит	2	1
166	все его	1	1
167	не приходит	1	1
168	и мыслей	1	1
169	вопросу о	1	1
170	в которую	1	1
171	доходит до	1	1
172	свой метод	1	1
173	но не	6	1
174	с трудом	1	1
175	сравнению с	3	1
176	нуждается в	1	1
177	отметить что	1	1
178	говорит он	4	1
179	в форме	1	1
180	и чем	1	1
181	идет у	1	1
182	вообще и	1	1
183	все время	2	1
184	как в	9	1
185	друг к	1	1
186	что как	2	1
187	как например	1	1
188	в частности	4	1
189	один из	6	1
190	что только	1	1
191	и как	5	1
192	дается в	1	1
193	с ними	3	1
194	самом начале	1	1
195	проникнуть в	1	1
196	и судьбу	1	1
197	от этого	6	1
198	не идет	1	1
199	психологии и	1	1
200	то в	3	1
201	за собой	1	1
202	может привести	1	1
203	который в	3	1
204	бы и	1	1
205	что это	5	1
206	между этими	1	1
207	вопрос об	2	1
208	представляет собой	6	1
209	со всеми	6	1
210	человека с	1	1
211	думать что	1	1
212	путь которым	1	1
213	с их	2	1
214	но о	1	1
215	есть уже	1	1
216	только один	1	1
217	уже не	2	1
218	открылся совершенно	1	1
219	на то	4	1
220	к человеческой	1	1
221	еще одну	1	1
222	исследование в	1	1
223	что она	5	1
224	и других	2	1
225	да и	1	1
226	речи и	8	1
227	из них	4	1
228	нам все	1	1
229	к каким	1	1
230	ключ к	1	1
231	был бы	1	1
232	путей развития	1	1
233	чем у	1	1
234	к одному	5	1
235	цели и	2	1
236	в силу	6	1
237	в корне	2	1
238	в одном	2	1
239	свои собственные	1	1
240	вовсе не	1	1
241	и сам	3	1
242	противоречии с	2	1
243	само по	2	1
244	и влечет	1	1
245	показал что	3	1
246	установленным что	1	1
247	лишь с	1	1
248	этом отношении	3	1
249	от того	4	1
250	открыл что	1	1
251	же не	1	1
252	и характер	2	1
253	в совершенно	2	1
254	и даже	1	1
255	к другу	1	1
256	заключается в	9	1
257	он выступает	1	1
258	подходит к	2	1
259	а именно	1	1
260	совершенно ином	1	1
261	он ни	1	1
262	не совпадает	1	1
263	с той	2	1
264	считать установленным	2	1
265	лишь на	2	1
266	приходит в	1	1
267	во внешней	1	1
268	этим именем	1	1
269	в жизни	3	1
270	в это	1	1
271	говорит о	1	1
272	эксперимент в	1	1
273	в них	2	1
274	этого слова	4	1
275	ли может	1	1
276	а с	3	1
277	может ли	2	1
278	на этот	2	1
279	и самый	1	1
280	и раскрыть	1	1
281	всегда и	1	1
282	и путь	1	1
283	ведет к	1	1
284	стороны с	1	1
285	в мире	2	1
286	нисколько не	1	1
287	не так	1	1
288	связь с	3	1
289	начиная с	1	1
290	все основные	1	1
291	как это	7	1
292	в котором	3	1
293	глубоко отличается	2	1
294	что говорит	2	1
295	этого типа	1	1
296	смысле этого	4	1
297	в мир	1	1
298	знания в	1	1
299	что было	1	1
300	всяком случае	4	1
301	и более	1	1
302	в конце	1	1
303	друг с	5	1
304	которым он	1	1
305	той стороны	1	1
306	распадается на	3	1
307	и менее	1	1
308	быть не	1	1
309	и формы	1	1
310	в отношении	6	1
311	и здесь	2	1
312	но это	5	1
313	отличается от	3	1
314	противоречие и	1	1
315	того как	3	1
316	одна из	2	1
317	со всей	2	1
318	в процессе	27	1
319	не по	1	1
320	виду не	1	1
321	не случайно	1	1
322	указать на	1	1
323	связанная с	1	1
324	в уме	1	1
325	жизни не	1	1
326	том только	1	1
327	и способы	1	1
328	показывает нам	1	1
329	что их	1	1
330	бы в	2	1
331	говорит в	1	1
332	для его	1	1
333	по своей	7	1
334	во всем	3	1
335	вот что	1	1
336	но всегда	2	1
337	заключает в	2	1
338	человеческого общества	1	1
339	не потому	1	1
340	с другом	5	1
341	перед ним	3	1
342	процесс с	1	1
343	лишь по	1	1
344	у нас	1	1
345	и эта	2	1
346	от всех	2	1
347	и заключается	2	1
348	та же	1	1
349	особенно в	1	1
350	высший тип	2	1
351	огромное значение	3	1
352	это так	2	1
353	во всяком	4	1
354	указывает на	2	1
355	даже когда	1	1
