N	3gram	Bakhtin_Fr_8	Freidism
1	с точки зрения	2	11
2	по отношению к	1	8
3	не может быть	2	7
4	в самом деле	1	6
5	в большинстве случаев	6	5
6	и прежде всего	1	5
7	то же время	10	4
8	в то же	10	4
9	в данном случае	2	4
10	на самом деле	1	4
11	можно сказать что	2	4
12	как мы уже	2	4
13	как мы видели	2	4
14	для того чтобы	2	3
15	бы то ни	2	3
16	с самого начала	1	3
17	он не только	1	2
18	то же самое	1	2
19	точку зрения на	1	2
20	до сих пор	8	2
21	в таких случаях	1	2
22	в отличие от	1	2
23	во всех областях	2	2
24	может быть и	1	2
25	но в то	2	2
26	так и в	1	2
27	а с другой	1	2
28	в этом отношении	1	2
29	и притом в	1	2
30	что в его	1	2
31	в ее целом	1	2
32	то ни было	1	2
33	в узком смысле	2	2
34	с одной стороны	2	2
35	мы видели что	3	2
36	точка зрения на	1	1
37	мы видим в	1	1
38	между собой в	1	1
39	в каком бы	1	1
40	и в отношении	1	1
41	это уже не	1	1
42	как бы ни	1	1
43	о себе и	1	1
44	вещи и явления	1	1
45	социальные и политические	1	1
46	в нем и	2	1
47	и в данном	1	1
48	он не был	1	1
49	в эту эпоху	1	1
50	до известной степени	1	1
51	только в контексте	1	1
52	в основе их	2	1
53	что все эти	1	1
54	на самом же	1	1
55	только то что	1	1
56	во всех этих	1	1
57	нужно отметить что	1	1
58	и до конца	4	1
59	роль в развитии	1	1
60	если же мы	1	1
61	мы полагаем что	1	1
62	вступают между собой	1	1
63	таким образом и	3	1
64	с отцом в	1	1
65	и не могут	1	1
66	а также и	1	1
67	но при этом	1	1
68	быть и речи	1	1
69	все без исключения	1	1
70	по сравнению с	1	1
71	в глубине души	1	1
72	таким образом в	1	1
73	они и не	1	1
74	мы не можем	1	1
75	тесно связанный с	1	1
76	в то время	2	1
77	мы не будем	1	1
78	мы уже сказали	1	1
79	же время это	1	1
80	очень далеки от	1	1
81	сказать и о	1	1
82	тем же законам	1	1
83	в некоторых отношениях	2	1
84	о том что	2	1
85	этом легко убедиться	1	1
86	не только не	2	1
87	в пределах одной	1	1
88	ни о каком	1	1
89	от них и	1	1
90	той или иной	1	1
91	на всех этапах	1	1
92	как мы видим	1	1
93	то время когда	1	1
94	в этом смысле	1	1
95	еще не исчерпывается	1	1
96	это как бы	1	1
97	всех этих явлениях	1	1
98	и в нем	1	1
99	самом же деле	1	1
100	в том что	6	1
101	при этом как	1	1
102	конечно не в	1	1
103	очень много все	1	1
