N	3gram	Vygotskiy__2	Formalny
1	с точки зрения	18	13
2	более или менее	2	6
3	на самом деле	2	6
4	до сих пор	1	6
5	не может быть	6	5
6	по отношению к	5	4
7	одной стороны и	2	4
8	с одной стороны	7	4
9	во всяком случае	6	4
10	бы то ни	1	3
11	смысле этого слова	3	3
12	как бы ни	1	3
13	сводится к тому	1	2
14	только и может	1	2
15	в своей книге	1	2
16	как и все	1	2
17	в зависимости от	6	2
18	сами по себе	1	2
19	в этом процессе	1	2
20	как если бы	1	2
21	и в частности	1	2
22	в применении к	1	2
23	в том чтобы	4	2
24	дело идет о	1	2
25	в связи с	6	2
26	все более и	1	2
27	более и более	1	2
28	в этом пункте	2	2
29	мы не можем	3	2
30	связи с этим	1	2
31	не только не	1	2
32	друг от друга	2	2
33	сама по себе	2	2
34	как мы видели	1	2
35	точки зрения этой	1	1
36	все эти теории	1	1
37	того чтобы вскрыть	1	1
38	или хотя бы	1	1
39	состоит в том	3	1
40	здесь может быть	1	1
41	ничего общего с	1	1
42	том чтобы раскрыть	1	1
43	что перед нами	1	1
44	как и во	1	1
45	в этом смысле	2	1
46	какого бы то	1	1
47	в том и	1	1
48	с социологической точки	1	1
49	не может не	1	1
50	что как бы	1	1
51	тот или иной	1	1
52	хотя бы и	2	1
53	в том что	21	1
54	в одном отношении	1	1
55	на самом же	1	1
56	которой только и	1	1
57	в этом отношении	3	1
58	этого слова а	1	1
59	вместо того чтобы	1	1
60	но для этого	1	1
61	том числе и	3	1
62	к тому чтобы	2	1
63	за ней в	1	1
64	если оно не	1	1
65	лишь в процессе	1	1
66	в своем исследовании	1	1
67	в самой природе	1	1
68	не приводит к	1	1
69	его сознания и	1	1
70	в целом и	1	1
71	для нас это	1	1
72	в данном случае	3	1
73	по существу это	1	1
74	то ни было	1	1
75	одновременно на двух	1	1
76	в высшей степени	7	1
77	целом и в	1	1
78	прежде всего чисто	1	1
79	зависимости от того	1	1
80	смысле слова в	1	1
81	в отличие от	3	1
82	по сравнению с	5	1
83	можем согласиться с	1	1
84	в последнее время	4	1
85	возникновения и развития	1	1
86	социологической точки зрения	1	1
87	но вместе с	1	1
88	эта точка зрения	1	1
89	совершается не от	1	1
90	с другой стороны	1	1
91	так же как	1	1
92	самом же деле	1	1
93	том и заключается	1	1
94	по себе не	1	1
95	упускается из виду	1	1
96	этой точки зрения	1	1
97	существует независимо от	1	1
98	точки зрения этих	1	1
99	ко всем вообще	1	1
100	в процессе развития	5	1
101	зависимости от этого	2	1
102	и тем самым	1	1
103	с самого начала	1	1
104	все эти основные	1	1
105	в обоих его	1	1
106	в этой книге	1	1
107	к действительности и	1	1
108	и с точки	1	1
109	заключается в том	7	1
110	как одна из	1	1
111	в том числе	3	1
112	не можем согласиться	1	1
113	в предисловии к	4	1
114	то же что	1	1
115	независимо друг от	2	1
116	с помощью этого	1	1
117	все это не	1	1
118	в отрыве от	1	1
119	мы увидим что	2	1
120	и ко всем	1	1
121	по своей природе	1	1
