N	2gram	Losev_Prob_2	Marksizm
1	может быть	18	28
2	и в	35	19
3	как бы	4	19
4	и не	37	19
5	не может	13	18
6	точки зрения	2	17
7	то же	5	16
8	и его	1	16
9	как мы	5	15
10	в этом	17	15
11	языка и	5	15
12	так сказать	1	14
13	таким образом	4	14
14	лишь в	3	14
15	не только	24	13
16	связи с	5	13
17	речи и	1	13
18	в нем	1	11
19	если бы	4	11
20	вовсе не	37	11
21	не в	2	10
22	речи в	1	10
23	так и	7	10
24	но и	16	10
25	в пределах	1	10
26	том что	19	10
27	самом деле	4	9
28	при этом	3	9
29	как и	5	9
30	языка как	2	9
31	в основе	3	9
32	а не	10	9
33	на почве	1	9
34	с его	1	8
35	в то	6	8
36	только в	14	8
37	слова в	1	8
38	отнюдь не	5	8
39	не является	7	8
40	на самом	4	7
41	его в	3	7
42	и более	5	7
43	одна из	3	7
44	никогда не	1	7
45	в том	12	7
46	в языке	15	7
47	прежде всего	11	7
48	в связи	5	7
49	и для	6	7
50	но в	6	7
51	в таком	11	7
52	мы уже	3	6
53	и значение	4	6
54	язык как	3	6
55	во всех	2	6
56	и как	4	6
57	в самом	5	6
58	если мы	9	6
59	слова и	4	6
60	ни в	6	6
61	в смысле	1	6
62	того чтобы	2	6
63	к тому	3	6
64	для того	3	6
65	же самое	6	6
66	и следовательно	4	6
67	быть и	2	6
68	между тем	1	6
69	мы можем	6	6
70	и все	5	6
71	хотя бы	12	6
72	ни было	1	6
73	смысле слова	7	5
74	к другому	1	5
75	и на	5	5
76	все же	8	5
77	является не	2	5
78	то ни	3	5
79	на этой	2	5
80	в данном	10	5
81	в их	3	5
82	самого начала	2	5
83	с самого	3	5
84	и здесь	4	5
85	к нему	2	5
86	в его	7	5
87	мы ни	2	5
88	или иной	5	5
89	значения в	1	5
90	в той	2	5
91	и того	3	5
92	значения слова	4	5
93	тем более	10	5
94	совершенно не	2	5
95	как слово	1	5
96	к этому	1	5
97	так же	5	5
98	тем же	1	4
99	все те	1	4
100	должна быть	1	4
101	и ее	2	4
102	бы то	2	4
103	вполне понятно	1	4
104	конечно не	2	4
105	только на	9	4
106	в себе	5	4
107	на то	6	4
108	значение в	4	4
109	в данной	1	4
110	это не	1	4
111	было бы	8	4
112	и тем	4	4
113	ведь если	4	4
114	в слове	3	4
115	тому что	3	4
116	в отношении	4	4
117	ничего не	10	4
118	точном смысле	2	4
119	русском языке	2	4
120	той или	5	4
121	для себя	9	4
122	в точном	1	4
123	выражения и	1	4
124	того что	12	4
125	что он	4	4
126	и их	3	4
127	речь и	1	4
128	как раз	8	4
129	бы в	3	4
130	то что	38	4
131	сказать что	24	4
132	таком случае	10	3
133	и то	10	3
134	и до	1	3
135	не имеют	1	3
136	общения в	1	3
137	в ней	2	3
138	еще не	10	3
139	столь же	1	3
140	относится к	6	3
141	в истории	3	3
142	с этим	5	3
143	перед нами	2	3
144	все эти	7	3
145	учение о	2	3
146	в этой	9	3
147	нами в	2	3
148	но ведь	3	3
149	слово в	2	3
150	язык не	2	3
151	он не	2	3
152	в корне	2	3
153	какой бы	1	3
154	здесь мы	3	3
155	не будет	11	3
156	в другом	1	3
157	той же	2	3
158	с другими	5	3
159	по себе	8	3
160	в этих	4	3
161	мысли и	2	3
162	не имеет	7	3
163	каждый раз	3	3
164	в каком	4	3
165	у нас	18	3
166	языка в	3	3
167	бы он	1	3
168	не есть	33	3
169	и это	5	3
170	значения и	11	3
171	о том	18	3
172	что и	2	3
173	же является	1	3
174	слов и	1	3
175	одной из	1	3
176	в какой	1	3
177	с одной	5	3
178	в качестве	2	3
179	его из	1	3
180	и значения	7	3
181	так как	7	3
182	же деле	1	3
183	до сих	4	3
184	с другой	6	3
185	не было	3	3
186	одной стороны	5	3
187	она является	1	3
188	языка не	1	3
189	да и	10	3
190	для понимания	1	3
191	должно быть	2	3
192	мы сказали	1	3
193	и формы	1	3
194	самом же	1	3
195	и от	3	3
196	сих пор	4	3
197	не существует	6	3
198	как система	1	3
199	что оно	2	3
200	сознания и	2	3
201	а в	4	3
202	слово и	2	3
203	во всяком	13	3
204	отношения к	1	2
205	одним из	1	2
206	науки о	1	2
207	собственном смысле	1	2
208	в зависимости	2	2
209	живой речи	1	2
210	вопрос о	3	2
211	конечно и	1	2
212	в целое	1	2
213	зависимости от	2	2
214	мы здесь	3	2
215	и самого	4	2
216	целое и	1	2
217	он был	1	2
218	значение является	1	2
219	иное как	3	2
220	то мы	1	2
221	но как	6	2
222	дело обстоит	1	2
223	значением и	2	2
224	следовательно все	1	2
