N	3gram	Vygotskiy__3	Russkaja
1	друг с другом	5	14
2	с точки зрения	1	9
3	в том что	17	7
4	во всяком случае	4	6
5	для того чтобы	7	6
6	до сих пор	1	5
7	более или менее	1	4
8	на то что	3	4
9	бы то ни	1	4
10	к тому чтобы	1	4
11	не может быть	2	4
12	в этом случае	1	3
13	вместе с тем	10	3
14	можно было бы	5	3
15	и то что	2	3
16	в данном случае	1	3
17	к вопросу о	1	3
18	в конце концов	1	3
19	той или иной	2	3
20	точно так же	1	2
21	только в том	2	2
22	тогда когда они	1	2
23	тот факт что	5	2
24	таким же образом	1	2
25	мы говорили в	1	2
26	и в том	1	2
27	и во всяком	2	2
28	из которых каждый	2	2
29	и вместе с	2	2
30	того или иного	2	2
31	о том что	3	2
32	ни одна из	1	2
33	друг от друга	1	2
34	к тому что	1	2
35	сама по себе	1	2
36	для нас важно	1	1
37	в другом месте	1	1
38	и того же	4	1
39	в том виде	2	1
40	место в мире	1	1
41	том виде как	2	1
42	состоит в том	3	1
43	в свою очередь	2	1
44	по отношению к	2	1
45	совершенно ином виде	1	1
46	уже не на	1	1
47	в том числе	1	1
48	то же самое	1	1
49	так как оно	1	1
50	видеть в этой	1	1
51	часто соединяется с	1	1
52	по отношению ко	1	1
53	не могло бы	1	1
54	с ним в	1	1
55	в этом отношении	3	1
56	том числе и	1	1
57	основе его лежит	1	1
58	от того чтобы	1	1
59	за то что	1	1
60	заключает в себе	2	1
61	потому что так	1	1
62	тот или иной	1	1
63	с другом в	1	1
64	то и другое	4	1
65	в тот или	1	1
66	отнюдь не является	1	1
67	не подлежит никакому	1	1
68	его лежит не	1	1
69	с внешней стороны	1	1
70	в значительной степени	1	1
71	в применении к	1	1
72	и что в	1	1
73	никакому сомнению что	1	1
74	в основе его	1	1
75	в том чтобы	1	1
76	то ни было	1	1
77	подлежит никакому сомнению	1	1
78	из которых каждая	1	1
79	смысле этого слова	4	1
80	если только не	1	1
81	на том основании	1	1
82	и в этом	2	1
83	во всех этих	1	1
84	и как бы	1	1
85	всяком случае не	1	1
86	указывает на то	1	1
87	бы обозначить как	1	1
88	в связи с	5	1
89	мы говорили выше	1	1
90	входящего в состав	1	1
91	друг к другу	1	1
92	тем что они	2	1
93	мы подходим к	1	1
94	может ли оно	1	1
95	так же как	6	1
96	в совершенно ином	1	1
97	это противоречие между	1	1
98	того и другого	2	1
99	между собой и	1	1
100	том основании что	1	1
101	заключается в том	7	1
102	в этом и	2	1
103	так как это	1	1
104	с самого начала	6	1
105	ли может быть	1	1
106	в результате этого	1	1
107	одного и того	4	1
108	мы не знаем	1	1
109	говорили в начале	1	1
110	именно в силу	1	1
111	но мы уже	1	1
112	тем не менее	5	1
113	по сравнению со	1	1
114	во многих случаях	1	1
115	в качестве своей	1	1
116	всех этих случаях	1	1
117	все три вида	1	1
118	в области внутренней	1	1
119	что оно является	1	1
