N	2gram	Vygotskiy__6	Problema
1	в его	3	43
2	и не	11	42
3	и в	28	38
4	не может	19	27
5	может быть	13	26
6	как бы	11	22
7	по отношению	10	21
8	отнюдь не	1	19
9	отношению к	10	19
10	и с	1	17
11	и его	3	16
12	в этом	27	15
13	в нем	7	15
14	только в	18	13
15	прежде всего	2	13
16	независимо от	3	13
17	но не	10	12
18	за пределы	1	12
19	во всех	4	11
20	в области	6	11
21	ни в	1	11
22	отношение к	7	10
23	таким образом	18	10
24	в их	3	10
25	к нему	1	10
26	не только	16	9
27	не имеет	6	9
28	его в	6	9
29	но и	10	9
30	и как	6	8
31	входит в	1	8
32	было бы	9	8
33	точки зрения	13	8
34	в том	28	8
35	и др	2	8
36	то что	28	8
37	еще не	8	7
38	в самом	8	7
39	вообще не	6	7
40	в плане	3	7
41	как и	6	7
42	и становится	1	7
43	не в	4	7
44	содержание в	1	7
45	как мы	10	7
46	с другой	2	7
47	между тем	1	7
48	слова в	1	7
49	с помощью	13	7
50	но отнюдь	1	7
51	совершенно не	1	7
52	в своей	2	7
53	что в	17	7
54	отношения к	3	6
55	самом деле	2	6
56	на основе	4	6
57	там где	7	6
58	и наконец	2	6
59	в пределах	5	6
60	с точки	10	6
61	можно только	2	6
62	дело с	2	6
63	содержания и	1	6
64	мы можем	9	6
65	все же	2	6
66	а в	2	6
67	только как	1	6
68	отличие от	1	5
69	в своем	7	5
70	все эти	2	5
71	объекта в	1	5
72	при этом	3	5
73	то же	7	5
74	это не	5	5
75	в них	3	5
76	рядом с	1	5
77	в высшей	2	5
78	далеко не	1	5
79	в отличие	1	5
80	так и	6	5
81	в основе	3	5
82	и о	1	5
83	никогда не	8	5
84	не нужно	1	5
85	с ним	2	5
86	может иметь	1	5
87	конечно не	1	5
88	не на	2	5
89	а не	3	5
90	могут быть	5	5
91	имеет место	2	5
92	на самом	1	4
93	относится к	4	4
94	как в	3	4
95	но в	5	4
96	в нашем	4	4
97	в себе	4	4
98	в данном	2	4
99	значение слова	3	4
100	не менее	2	4
101	но они	1	4
102	тем самым	8	4
103	в то	6	4
104	известной степени	2	4
105	должны быть	1	4
106	в ее	1	4
107	данном случае	1	4
108	можно было	7	4
109	не с	2	4
110	о том	1	4
111	которых мы	2	4
112	с ними	2	4
113	в других	2	4
114	и только	3	4
115	к которому	2	4
116	более того	2	4
117	только по	4	4
118	материал в	1	4
119	в более	1	4
120	может и	1	4
121	между ними	7	4
122	сказать что	13	4
123	другой стороны	2	4
124	ли мы	1	3
125	например в	4	3
126	едва ли	1	3
