N	2gram	Propp_Isto_3	Poddanst
1	не только	14	17
2	и в	22	14
3	и не	12	12
4	в этом	17	10
5	в качестве	2	9
6	но в	10	9
7	то же	6	9
8	в том	9	9
9	в пределах	4	8
10	хотя бы	1	8
11	только в	4	7
12	в то	2	7
13	в ней	2	6
14	было бы	3	6
15	е с	1	6
16	но и	12	6
17	в которых	2	5
18	с другой	7	5
19	может быть	11	5
20	и пр	11	5
21	а я	2	5
22	не в	4	5
23	и о	2	5
24	если бы	6	4
25	а также	2	4
26	в своем	2	4
27	и к	3	4
28	как бы	1	4
29	том что	8	4
30	не может	4	4
31	и потому	2	4
32	в котором	2	4
33	по себе	1	4
34	в русской	3	4
35	что в	15	4
36	мы должны	7	4
37	же в	2	4
38	а в	6	4
39	то что	7	4
40	и т	16	3
41	мы не	1	3
42	в порядке	1	3
43	столь же	1	3
44	между тем	2	3
45	это не	6	3
46	хотя и	2	3
47	и как	3	3
48	тот же	1	3
49	с ними	3	3
50	с одной	2	3
51	северной америке	1	3
52	в нем	9	3
53	ей в	1	3
54	сами по	1	3
55	заключается в	1	3
56	прежде всего	3	3
57	одной стороны	2	3
58	с тем	2	3
59	что мы	1	3
60	с точки	1	3
61	но не	7	3
62	могут быть	5	3
63	т е	16	3
64	хозяйство и	1	3
65	потому что	3	3
66	точки зрения	2	3
67	и это	2	2
68	например в	2	2
69	в ее	1	2
70	и есть	2	2
71	в мире	1	2
72	есть не	1	2
73	по характеру	1	2
74	является в	1	2
75	к началу	1	2
76	никак не	1	2
77	со стороны	3	2
78	каждый в	1	2
79	отнюдь не	1	2
80	в русском	2	2
81	с этим	8	2
82	того что	5	2
83	стороны и	3	2
84	и и	2	2
85	в начале	1	2
86	главным образом	1	2
87	в его	3	2
88	из них	7	2
89	в виде	2	2
90	в силу	2	2
91	и вот	2	2
92	и с	4	2
93	и тем	1	2
94	сказывается в	1	2
95	в жизни	2	2
96	для них	3	2
97	в них	6	2
98	не было	2	2
99	а не	6	2
100	в эту	1	2
101	более чем	1	2
102	образом на	1	2
103	не будем	3	2
104	друг другу	2	2
105	не менее	5	2
106	все это	1	2
107	между прочим	3	2
108	одна из	2	2
109	сколько бы	1	2
110	да и	2	2
111	еще более	2	2
112	для нас	4	2
113	в частности	5	2
114	как на	1	2
115	в северной	3	2
116	том числе	1	2
117	также что	1	1
118	также и	1	1
119	в русских	3	1
120	же как	2	1
121	с другом	1	1
122	и через	1	1
123	не очень	1	1
124	связана с	3	1
125	и то	2	1
126	тем и	1	1
127	можно дать	1	1
128	суждения об	1	1
129	и этим	1	1
130	в себя	1	1
131	смысл этого	1	1
132	к жизни	2	1
133	должна быть	1	1
134	касается не	1	1
135	чтобы дать	1	1
136	на нее	3	1
137	не с	2	1
138	в и	1	1
139	этом стремлении	1	1
140	при существовании	1	1
141	что дело	1	1
142	бы что	1	1
143	идти в	1	1
144	для этого	1	1
145	чем другие	1	1
146	находится в	4	1
147	не вполне	6	1
148	на себя	2	1
149	с ее	1	1
150	и ее	3	1
151	в некотором	1	1
152	мы и	1	1
153	эти явления	1	1
154	и здесь	7	1
155	не означает	1	1
156	пр есть	1	1
157	и что	2	1
158	могут дать	1	1
159	еще не	10	1
160	были бы	1	1
161	и на	4	1
162	она всегда	1	1
163	с того	2	1
164	в различных	1	1
165	бы она	2	1
166	восходит к	1	1
167	того света	1	1
168	жить и	1	1
169	не все	6	1
170	что и	9	1
171	не просто	1	1
172	перед тем	1	1
173	также в	1	1
174	а она	2	1
175	тех пор	1	1
176	такова же	1	1
177	все же	5	1
178	мы видим	8	1
179	может оказаться	1	1
180	в чистоте	1	1
181	только то	1	1
182	но как	1	1
183	что это	1	1
184	представляет собой	3	1
185	из этих	3	1
186	них самих	1	1
187	именно на	1	1
188	в человеческих	1	1
189	всего мы	1	1
190	что его	1	1
191	уже в	1	1
192	во многих	2	1
193	в большинстве	1	1
194	только на	2	1
195	на то	1	1
196	если он	2	1
197	в наших	2	1
198	не могла	2	1
199	в определенном	1	1
200	т д	15	1
201	вся лесная	1	1
202	только к	1	1
203	из этой	2	1
204	тем чтобы	1	1
205	мы знаем	2	1
206	одно из	1	1
207	не как	1	1
208	и должна	1	1
209	богов и	1	1
210	к ним	1	1
211	друг друга	6	1
212	мы можем	6	1
213	ему на	1	1
214	и только	1	1
215	и по	1	1
216	с собой	2	1
217	от нее	1	1
218	бы это	1	1
219	представляют собой	4	1
220	а затем	3	1
221	в исторической	1	1
222	возможно что	6	1
223	ней и	1	1
224	из всех	1	1
225	на этой	1	1
226	большинстве случаев	2	1
227	ясно что	1	1
228	его в	3	1
229	связаны с	1	1
230	и тех	1	1
231	живет в	5	1
232	везде и	1	1
233	дать еще	1	1
234	совершенно ясно	1	1
235	и быть	1	1
236	что не	2	1
237	в ином	6	1
238	но есть	2	1
239	по всему	1	1
240	к более	2	1
241	них и	1	1
242	где он	1	1
243	далеко не	3	1
244	в этой	5	1
245	как и	3	1
246	и уже	2	1
247	в свете	5	1
248	ведет к	1	1
249	есть некоторая	1	1
250	так же	3	1
251	за тем	1	1
252	всяком случае	2	1
253	многих случаях	1	1
254	знаем что	2	1
255	в данном	4	1
256	вопрос о	2	1
257	в церковь	1	1
258	существует но	1	1
259	любовь и	1	1
260	что было	2	1
261	в отдельности	1	1
262	и эти	3	1
263	эти черты	1	1
264	и более	2	1
265	поиски и	1	1
266	там где	7	1
267	друг с	1	1
268	и наоборот	1	1
269	и очень	1	1
270	и другим	1	1
271	в основном	1	1
272	она не	4	1
273	мире в	1	1
274	но для	1	1
275	она должна	1	1
276	случаях когда	1	1
277	она может	1	1
278	не имеет	2	1
279	никогда не	3	1
280	казалось бы	1	1
281	находятся в	1	1
282	исторической действительности	2	1
283	где уже	1	1
284	как она	1	1
285	что по	2	1
286	другой стороны	7	1
287	в этих	11	1
288	на фоне	1	1
289	над ним	1	1
290	нет ничего	2	1
291	в каком	1	1
292	есть у	2	1
293	в иной	1	1
294	является и	1	1
295	и никому	1	1
296	некоторые ее	1	1
297	есть и	5	1
298	в других	4	1
299	к сожалению	1	1
300	всего что	1	1
301	к этой	1	1
302	в поиски	1	1
303	видим в	1	1
304	и другие	4	1
305	не есть	1	1
306	вместе с	9	1
307	все еще	6	1
308	это в	1	1
309	что при	1	1
310	во всяком	2	1
311	они не	4	1
