N	3gram	Bakhtin_Pr_5	VrazhdaK
1	то же время	10	4
2	в то же	10	4
3	как и у	3	3
4	имел в виду	1	3
5	с точки зрения	2	2
6	но в то	4	2
7	в этот момент	1	2
8	не может быть	3	2
9	в том что	2	2
10	а между тем	3	1
11	то что я	2	1
12	исповеди ставрогина и	1	1
13	в этом смысле	3	1
14	достоевского а в	1	1
15	я очень хорошо	1	1
16	в том же	1	1
17	до сих пор	1	1
18	и не может	2	1
19	он и не	2	1
20	в этом отношении	1	1
21	говорит о себе	1	1
22	всего то что	1	1
23	что в нем	1	1
24	среди них он	1	1
25	по крайней мере	1	1
26	и то что	1	1
27	записках из подполья	1	1
28	может быть и	1	1
29	и в то	2	1
30	одно и то	3	1
31	к запискам из	2	1
32	о том как	1	1
33	во время своих	1	1
34	его отношения к	1	1
35	тем что он	1	1
36	и что он	2	1
37	с которым он	4	1
38	в высшей степени	3	1
39	это такая же	1	1
40	в конце концов	3	1
41	и то же	3	1
42	в плане его	2	1
43	и в этом	2	1
44	каждый из них	1	1
45	что он сам	2	1
46	служит для него	1	1
47	же не только	1	1
48	во всяком случае	4	1
49	с другой стороны	3	1
50	как бы в	1	1
51	запискам из подполья	2	1
52	записки из подполья	1	1
53	тем не менее	1	1
54	в то время	1	1
55	его отношение к	4	1
56	чтоб я не	1	1
57	в свою очередь	1	1
58	о том что	1	1
59	и в самом	3	1
60	не только не	1	1
61	на этот раз	2	1
62	но в этом	1	1
63	он как бы	1	1
64	еще один пример	1	1
65	к нему с	1	1
66	в стиле рассказа	1	1
67	и во всем	1	1
68	из подполья но	1	1
69	то что они	1	1
70	в глубине души	1	1
