N	3gram	Propp_Isto_1	SlovoVZh
1	по отношению к	3	11
2	не может быть	7	7
3	дело в том	3	4
4	так как если	1	4
5	в том что	4	4
6	тем не менее	6	3
7	бы то ни	2	3
8	до сих пор	5	3
9	то ни было	2	3
10	это не так	1	2
11	в какой степени	1	2
12	мы никогда не	1	2
13	с другой стороны	5	2
14	то же самое	3	2
15	одной стороны и	1	2
16	для нас же	1	2
17	в зависимости от	2	2
18	но тем не	1	2
19	до известной степени	1	2
20	в каком отношении	1	2
21	с одной стороны	4	2
22	значение и его	1	1
23	тех или иных	1	1
24	но все же	3	1
25	один и тот	2	1
26	и в этом	1	1
27	с уверенностью сказать	1	1
28	так как будто	1	1
29	все же не	2	1
30	мы имеем дело	1	1
31	какой бы то	1	1
32	уже не может	1	1
33	не всегда имеет	1	1
34	в этом направлении	1	1
35	то время как	3	1
36	можно с уверенностью	1	1
37	более или менее	5	1
38	и она не	1	1
39	мы не найдем	1	1
40	как одно из	1	1
41	в этом смысле	1	1
42	самом же деле	1	1
43	как это делает	1	1
44	по себе не	1	1
45	же как и	1	1
46	в нем и	1	1
47	в то время	3	1
48	уверенностью сказать что	1	1
49	другой стороны как	1	1
50	нам удалось показать	1	1
51	он не должен	1	1
52	что мы имеем	2	1
53	равно как и	1	1
54	сами по себе	1	1
55	таким образом мы	2	1
56	сказать что и	1	1
57	но и в	2	1
58	на самом же	1	1
59	о том что	3	1
60	но все это	1	1
61	только то что	1	1
62	в этом отношении	1	1
63	с самого начала	2	1
64	можно было бы	3	1
65	не сливаются в	1	1
66	если бы не	1	1
67	подобно тому как	1	1
68	в противном случае	1	1
69	мы обратимся к	1	1
70	только одна сторона	1	1
71	может быть только	1	1
72	и в каком	1	1
73	в значительной степени	1	1
74	и в нем	1	1
75	так же как	2	1
76	для нас не	2	1
77	сих пор мы	2	1
78	к тому же	1	1
79	но в то	1	1
80	мы увидим что	5	1
81	и тот же	2	1
