N	2gram	Losev_Prob_1	VeschiIm
1	не есть	29	49
2	т е	1	42
3	вещи есть	31	38
4	не может	8	33
5	не только	17	31
6	может быть	14	29
7	и не	31	28
8	и в	32	26
9	вещи и	12	24
10	то что	42	24
11	и есть	6	23
12	значит что	3	22
13	это значит	1	22
14	и т	11	21
15	т д	10	20
16	а не	15	20
17	не просто	23	18
18	есть только	8	17
19	что я	1	16
20	и следовательно	3	15
21	в смысле	1	15
22	что она	5	14
23	только в	7	14
24	вещи с	1	14
25	по себе	15	13
26	с вещью	1	13
27	и что	9	13
28	того что	7	13
29	самой вещи	2	13
30	и то	6	12
31	есть не	6	12
32	все же	1	12
33	вещи но	3	12
34	что это	3	12
35	было бы	8	12
36	и ее	8	12
37	но и	9	12
38	смысл вещи	3	12
39	сказать что	13	12
40	таким образом	6	11
41	вещь и	1	11
42	что же	9	11
43	и больше	1	10
44	то же	10	10
45	есть нечто	11	10
46	не значит	2	10
47	как бы	14	10
48	что такое	6	10
49	вещь есть	1	10
50	потому что	16	10
51	вещи как	3	10
52	уже не	3	10
53	что мы	13	10
54	бы то	1	9
55	в самом	6	9
56	то ни	1	9
57	и с	2	9
58	вещи не	5	9
59	в том	9	9
60	что не	3	9
61	еще и	5	9
62	прежде всего	10	9
63	ни было	1	9
64	что иное	2	8
65	с ее	1	8
66	иное как	2	8
67	в себе	15	8
68	на то	8	8
69	смысл и	3	8
70	и это	9	8
71	ничего не	10	8
72	она есть	5	8
73	но это	8	8
74	не что	2	8
75	также и	11	7
76	говорить о	6	7
77	в этом	19	7
78	не будет	2	7
79	его в	6	7
80	с другими	2	7
81	том что	12	7
82	в то	6	7
83	что оно	3	7
84	указывает на	14	7
85	в свете	1	7
86	д и	4	7
87	себя в	1	7
88	и их	1	7
89	так как	11	7
90	как раз	13	7
91	и пр	4	7
92	от всего	3	7
93	совершенно не	6	7
94	есть и	3	7
95	со стороны	1	6
96	что они	3	6
97	и как	6	6
98	но в	14	6
99	есть ли	1	6
100	бы и	1	6
101	это есть	9	6
102	одно и	1	6
103	всего прочего	1	6
104	точки зрения	3	6
105	но если	2	6
106	по крайней	2	6
107	необходимо чтобы	3	6
108	с ним	3	6
109	ее не	1	6
110	она не	2	6
111	оно есть	1	6
112	сама вещь	1	6
113	вещь но	1	6
114	можно было	3	6
115	ясно что	3	6
116	должно быть	2	6
117	и нечто	1	6
118	и только	4	6
119	крайней мере	2	6
120	а если	1	6
121	есть ни	5	6
122	так что	6	6
123	если мы	11	6
124	для него	2	6
125	но что	2	6
126	относится к	1	6
127	когда мы	8	6
128	в результате	2	6
129	жизни и	1	6
130	что в	12	6
131	того же	3	5
132	и до	2	5
133	в сущности	2	5
134	на себя	2	5
135	в чем	3	5
136	но не	9	5
137	с самой	1	5
138	есть просто	1	5
139	отнюдь не	10	5
140	чем же	2	5
141	вещи или	4	5
142	должна быть	1	5
143	вообще не	2	5
144	содержит в	7	5
145	что тут	4	5
146	и достаточно	1	5
147	это не	6	5
148	с тем	5	5
149	а есть	4	5
150	не в	4	5
151	тем не	18	5
152	есть всегда	1	5
153	в отношении	3	5
154	не менее	19	5
155	одна из	1	5
156	только и	3	5
157	у нас	14	5
158	и явление	3	5
159	для себя	3	5
160	в ее	3	5
161	должны быть	1	5
162	если бы	4	5
163	для этого	3	5
164	другими словами	3	5
165	еще не	9	5
166	или не	3	5
167	что для	2	5
168	ни на	4	5
169	с этой	1	5
170	и для	4	5
171	из себя	1	5
172	а в	4	5
173	но тогда	1	4
174	мы не	2	4
175	как понятие	2	4
176	так чтобы	1	4
177	я не	1	4
178	то это	1	4
179	учение об	1	4
180	в их	4	4
181	вещь в	1	4
182	во всех	7	4
183	как таковая	1	4
184	самой вещью	2	4
185	нет и	2	4
186	с этим	3	4
187	в своем	5	4
188	однако не	3	4
189	есть вещь	1	4
190	есть ее	24	4
191	ведь не	1	4
192	тут не	1	4
193	данную вещь	1	4
194	на почве	1	4
195	как и	3	4
196	между собою	7	4
197	этой вещи	1	4
198	что значит	3	4
199	вещи в	4	4
200	с точки	3	4
201	имеет смысл	1	4
202	можно ли	5	4
203	слово и	1	4
204	должен быть	1	4
205	и о	8	4
206	то или	2	4
207	только то	4	4
208	смысле и	2	4
209	о том	11	4
210	определенным образом	3	4
211	с другой	3	4
212	быть и	3	4
213	оно и	3	4
214	этот вопрос	1	4
215	ни только	4	4
216	то и	6	4
217	из них	3	4
218	тем что	7	4
219	со всем	2	4
220	и даже	11	4
221	даже не	1	4
222	как же	3	4
223	и потому	2	4
224	мы говорим	3	4
225	в данном	9	4
226	в отдельности	4	4
227	говорить что	2	4
228	не существует	6	4
229	значило бы	1	4
230	и все	7	4
231	собственно говоря	2	4
232	от того	1	4
233	о смысле	1	4
234	оно не	3	4
235	есть то	1	4
236	себя как	1	3
237	от самой	1	3
238	сам по	7	3
239	самом деле	6	3
240	что смысл	1	3
241	в чисто	1	3
242	отношения к	1	3
243	или ее	1	3
244	мы имеем	2	3
245	не важно	2	3
246	вещами и	1	3
247	бы что	1	3
248	вопрос о	1	3
249	но ясно	1	3
250	только это	1	3
251	только сущность	1	3
252	но даже	1	3
253	собою и	2	3
254	момент в	2	3
255	не то	2	3
256	явлений и	1	3
257	только явление	1	3
258	более или	3	3
259	себе не	3	3
260	вопроса о	2	3
261	ее как	1	3
262	как оно	3	3
263	в нем	13	3
264	ли сказать	2	3
265	в понятии	2	3
266	подобно тому	2	3
267	на этом	1	3
268	понятие не	1	3
269	в жизни	3	3
270	сущность и	3	3
271	несмотря на	3	3
272	и тогда	1	3
273	нисколько не	3	3
274	или менее	3	3
275	в своей	8	3
276	все это	7	3
277	есть именно	5	3
278	есть еще	3	3
279	их в	4	3
280	чтобы она	1	3
281	между прочим	2	3
282	и другое	2	3
283	как о	1	3
284	тогда когда	1	3
285	и притом	4	3
286	в основе	1	3
287	того чтобы	9	3
288	или как	3	3
289	к ней	1	3
290	ему не	1	3
291	ни о	5	3
292	к тому	3	3
293	всегда есть	6	3
294	вещей в	1	3
295	и самое	1	3
296	можно и	1	3
297	без всякого	2	3
298	нет никакой	2	3
299	не содержит	2	3
300	и сам	1	3
301	так и	12	3
302	и вообще	4	3
303	вещи мы	1	3
304	можно сказать	5	3
305	но когда	2	3
306	есть тоже	1	3
307	один из	4	3
308	мы видим	2	3
309	тот же	1	3
310	что он	7	3
311	но как	6	3
312	но то	1	3
313	не мешает	2	3
314	только на	4	3
315	и чисто	3	3
316	а это	2	3
317	сама по	4	3
318	мы находим	2	3
319	никакого отношения	1	3
320	мы возьмем	2	3
321	даже и	8	3
322	никогда не	7	3
323	когена и	1	3
324	она является	2	3
325	вещи которая	1	3
326	вместе с	2	3
