N	2gram	Bakhtin_KF_1	Problemy
1	и в	24	43
2	и не	26	29
3	может быть	45	23
4	как бы	9	22
5	не может	27	18
6	как и	5	14
7	но и	9	14
8	в этом	14	13
9	точки зрения	12	13
10	что он	2	13
11	в нем	28	12
12	в одном	4	12
13	слова в	2	12
14	слова и	1	12
15	не только	5	11
16	в каждом	3	11
17	не в	12	11
18	по себе	2	11
19	и на	3	10
20	но в	5	10
21	в его	40	10
22	прежде всего	2	10
23	еще не	4	9
24	он не	6	9
25	слово и	1	9
26	никогда не	5	9
27	в большинстве	1	9
28	то же	5	8
29	слово не	3	8
30	лишь в	8	8
31	для него	8	8
32	с точки	9	8
33	и его	17	8
34	большинстве случаев	1	8
35	или в	1	8
36	ведь и	1	7
37	в самом	1	7
38	к себе	2	7
39	в то	3	7
40	в другом	3	7
41	в него	2	7
42	а не	17	7
43	то что	7	7
44	и наконец	1	6
45	при этом	4	6
46	не как	4	6
47	в этих	1	6
48	что я	5	6
49	здесь не	3	6
50	приводит к	1	6
51	о нем	4	6
52	в том	6	6
53	в котором	24	6
54	и все	7	6
55	самом деле	3	5
56	и он	1	5
57	но не	12	5
58	по отношению	26	5
59	хотя и	1	5
60	в себе	21	5
61	все эти	10	5
62	но ведь	5	5
63	на то	1	5
64	и с	1	5
65	было бы	8	5
66	рядом с	3	5
67	это слово	1	5
68	у меня	1	5
69	но здесь	3	5
70	о том	3	5
71	же время	2	5
72	к нему	12	5
73	вовсе не	7	5
74	все это	10	5
75	а в	4	5
76	отношению к	22	5
77	и до	1	4
78	а как	2	4
79	мы не	3	4
80	так чтобы	1	4
81	я не	6	4
82	с его	1	4
83	во всех	11	4
84	себе и	3	4
85	там где	5	4
86	в своем	16	4
87	же не	1	4
88	может стать	1	4
89	должно быть	6	4
90	в своей	10	4
91	но он	1	4
92	их в	1	4
93	том же	1	4
94	я для	1	4
95	как его	4	4
96	или как	2	4
97	к тому	1	4
98	и это	12	4
99	с собой	1	4
100	слово может	1	4
101	ли будет	1	4
102	только в	16	4
103	же и	1	4
104	так как	1	4
105	как раз	1	4
106	точек зрения	1	4
107	до конца	3	4
108	то есть	1	4
109	но это	6	4
110	в результате	1	4
111	между ними	1	4
112	совершенно не	6	4
113	себе самому	1	4
114	что в	4	4
115	но эти	1	4
116	себя как	2	3
117	также и	1	3
118	связи между	1	3
119	в конкретном	1	3
120	должна быть	4	3
121	мы уже	1	3
122	той же	1	3
123	в единстве	7	3
124	и свой	2	3
125	не была	1	3
126	в виду	3	3
127	здесь нет	2	3
128	мы будем	1	3
129	когда он	1	3
130	и к	1	3
131	только на	1	3
132	это не	10	3
133	в жизни	2	3
134	кажется что	2	3
135	а за	1	3
136	такой же	1	3
137	и их	6	3
138	в их	8	3
139	образом и	1	3
140	в отношении	1	3
141	она не	1	3
142	ничего не	3	3
143	во всем	7	3
144	для другого	2	3
145	могут быть	3	3
146	той или	3	3
147	не менее	3	3
148	но при	1	3
149	и этим	3	3
150	в себя	7	3
151	так и	2	3
152	не за	1	3
153	даны в	2	3
154	если бы	8	3
155	и даже	1	3
156	с ним	5	3
157	и здесь	7	3
158	в различных	1	3
159	между тем	4	3
160	что и	7	3
161	а он	1	3
162	и только	6	3
163	здесь в	1	3
164	его в	5	3
165	тот же	1	3
166	и ее	2	3
167	со всеми	2	3
168	себя в	8	3
169	уже не	7	3
170	в виде	2	3
171	тем что	3	3
172	герой и	1	3
173	или иной	2	3
174	себя и	2	3
175	он и	2	3
176	него в	1	3
177	ни на	1	3
178	в человеке	1	3
179	но для	2	3
180	все же	5	3
181	и для	9	3
182	сознания и	3	3
183	в эту	1	3
184	не знает	5	3
185	того же	1	3
186	в последнем	1	3
187	я и	2	2
188	ту же	1	2
189	отношения к	1	2
190	даны здесь	1	2
191	чтобы не	2	2
192	тем же	1	2
193	из его	3	2
194	себе как	2	2
195	и о	1	2
196	вопрос о	2	2
197	бы ни	1	2
198	мы здесь	2	2
199	и говорить	1	2
200	не нужно	2	2
201	быть в	4	2
202	этих случаях	1	2
203	но конечно	3	2
204	как если	1	2
205	с собою	1	2
206	отношение к	5	2
207	как в	2	2
208	с этим	1	2
209	и как	2	2
210	его к	2	2
211	в первом	1	2
212	та же	2	2
213	бы и	3	2
214	что это	3	2
215	в целом	10	2
216	момент его	8	2
217	бы не	3	2
218	нами в	1	2
219	к миру	1	2
220	политики и	1	2
221	на том	1	2
222	оно должно	1	2
223	но все	5	2
224	а затем	1	2
225	конечно в	2	2
226	об этом	1	2
227	входит в	3	2
228	на почве	1	2
229	он есть	1	2
230	него как	1	2
231	ни в	12	2
232	одна и	1	2
233	не проникает	5	2
234	художественного творчества	1	2
235	том что	4	2
236	нем эта	1	2
237	себе а	2	2
238	мысли и	1	2
239	значение для	1	2
240	но эта	5	2
241	что этот	3	2
242	и то	2	2
243	и очень	1	2
244	раз и	2	2
245	слова мы	1	2
246	дело в	2	2
247	одна из	1	2
248	в процессе	2	2
249	тем не	2	2
250	меня и	3	2
251	а лишь	3	2
252	и эта	2	2
253	в категориях	4	2
254	лежит в	1	2
255	отличается от	1	2
256	должны быть	1	2
257	но к	1	2
258	здесь мы	4	2
259	для себя	5	2
260	нашей работы	1	2
261	всего этого	1	2
262	не могу	3	2
263	настоящее время	1	2
264	особенно в	1	2
265	что может	1	2
266	времени и	4	2
267	для этого	2	2
268	с человеком	3	2
269	тона и	1	2
270	только так	1	2
271	не был	1	2
272	его жизни	3	2
273	от них	1	2
274	и всякое	1	2
275	того что	3	2
276	этом смысле	3	2
277	быть и	3	2
278	в стороне	1	2
279	и так	1	2
280	и мысли	1	2
281	конечно не	7	2
282	есть я	3	2
283	если мы	1	2
284	а то	1	2
285	его и	2	2
286	ведь это	1	2
287	и та	2	2
288	может служить	1	2
289	мы можем	1	2
290	уже и	1	2
291	автора как	2	2
292	именно как	1	2
293	с другим	1	2
294	а с	2	2
295	и др	1	2
296	что не	3	2
297	и пр	3	2
298	превращается в	1	2
299	ним как	1	2
300	по своему	3	2
301	если оно	1	2
302	в первой	1	2
303	этого слова	2	2
304	сознании и	1	2
305	вне его	1	2
306	в настоящее	1	2
307	человек и	1	2
308	для нас	4	2
309	лишь как	2	2
310	бы он	2	2
311	еще более	2	2
312	последней инстанции	1	2
313	хотя бы	4	2
314	ни было	4	2
315	отношении к	2	2
316	не есть	20	2
317	с ними	3	2
318	была бы	1	2
319	но этот	1	2
320	нет но	1	2
321	ее в	1	2
322	в своих	3	2
323	который не	1	2
324	во всяком	1	2
325	смысле слова	1	1
326	в движение	1	1
327	функции в	1	1
328	мир где	5	1
329	на самом	3	1
330	он может	2	1
331	это и	2	1
332	в чужой	1	1
333	и есть	9	1
334	он находится	1	1
335	в чисто	1	1
336	из другого	1	1
337	поэтому он	1	1
338	проникает в	5	1
339	подхода к	2	1
340	видеть в	1	1
341	их и	1	1
342	здесь нам	1	1
343	и само	1	1
344	всех его	2	1
345	положения в	3	1
346	дан в	2	1
347	выходит из	1	1
348	именно к	1	1
349	ничем меня	1	1
350	он как	1	1
351	и тем	3	1
352	вместо того	1	1
353	ему в	2	1
354	в некотором	3	1
355	конечно и	1	1
356	я живу	2	1
357	эта интонация	1	1
358	себя а	4	1
359	от себя	10	1
360	бы то	2	1
361	за свое	4	1
362	тем как	3	1
363	а следовательно	3	1
364	различия между	1	1
365	уже нет	1	1
366	землю и	1	1
367	но как	5	1
368	же на	1	1
369	в ткань	1	1
370	менее всего	6	1
371	нет и	3	1
372	каково бы	1	1
373	но со	1	1
374	его я	1	1
375	мы дадим	1	1
376	вследствие чего	1	1
377	себя за	2	1
378	этом его	2	1
379	ней в	1	1
380	категории а	1	1
381	можно в	1	1
382	к чему	3	1
383	ориентирована на	1	1
384	другого как	1	1
385	в нашем	1	1
386	и пространства	1	1
387	в этой	2	1
388	другом случае	1	1
389	его но	1	1
390	человек не	2	1
391	зрения его	1	1
392	все они	1	1
393	но прежде	1	1
394	видит и	2	1
395	что она	1	1
396	люди а	1	1
397	сказать в	1	1
398	оно было	1	1
399	а скорее	1	1
400	она становится	1	1
401	но мир	1	1
402	эта последняя	1	1
403	и лежат	1	1
404	он должен	1	1
405	не к	1	1
406	однако он	1	1
407	в корне	2	1
408	мир как	6	1
409	его объективный	1	1
410	к каждому	1	1
411	и единство	3	1
412	в содержание	1	1
413	этом мире	2	1
414	тоном его	1	1
415	и по	1	1
416	на этом	1	1
417	будем говорить	1	1
418	мысль чувство	1	1
419	конца и	1	1
420	значительной степени	1	1
421	не следует	1	1
422	этом последнем	1	1
423	то ни	2	1
424	что все	1	1
425	в мире	6	1
426	связанных с	1	1
427	имеет с	1	1
428	себя не	3	1
429	с целью	1	1
430	как к	2	1
431	который и	1	1
432	понять его	1	1
433	и иных	1	1
434	и мы	2	1
435	форму и	1	1
436	связанная с	1	1
437	должен был	1	1
438	как другого	1	1
439	делает его	1	1
440	в психологию	1	1
441	из нее	1	1
442	нет в	4	1
443	это положение	1	1
444	все равно	1	1
445	но лишь	6	1
446	в ее	16	1
447	истины в	1	1
448	его момент	1	1
449	место и	2	1
450	и уже	1	1
451	несмотря на	1	1
452	нигде не	3	1
453	значит не	1	1
454	чем в	1	1
455	как целое	1	1
456	остается в	1	1
457	не мог	1	1
458	же я	1	1
459	нет ибо	1	1
460	контекст в	1	1
461	во второй	1	1
462	от своего	1	1
463	как все	1	1
464	я его	2	1
465	не становится	1	1
466	это только	2	1
467	она в	1	1
468	от времени	1	1
469	в последней	1	1
470	от его	5	1
471	центра и	1	1
472	поэтому мы	1	1
473	него хотя	1	1
474	над всеми	1	1
475	при условии	2	1
476	и эти	2	1
477	общего не	2	1
478	изнутри в	2	1
479	есть поступок	1	1
480	человека но	1	1
481	сознании в	1	1
482	что есть	2	1
483	к пределу	1	1
484	все для	1	1
485	при всех	1	1
486	не раз	1	1
487	отчетливо и	1	1
488	меня не	3	1
489	что ему	1	1
490	есть а	1	1
491	мысли в	1	1
492	освободиться от	1	1
493	друг друга	1	1
494	его контекст	1	1
495	тогда когда	3	1
496	объективен и	1	1
497	в основе	5	1
498	сознания как	2	1
499	мышлению он	1	1
500	и имеет	1	1
501	его есть	1	1
502	само по	1	1
503	того чтобы	2	1
504	нем в	1	1
505	не могло	1	1
506	для всего	1	1
507	это с	1	1
508	только не	1	1
509	мышления и	2	1
510	не имеет	5	1
511	следовательно и	1	1
512	находятся в	1	1
513	а во	1	1
514	могут стать	2	1
515	его целей	1	1
516	но изнутри	4	1
517	по своей	1	1
518	определения как	1	1
519	ибо все	3	1
520	в сознании	2	1
521	как содержательно	1	1
522	им и	1	1
523	до того	1	1
524	только с	3	1
525	не от	1	1
526	же самое	1	1
527	всего в	1	1
528	меня он	1	1
529	его с	2	1
530	они даны	1	1
531	нет этого	1	1
532	но сама	1	1
533	где он	3	1
534	существенный момент	1	1
535	где есть	1	1
536	с соответствующим	1	1
537	из их	1	1
538	этой своей	1	1
539	как таковым	1	1
540	не делает	1	1
541	но только	1	1
542	с ее	2	1
543	как не	1	1
544	слова я	1	1
545	она только	1	1
546	он мне	1	1
547	этот учет	1	1
548	являются лишь	1	1
549	и себе	2	1
550	от бытия	1	1
551	не с	1	1
552	здесь как	1	1
553	живет в	1	1
554	отсюда и	3	1
555	мог бы	1	1
556	и каждый	1	1
557	участия в	1	1
558	произведения не	1	1
559	его знает	1	1
560	в весьма	1	1
561	не мир	1	1
562	жизнь и	2	1
563	поэтому в	1	1
564	был не	1	1
565	в содержании	1	1
566	но может	1	1
567	он если	1	1
568	все дело	1	1
569	здесь то	1	1
570	в смысле	6	1
571	каждое движение	1	1
572	но мы	1	1
573	мысль не	2	1
574	не стоит	1	1
575	можно сказать	1	1
576	может не	2	1
577	любви к	1	1
578	в значительной	1	1
579	я как	1	1
580	не выходит	1	1
581	от него	3	1
582	он его	1	1
583	и смысловой	2	1
584	определение и	1	1
585	нем не	1	1
586	смысле не	2	1
587	необходимый момент	1	1
588	лишь путем	1	1
589	и во	1	1
590	во втором	1	1
591	не найдем	1	1
592	это лишь	1	1
593	отношения являются	1	1
594	уже во	1	1
595	ее как	2	1
596	каких бы	1	1
597	человека как	1	1
598	может иметь	2	1
599	нет он	1	1
600	и мир	2	1
601	она может	1	1
602	в каких	1	1
603	я ее	1	1
604	один из	2	1
605	сознание все	1	1
606	вне себя	1	1
607	мы видим	1	1
608	менее в	1	1
609	согласиться с	1	1
610	одной из	1	1
611	учитывает и	1	1
612	вступить в	1	1
613	в какой	1	1
614	человека все	1	1
615	и действительно	6	1
616	ему и	1	1
617	это очень	1	1
618	всяком случае	1	1
619	в интонации	1	1
620	в единственном	9	1
621	изнутри и	1	1
622	всякая мысль	1	1
623	но между	1	1
624	именно на	2	1
625	в качестве	2	1
626	конечно этот	2	1
627	человека эта	1	1
628	он начинает	1	1
629	истины не	1	1
630	него и	1	1
631	здесь же	1	1
632	в данной	1	1
633	в теоретическом	2	1
634	в конкретное	1	1
635	признать его	1	1
636	мир в	11	1
637	него нет	1	1
638	и последняя	1	1
