N	2gram	Vinokur_Ku_1	Istorich
1	т е	38	29
2	что он	6	24
3	и т	33	19
4	не только	10	18
5	т д	14	18
6	может быть	13	17
7	мы имеем	6	15
8	и в	24	15
9	никогда не	2	15
10	так как	9	14
11	но и	6	14
12	так же	4	13
13	что в	17	12
14	то что	9	12
15	а в	5	12
16	в этом	14	11
17	об этом	1	11
18	в этих	4	11
19	и не	12	11
20	то же	8	10
21	что они	4	10
22	его в	1	10
23	этих случаях	2	10
24	еще не	5	9
25	все же	12	9
26	с тем	5	9
27	и здесь	3	9
28	потому что	23	9
29	должны были	1	8
30	он не	2	8
31	связи с	7	8
32	один из	4	8
33	мы увидим	3	8
34	очень много	2	8
35	мы можем	1	8
36	в нем	4	7
37	таким образом	12	7
38	том что	21	7
39	не в	11	7
40	ничего не	2	7
41	и пр	15	7
42	вместе с	7	7
43	сих пор	4	7
44	связана с	1	6
45	то это	3	6
46	но в	2	6
47	что это	5	6
48	и что	5	6
49	в его	12	6
50	что и	4	6
51	так что	4	6
52	до сих	4	6
53	наряду с	1	6
54	как бы	7	6
55	видно что	2	6
56	в том	30	6
57	только в	11	6
58	точно так	1	6
59	же как	1	5
60	и есть	2	5
61	как в	4	5
62	с этим	4	5
63	имеем в	1	5
64	что она	3	5
65	но все	2	5
66	было бы	15	5
67	этого не	2	5
68	здесь можно	1	5
69	в котором	3	5
70	можно было	6	5
71	так и	7	5
72	связан с	1	5
73	в одном	3	5
74	прежде всего	9	5
75	к которому	3	5
76	а не	8	5
77	в связи	3	5
78	не может	7	5
79	этом случае	2	5
80	к тому	5	5
81	эти случаи	2	4
82	что эти	4	4
83	увидим ниже	1	4
84	в ней	6	4
85	и на	4	4
86	в одной	1	4
87	в себе	3	4
88	все эти	6	4
89	в этой	3	4
90	при этом	6	4
91	и с	5	4
92	показывает что	1	4
93	вопрос о	2	4
94	но он	1	4
95	но они	1	4
96	дело не	2	4
97	того как	4	4
98	для нас	2	4
99	о нем	2	4
100	что здесь	1	4
101	с одной	1	4
102	его и	1	4
103	тем что	8	4
104	но это	1	4
105	в область	1	4
106	как она	1	4
107	они не	3	4
108	что ее	1	3
109	когда он	3	3
110	увидим что	2	3
111	из этих	4	3
112	как он	1	3
113	на то	4	3
114	всех этих	1	3
115	не мог	2	3
116	в их	3	3
117	когда она	1	3
118	что этот	1	3
119	стоит в	4	3
120	с одним	1	3
121	и его	5	3
122	как будто	1	3
123	в каких	1	3
124	в себя	1	3
125	роль в	4	3
126	мог бы	1	3
127	по мере	3	3
128	о том	9	3
129	после того	1	3
130	должно было	1	3
131	а именно	2	3
132	если это	1	3
133	того что	9	3
134	в качестве	7	3
135	же и	2	3
136	по отношению	8	3
137	в состоянии	2	3
138	в других	1	3
139	одной стороны	1	3
140	что мы	1	3
141	эти слова	1	3
142	как это	3	3
143	его пути	1	3
144	предположить что	1	3
145	все это	6	3
146	между прочим	2	3
147	уже на	2	3
148	но если	2	3
149	отношению к	9	3
150	также что	1	2
151	например в	5	2
152	самом деле	9	2
153	на самом	2	2
154	показать что	1	2
155	и ничего	1	2
156	и для	2	2
157	еще до	1	2
158	в сущности	3	2
159	что иное	1	2
160	я не	2	2
161	ни один	1	2
162	хотя бы	10	2
