N	2gram	Tiupa_Narr_2	KulturaY
1	и т	2	33
2	в том	14	30
3	и в	13	24
4	потому что	2	23
5	том что	13	21
6	т п	2	18
7	что в	4	17
8	того чтобы	3	17
9	для того	1	16
10	было бы	2	15
11	точки зрения	5	14
12	в этом	13	14
13	может быть	10	13
14	все же	6	12
15	таким образом	5	12
16	в его	6	12
17	и не	14	12
18	не в	8	11
19	только в	11	11
20	вовсе не	2	10
21	хотя бы	2	10
22	у нас	2	10
23	в силу	4	10
24	в самом	2	10
25	не только	26	10
26	прежде всего	6	9
27	отношению к	5	9
28	самом деле	3	9
29	того что	6	9
30	то что	8	9
31	с точки	2	9
32	если бы	4	9
33	о том	5	9
34	как раз	3	8
35	то же	4	8
36	по отношению	5	8
37	языка и	1	8
38	тем что	1	8
39	уже не	4	8
40	а не	17	8
41	бы в	2	7
42	не может	8	7
43	связи с	1	7
44	вместе с	1	7
45	с помощью	1	7
46	в области	2	7
47	это не	3	7
48	в качестве	14	7
49	с другой	5	7
50	так и	9	7
51	не менее	4	7
52	как бы	6	7
53	все эти	3	6
54	в которой	1	6
55	при этом	14	6
56	все это	1	6
57	в какой	4	6
58	мере в	2	6
59	что же	1	6
60	мы имеем	3	6
61	но и	15	6
62	зависимости от	1	6
63	именно в	2	6
64	можно было	2	6
65	однако не	2	6
66	не случайно	2	6
67	в ней	2	6
68	в которых	1	6
69	что он	5	6
70	и с	1	5
71	во всяком	1	5
72	и его	3	5
73	что это	4	5
74	с ним	4	5
75	той мере	2	5
76	а в	9	5
77	а потому	1	5
78	еще не	2	5
79	но не	3	5
80	в той	5	5
81	между тем	3	5
82	например в	1	5
83	что не	1	5
84	к тому	9	5
85	но уже	1	5
86	всяком случае	1	5
87	xix века	1	5
88	в виду	1	5
89	в зависимости	1	5
90	содержание и	1	5
91	так сказать	3	5
92	этом отношении	3	5
93	и что	2	5
94	в результате	2	5
95	не просто	1	5
96	есть в	1	4
97	на то	2	4
98	того же	1	4
99	что они	3	4
100	сих пор	1	4
101	в нем	5	4
102	так что	1	4
103	того или	3	4
104	со стороны	6	4
105	что и	2	4
106	в этих	1	4
107	до сих	1	4
108	как в	5	4
109	в самой	1	4
110	из этих	2	4
111	же в	4	4
112	это и	1	4
113	в целом	3	4
114	не на	1	4
115	один из	3	4
116	и потому	1	4
117	в рамках	6	4
118	тем не	5	4
119	с ними	3	4
120	так же	2	4
121	внимание на	3	4
122	слова и	1	4
123	роль в	2	4
124	с его	3	4
125	в частности	11	4
126	к себе	7	4
127	тем самым	5	4
128	в данном	10	4
129	в себе	8	3
130	и здесь	2	3
131	в связи	1	3
132	можно сказать	6	3
133	как на	2	3
134	должна быть	2	3
135	гораздо более	1	3
136	этом смысле	1	3
137	к которому	2	3
138	через посредство	1	3
139	так называемые	1	3
140	как это	4	3
141	ли не	1	3
142	и он	2	3
143	в одном	1	3
144	если не	2	3
145	его к	1	3
146	в таком	3	3
147	это только	1	3
148	не с	1	3
149	соответствии с	3	3
150	они не	2	3
151	в системе	1	3
152	связано с	1	3
153	на том	3	3
154	должно быть	1	3
155	оно не	2	3
156	том как	2	3
157	очевидно что	1	3
158	а с	2	3
159	ясно что	1	3
160	и даже	3	3
161	хотя и	5	3
162	той же	2	3
163	или менее	1	3
164	с их	1	3
165	более или	1	3
166	в котором	5	3
167	в этой	4	3
168	в соответствии	3	3
169	когда он	1	3
170	тому что	3	3
171	на практике	1	3
172	несмотря на	2	3
173	в общем	1	3
174	здесь не	2	3
175	знание языка	1	3
176	или иного	3	3
177	нам не	1	3
178	что она	2	3
179	на себя	1	3
180	или иной	3	3
181	состоит в	12	3
182	сводится к	9	3
183	в речи	1	3
184	в своем	6	3
185	в свою	2	3
186	не мог	1	2
187	одним из	1	2
188	и конкретном	1	2
189	в ряде	1	2
190	но с	1	2
191	что можно	1	2
192	и того	3	2
193	чтобы в	2	2
194	же время	3	2
195	все те	2	2
196	тогда как	15	2
197	как и	4	2
198	бы на	2	2
199	о котором	3	2
200	видно что	2	2
201	ни одного	1	2
202	как именно	1	2
203	и для	3	2
204	может служить	2	2
205	на этот	1	2
206	себя самого	1	2
207	а то	2	2
208	говоря об	1	2
209	что история	1	2
210	и все	4	2
211	на эту	1	2
212	нужно было	1	2
213	иначе как	1	2
214	было в	1	2
215	к жизни	1	2
216	иное как	1	2
217	в большинстве	1	2
218	этой точки	1	2
219	пример из	1	2
220	это по	1	2
221	он не	5	2
222	дело не	1	2
223	в своей	4	2
224	на мой	1	2
225	другое дело	1	2
226	в это	1	2
227	ли в	1	2
228	одно из	2	2
229	для нас	2	2
230	иначе говоря	7	2
231	а именно	1	2
232	одного и	1	2
233	превращается в	2	2
234	с этой	3	2
235	что касается	1	2
236	между ними	1	2
237	свидетельствует о	4	2
238	вместе со	1	2
239	вопрос о	1	2
240	и более	2	2
241	в сторону	1	2
242	на самом	2	2
243	что было	1	2
244	большей части	3	2
245	и сами	1	2
246	к своему	2	2
247	никогда не	6	2
248	что с	2	2
249	в современной	2	2
250	свидетельствуют о	1	2
251	то и	3	2
252	ее в	1	2
253	что я	3	2
254	или в	1	2
255	в то	5	2
256	относится к	1	2
257	не все	2	2
258	во все	1	2
259	ни в	1	2
260	ничего не	6	2
261	можно ли	1	2
262	не имеет	2	2
263	в слове	3	2
264	не столько	5	2
265	в последнем	1	2
266	по большей	3	2
267	это было	1	2
268	что все	1	2
269	трудно было	1	2
270	не всегда	1	2
271	и тем	5	2
272	очень много	1	2
273	иной раз	1	2
274	бы и	1	2
275	по преимуществу	1	2
276	как то	1	2
277	мой взгляд	1	2
278	только к	3	2
279	могли бы	2	2
280	не могут	1	2
281	от себя	1	2
282	в структуре	1	2
283	ли это	1	2
284	знания о	1	2
285	как о	2	2
286	но в	6	2
287	тем более	2	2
288	я не	5	2
289	когда в	1	2
290	также и	1	2
291	о чем	2	2
292	слова но	1	2
293	такова что	1	2
294	в каком	1	2
295	ряде случаев	1	2
296	как об	1	2
297	и прочих	1	2
298	так или	1	2
299	быть в	1	2
300	никак не	3	2
301	не является	4	2
302	себе и	2	2
303	или иначе	2	2
304	о нем	3	2
305	и как	1	2
306	но также	2	2
307	может иметь	1	2
308	ним было	1	1
309	не проходит	1	1
310	каждый из	1	1
311	может и	1	1
312	прежде чем	1	1
313	как правило	3	1
314	не знает	1	1
315	в форме	5	1
316	выражение и	1	1
317	матери и	1	1
318	к той	1	1
319	данной ситуации	1	1
320	к их	1	1
321	это все	1	1
322	по определению	2	1
323	на второй	2	1
324	говорить о	2	1
325	позицию по	1	1
326	именно к	1	1
327	но он	2	1
328	аналогии с	1	1
329	все так	1	1
330	было ясно	2	1
331	в литературе	4	1
332	только не	2	1
333	и сейчас	1	1
334	собственно и	2	1
335	ничем не	1	1
336	от другой	1	1
337	слово есть	1	1
338	даже не	1	1
339	предположить что	1	1
340	тех кто	1	1
341	когда на	1	1
342	является их	1	1
343	для себя	3	1
344	первом и	1	1
345	время в	1	1
346	тем для	1	1
347	по пути	1	1
348	своего существования	1	1
349	и ничего	1	1
350	столько к	1	1
351	в живой	1	1
352	это время	1	1
353	утверждает что	1	1
354	в чужом	1	1
355	большинстве случаев	1	1
356	том виде	1	1
357	к другим	1	1
358	на своего	1	1
359	из таких	1	1
360	возможна только	1	1
361	время есть	1	1
362	к которым	1	1
363	себя но	2	1
364	из нас	1	1
365	в ответ	3	1
366	показывает в	1	1
367	к ее	1	1
368	человеческой жизни	1	1
369	в жизни	6	1
370	может показаться	1	1
371	у читателя	1	1
372	что у	2	1
373	и возникает	1	1
374	то чтобы	2	1
375	весть о	1	1
376	нельзя забывать	1	1
377	это еще	1	1
378	и теперь	1	1
379	и во	1	1
380	такому пониманию	1	1
381	об этом	4	1
382	указания на	1	1
383	на материале	1	1
384	этот не	1	1
385	мысли с	1	1
386	п все	1	1
387	где он	1	1
388	есть все	1	1
389	и лишает	1	1
390	бы не	1	1
391	к началу	1	1
392	в конце	4	1
393	и без	1	1
394	по сравнению	1	1
395	отношение к	1	1
396	в случае	2	1
397	во всех	1	1
398	всю совокупность	1	1
399	естественно не	1	1
400	наряду с	1	1
401	и своей	1	1
402	этом в	1	1
403	что именно	1	1
404	и так	1	1
405	среди других	1	1
406	xx века	1	1
407	в обращении	1	1
408	более того	1	1
409	речи как	1	1
410	субъекта и	1	1
411	в нашем	2	1
412	что только	1	1
413	вместо того	1	1
414	я так	1	1
415	быть только	1	1
416	вот и	1	1
417	присутствует в	2	1
418	это всегда	1	1
419	именно как	1	1
420	обстоит дело	1	1
421	с воспоминаниями	1	1
422	в сознании	2	1
423	в строгом	2	1
424	на пороге	1	1
425	жизни в	6	1
426	его как	1	1
427	имеет смысл	1	1
428	с совершенно	1	1
429	шире и	1	1
430	возвращение к	1	1
431	все то	2	1
432	но слишком	1	1
433	в акте	1	1
434	есть не	1	1
435	является его	2	1
436	что теперь	1	1
437	в ее	4	1
438	как содержание	1	1
439	тогда в	1	1
440	например что	1	1
441	в разработке	1	1
442	для него	4	1
443	эти конструкции	1	1
444	из него	1	1
445	если они	1	1
446	которого не	1	1
447	а лишь	1	1
448	иметь в	1	1
449	конечно в	1	1
450	дело с	2	1
451	в начале	2	1
452	и притом	1	1
453	в себя	4	1
454	бы рассказать	1	1
455	субъекта в	1	1
456	в нашей	1	1
457	именно она	1	1
458	по словам	2	1
459	в него	2	1
460	это социальная	1	1
461	но они	1	1
462	не имел	1	1
463	еще более	1	1
464	многих других	1	1
465	что иное	1	1
466	без исключения	1	1
467	как свой	1	1
468	поскольку о	1	1
469	человека но	1	1
470	этом и	1	1
471	внимания на	1	1
472	же люди	1	1
473	он говорит	1	1
474	из его	1	1
475	отнестись к	1	1
476	в данный	1	1
477	мысли и	1	1
478	сколько к	1	1
479	сто лет	1	1
480	в новом	1	1
481	и сам	3	1
482	в отличие	5	1
483	и дело	2	1
484	и после	1	1
485	даже с	1	1
486	противном случае	1	1
487	в других	2	1
488	что обычно	1	1
489	важное и	1	1
490	более не	1	1
491	как мы	1	1
492	интерес к	2	1
493	все время	1	1
494	отличие от	5	1
495	но эти	1	1
496	совершенно прав	1	1
497	к его	3	1
498	истории в	4	1
499	события в	1	1
500	с легкой	1	1
501	отнюдь не	4	1
502	тому же	4	1
503	знания не	1	1
504	нового времени	2	1
505	говоря о	1	1
506	напомню что	1	1
507	которая была	1	1
508	он является	3	1
509	пока еще	3	1
510	жизни и	4	1
511	находятся в	1	1
512	как он	2	1
513	в чем	2	1
514	однако что	1	1
515	своего рода	9	1
516	я в	5	1
517	как только	1	1
518	в противном	1	1
519	и от	1	1
520	и социально	1	1
521	говорит о	2	1
522	с одним	1	1
523	в организации	1	1
524	живой речи	1	1
525	поскольку не	3	1
526	в смысловой	1	1
527	во второй	2	1
528	в двух	1	1
529	да и	3	1
530	времени его	1	1
531	когда она	1	1
532	мы встречаемся	1	1
533	в одной	1	1
534	сказать что	3	1
535	за пределами	3	1
536	следует рассматривать	1	1
537	же с	1	1
538	данный момент	1	1
539	со своей	2	1
540	том смысле	1	1
541	только что	2	1
542	все содержание	1	1
543	не могло	2	1
544	как мир	1	1
545	человек в	3	1
546	могло бы	2	1
547	по аналогии	1	1
548	ничего нельзя	1	1
549	по своему	2	1
550	всего лишь	6	1
551	однако и	1	1
552	является не	1	1
553	здесь всегда	1	1
554	в конечном	3	1
555	одного лица	1	1
556	на первый	1	1
557	одна из	3	1
558	это живет	1	1
559	ли но	1	1
560	предполагает что	1	1
561	точку зрения	3	1
562	с таким	2	1
563	строгом смысле	1	1
564	будто бы	1	1
565	же как	2	1
566	с одной	5	1
567	едва ли	3	1
568	в ходе	1	1
569	не для	1	1
570	не что	1	1
571	а его	1	1
572	мы были	1	1
573	а все	1	1
574	возможно и	1	1
575	которым он	1	1
576	в процессе	2	1
577	сомневаться в	1	1
578	в историю	1	1
579	повествовательной функции	1	1
580	это действительно	1	1
581	случае с	1	1
582	более что	1	1
583	как к	3	1
584	в данной	1	1
585	ведь есть	1	1
586	похожи на	1	1
587	и когда	3	1
588	еще раз	1	1
589	на некоторые	1	1
590	на этом	1	1
591	в лице	1	1
592	легкой руки	1	1
593	в действительности	1	1
594	и стало	1	1
595	далеко не	5	1
596	освободиться от	1	1
597	одной стороны	5	1
598	истории и	1	1
599	в своих	2	1
600	чтобы сделать	1	1
601	это свидетельствует	1	1
602	в каждой	2	1
603	в известном	3	1
604	лишь с	1	1
605	начало и	1	1
606	эти не	1	1
607	вследствие того	1	1
608	простой и	1	1
609	однако в	2	1
610	в развитии	1	1
611	во многом	1	1
612	всякий раз	2	1
613	столь же	2	1
614	и иных	1	1
615	в такой	1	1
616	но что	1	1
617	ведь и	1	1
618	а также	6	1
619	его не	1	1
620	собственно говоря	2	1
621	о слове	1	1
622	и у	4	1
623	о его	1	1
624	в следующем	1	1
625	не подлежит	1	1
626	в некотором	1	1
627	не следует	3	1
628	себя в	2	1
629	перед нею	1	1
630	будто и	1	1
631	для данной	1	1
632	давно уже	2	1
633	и н	1	1
634	его борьбы	1	1
635	с такой	1	1
636	художественной литературы	1	1
637	из наиболее	2	1
638	то два	1	1
639	к этому	1	1
640	раз и	1	1
641	и их	1	1
642	за которой	1	1
643	лишь к	1	1
644	мы и	1	1
645	и уже	4	1
646	за рамки	1	1
647	проникновения в	1	1
648	понятно в	1	1
649	есть только	1	1
650	на протяжении	5	1
651	то она	1	1
652	я уже	2	1
653	точно так	2	1
654	зрения вполне	1	1
655	как будто	1	1
656	и другая	1	1
657	только на	2	1
658	или даже	3	1
659	себе лишь	1	1
660	перед нами	4	1
661	как же	1	1
662	каждой из	1	1
663	этой фразе	1	1
664	своей жизни	1	1
665	когда знаешь	1	1
666	этот вопрос	1	1
667	что мы	1	1
668	зависит от	2	1
669	право говорить	1	1
670	начинается так	2	1
671	все что	4	1
672	также в	1	1
673	и по	3	1
674	всего на	1	1
675	как говорит	1	1
676	но это	2	1
677	но для	2	1
678	той или	3	1
679	времени в	1	1
680	к своей	1	1
681	в прозе	1	1
