N	2gram	Vinokur_St_2	KulturaY
1	и т	9	54
2	т п	3	41
3	т е	10	32
4	и в	29	23
5	точки зрения	5	23
6	в том	27	22
7	не только	19	17
8	в этом	21	16
9	было бы	5	16
10	с точки	2	16
11	самом деле	3	14
12	может быть	2	14
13	в области	2	14
14	в самом	7	13
15	что в	19	13
16	не менее	3	12
17	потому что	9	12
18	для того	7	12
19	вопрос о	6	11
20	том что	27	11
21	того чтобы	6	11
22	можно было	1	11
23	в его	13	11
24	того что	5	11
25	а не	5	11
26	у нас	3	10
27	и не	9	10
28	еще не	1	9
29	таким образом	10	9
30	тем не	2	9
31	хотя бы	3	9
32	так как	2	9
33	прежде всего	5	9
34	т д	6	8
35	зависимости от	1	8
36	если бы	2	8
37	в виду	7	8
38	до сих	6	8
39	сих пор	5	8
40	между прочим	12	8
41	как на	9	8
42	как это	2	7
43	в зависимости	1	7
44	русского языка	3	7
45	все эти	2	7
46	того как	7	7
47	те же	1	7
48	и что	6	7
49	с другой	4	7
50	в языке	5	7
51	в данном	2	7
52	сказать что	2	7
53	то же	2	6
54	говорить о	1	6
55	в общем	3	6
56	только в	2	6
57	так и	9	6
58	при этом	2	6
59	и тем	1	6
60	с тем	7	6
61	в их	3	6
62	о языке	1	6
63	ничего не	4	6
64	связи с	4	6
65	не может	2	6
66	языка в	2	6
67	по себе	3	6
68	о том	17	6
69	после того	4	6
70	что и	2	6
71	тот же	1	6
72	что он	13	6
73	также и	2	5
74	в первом	1	5
75	как мы	1	5
76	я не	7	5
77	в чем	1	5
78	независимо от	1	5
79	все же	6	5
80	хотя и	4	5
81	из этих	1	5
82	как бы	5	5
83	что она	1	5
84	как и	2	5
85	не в	4	5
86	вовсе не	6	5
87	по языку	1	5
88	во внимание	2	5
89	не могут	1	5
90	но также	4	5
91	при чем	1	5
92	в поэзии	1	5
93	тем что	3	5
94	на которых	1	5
95	в связи	1	5
96	что же	1	5
97	не будем	1	5
98	но это	3	5
99	а в	1	5
100	совершенно не	2	5
101	того же	2	4
102	отношения между	1	4
103	в сущности	1	4
104	столь же	1	4
105	точка зрения	1	4
106	как в	3	4
107	в своем	9	4
108	целый ряд	1	4
109	языка как	1	4
110	что значит	1	4
111	в своей	7	4
112	что такое	2	4
113	не столько	7	4
114	том чтобы	1	4
115	тому что	7	4
116	о них	1	4
117	как раз	8	4
118	в числе	2	4
119	и о	4	4
120	в ее	2	4
121	данном случае	1	4
122	были бы	1	4
123	к языку	1	4
124	для нас	1	4
125	а также	2	4
126	заключается в	1	4
127	между тем	5	4
128	тех пор	1	4
129	один из	1	4
130	не случайно	1	4
131	не было	3	4
132	однако что	1	4
133	в той	5	4
134	этом случае	1	4
135	то что	11	4
136	в таком	1	4
137	речь идет	4	3
138	на самом	3	3
139	это и	1	3
140	по преимуществу	1	3
141	той же	1	3
142	мы не	1	3
143	сам по	1	3
144	в ней	7	3
145	только после	1	3
146	но не	3	3
147	но как	1	3
148	по отношению	1	3
149	очевидно что	2	3
150	отношение к	1	3
151	то обстоятельство	4	3
152	что именно	2	3
153	что как	1	3
154	языку в	1	3
155	и к	4	3
156	что слово	1	3
157	что это	3	3
158	тому же	3	3
159	он не	9	3
160	в первую	1	3
161	русском языке	1	3
162	и с	4	3
163	разве лишь	2	3
164	литературного языка	2	3
165	зрения на	1	3
166	и рядом	1	3
167	с этой	2	3
168	мы видели	1	3
169	не так	1	3
170	но если	1	3
171	и более	2	3
172	в отношении	2	3
173	она не	1	3
174	в то	2	3
175	не имеет	2	3
176	на него	1	3
177	в процессе	2	3
178	и именно	3	3
179	п в	1	3
180	не по	2	3
181	что на	3	3
182	в каком	2	3
183	не потому	2	3
184	обстоятельство что	4	3
185	не трудно	1	3
186	в результате	2	3
