N	2gram	Losev_Prob_2	KulturaY
1	и т	6	54
2	т е	1	32
3	и в	35	23
4	точки зрения	2	23
5	в том	12	22
6	не только	24	17
7	в этом	17	16
8	было бы	8	16
9	самом деле	4	14
10	может быть	18	14
11	в области	6	14
12	в самом	5	13
13	что в	11	13
14	не менее	13	12
15	потому что	13	12
16	для того	3	12
17	вопрос о	3	11
18	том что	19	11
19	того чтобы	2	11
20	можно было	5	11
21	в его	7	11
22	того что	12	11
23	а не	10	11
24	можно говорить	3	10
25	у нас	18	10
26	и не	37	10
27	еще не	10	9
28	таким образом	4	9
29	тем не	12	9
30	хотя бы	12	9
31	так как	7	9
32	прежде всего	11	9
33	т д	6	8
34	лишь в	3	8
35	зависимости от	2	8
36	если бы	4	8
37	в виду	8	8
38	уже не	8	8
39	до сих	4	8
40	сих пор	4	8
41	между прочим	1	8
42	как на	2	8
43	как это	1	7
44	в зависимости	2	7
45	все эти	7	7
46	в нашем	3	7
47	должно быть	2	7
48	речи в	1	7
49	если мы	9	7
50	и что	13	7
51	с другой	6	7
52	в языке	15	7
53	или иной	5	7
54	в данном	10	7
55	слова и	4	7
56	сказать что	24	7
57	то же	5	6
58	говорить о	10	6
59	в общем	4	6
60	в силу	1	6
61	только в	14	6
62	так и	7	6
63	при этом	3	6
64	и тем	4	6
65	с тем	3	6
66	в их	3	6
67	о языке	3	6
68	ничего не	10	6
69	связи с	5	6
70	не может	13	6
71	языка в	3	6
72	по себе	8	6
73	о том	18	6
74	что и	2	6
75	тот же	4	6
76	что он	4	6
77	для этого	3	6
78	также и	12	5
79	и есть	4	5
80	как мы	5	5
81	я не	1	5
82	в рамках	1	5
83	независимо от	2	5
84	все же	8	5
85	хотя и	3	5
86	из этих	3	5
87	как бы	4	5
88	что она	4	5
89	как и	5	5
90	не значит	2	5
91	не в	2	5
92	вовсе не	37	5
93	от того	1	5
94	не могут	4	5
95	той или	5	5
96	слов и	1	5
97	всякого рода	4	5
98	тем что	4	5
99	далеко не	4	5
100	в связи	5	5
101	что же	9	5
102	не будем	4	5
103	тем более	10	5
104	но это	6	5
105	а в	4	5
106	совершенно не	2	5
107	отношения между	1	4
108	на практике	1	4
109	для нашей	3	4
110	столь же	1	4
111	как в	1	4
112	в своем	4	4
113	только тогда	3	4
114	в целом	3	4
115	языка как	2	4
116	том случае	2	4
117	ясно что	8	4
118	что такое	18	4
119	которые в	2	4
120	же мы	2	4
121	тому что	3	4
122	тем самым	7	4
123	тогда когда	3	4
124	о них	2	4
125	учения о	1	4
126	как раз	8	4
127	и о	4	4
128	данном случае	5	4
129	были бы	2	4
130	к языку	1	4
131	для нас	9	4
132	а также	2	4
133	заключается в	4	4
134	между тем	1	4
135	тех пор	4	4
136	один из	3	4
137	с одной	5	4
138	в нашей	3	4
139	что не	5	4
140	слова в	1	4
141	не было	3	4
142	одной стороны	5	4
143	мы говорим	4	4
144	в той	2	4
145	этом случае	7	4
146	до тех	4	4
147	то что	38	4
148	только как	3	4
149	в таком	11	4
150	в слове	3	4
151	речь идет	2	3
152	на самом	4	3
153	это и	3	3
154	то в	1	3
155	по преимуществу	2	3
156	той же	2	3
157	есть не	6	3
158	мы не	7	3
159	сам по	1	3
160	в ней	2	3
161	время в	1	3
162	только после	1	3
163	то мы	1	3
164	но не	4	3
165	то он	1	3
166	но как	6	3
167	отношение к	1	3
168	речи но	1	3
169	то обстоятельство	1	3
170	отнюдь не	5	3
171	что именно	1	3
172	и к	3	3
173	что слово	3	3
174	бы и	7	3
175	что это	1	3
176	бы не	3	3
177	он не	2	3
178	русском языке	2	3
179	и с	10	3
180	значит не	1	3
181	не так	2	3
182	но если	4	3
183	в которых	1	3
184	и более	5	3
185	случае когда	2	3
186	в отношении	4	3
187	она не	3	3
188	в то	6	3
189	как о	3	3
190	не имеет	7	3
191	на него	2	3
192	и именно	1	3
193	должна быть	1	3
194	был бы	6	3
195	что на	4	3
196	в каком	4	3
197	не потому	1	3
198	обстоятельство что	1	3
199	не есть	33	3
200	всего этого	1	3
201	только то	3	3
202	слово есть	1	3
203	в результате	4	3
204	будет уже	1	3
205	но и	16	3
206	нас в	3	3
207	это не	1	3
208	и только	4	3
209	вообще и	2	3
210	может иметь	2	3
211	этот вопрос	1	3
212	в какой	1	3
213	как же	4	3
214	и действительно	2	3
215	самый смысл	1	3
216	уже в	3	3
217	вопроса о	1	3
218	не знать	1	3
219	в данной	1	3
220	ни в	6	3
221	человеческого общения	1	3
222	то это	3	3
223	именно в	1	3
224	а именно	6	3
225	а с	1	3
226	когда мы	6	3
227	того или	7	3
228	но для	1	3
229	к тому	3	3
230	мы должны	3	3
231	слово в	2	3
232	другой стороны	5	3
233	или иного	5	3
234	речи как	1	3
235	по поводу	2	3
