N	2gram	Propp_Russ_1	Mirosoze
1	может быть	8	30
2	не только	22	29
3	и в	36	28
4	не может	4	28
5	но и	16	25
6	а не	2	25
7	он не	1	24
8	в этом	12	20
9	не было	2	18
10	у него	2	17
11	потому что	10	16
12	в ней	2	15
13	он был	2	14
14	до конца	2	14
15	в нем	2	13
16	и он	1	12
17	и это	1	12
18	и не	6	11
19	в своем	3	10
20	было бы	1	10
21	что в	19	10
22	что он	1	10
23	и потому	2	10
24	и все	1	10
25	с тем	8	9
26	и его	1	9
27	в его	2	9
28	из самых	1	8
29	но не	2	8
30	не был	1	7
31	но в	2	7
32	в себе	1	7
33	быть может	1	7
34	к нему	1	7
35	того что	4	7
36	должна быть	1	6
37	и на	10	6
38	в которой	1	6
39	в этой	1	6
40	только в	4	6
41	он уже	1	6
42	вместе с	10	6
43	все это	6	6
44	в том	17	6
45	христа в	2	5
46	это не	10	5
47	как и	10	5
48	что есть	1	5
49	у нас	8	5
50	не могут	1	5
51	то что	6	5
52	был еще	1	4
53	увидим что	1	4
54	чем у	2	4
55	не к	1	4
56	не как	1	4
57	и по	8	4
58	должен был	1	4
59	в них	6	4
60	в этих	3	4
61	точки зрения	3	4
62	в их	4	4
63	в которых	5	4
64	к ней	2	4
65	она не	2	4
66	что и	7	4
67	хотел бы	1	4
68	в середине	3	4
69	значит что	2	4
70	один из	8	4
71	и свободы	1	4
72	уже не	6	4
73	уже в	1	4
74	а в	9	4
75	тем что	4	4
76	нет в	1	4
77	от него	1	4
78	не знает	1	4
79	не знают	1	3
80	с его	1	3
81	с этим	2	3
82	когда он	2	3
83	вера в	1	3
84	на том	1	3
85	на свободу	1	3
86	на этом	3	3
87	и с	2	3
88	то есть	3	3
89	его в	1	3
90	в жизни	2	3
91	только одно	1	3
92	для них	3	3
93	том что	19	3
94	но если	1	3
95	не имеет	6	3
96	ничего не	3	3
97	к тому	4	3
98	с собой	4	3
99	одно из	5	3
100	не так	1	3
101	и их	4	3
102	так как	15	3
103	себя и	2	3
104	в иных	1	3
105	он должен	1	3
106	для нас	6	3
107	христа и	3	3
108	интерес к	2	3
109	будто бы	6	3
110	в свете	2	3
111	в иной	1	3
112	мы увидим	8	3
113	есть и	1	3
114	также и	1	2
115	чтобы не	1	2
116	в этот	10	2
117	вопрос о	1	2
118	еще увидим	1	2
119	основании что	1	2
120	в виду	1	2
121	и много	1	2
122	истории в	1	2
123	не все	1	2
124	по отношению	1	2
125	себе и	1	2
126	относится к	1	2
127	в истории	1	2
128	т е	17	2
129	как в	5	2
130	к новому	1	2
131	все же	5	2
132	и как	2	2
133	и к	3	2
134	от этого	1	2
135	и у	5	2
136	все эти	2	2
137	приводит к	3	2
138	как он	2	2
139	если бы	1	2
140	с ней	2	2
141	не значит	2	2
142	в россии	4	2
143	прежде чем	1	2
144	входит в	4	2
145	и мы	1	2
146	чем в	2	2
147	место в	1	2
148	том основании	1	2
149	что христос	1	2
150	в то	1	2
151	к этим	1	2
152	в основе	1	2
153	на природу	1	2
154	и сама	1	2
155	могут быть	2	2
156	его с	4	2
157	смысле в	1	2
158	то время	1	2
159	и что	4	2
160	еще в	4	2
161	разного рода	1	2
162	с ним	2	2
163	и нужно	1	2
164	о том	8	2
165	и во	1	2
166	и те	3	2
167	о своих	1	2
168	же можно	1	2
169	мы видим	2	2
170	жизни и	1	2
171	так называемый	2	2
172	нет никаких	1	2
173	привела к	1	2
174	отношению к	1	2
175	как будто	5	2
176	мы еще	1	2
177	и самый	1	2
178	связано с	1	2
179	света и	1	2
180	на этот	3	2
181	его как	2	2
182	долгое время	1	2
183	о чем	3	2
184	он и	1	2
185	этот случай	1	2
186	по своему	1	2
187	в той	1	2
188	как бы	5	2
189	быть не	1	2
190	в начале	1	2
191	в более	2	2
192	и для	2	2
193	в свою	3	2
194	сказать что	1	2
195	у которых	2	2
196	к этому	4	2
197	все что	1	2
198	ту же	1	1
199	и т	10	1
200	на самом	2	1
201	переход от	2	1
202	между двумя	2	1
203	к другому	2	1
204	и до	2	1
205	сего в	1	1
206	все русские	1	1
207	из всех	1	1
208	мы имеем	4	1
209	мы не	6	1
210	не во	1	1
211	установить что	1	1
212	имеет свою	1	1
213	но она	2	1
214	что иное	2	1
215	не вполне	1	1
216	жизни как	1	1
217	бы ни	1	1
218	ему в	1	1
219	и самой	1	1
220	зависимости от	1	1
221	и был	1	1
222	есть вместе	1	1
223	и состоит	1	1
224	еще не	4	1
225	за это	1	1
226	иное как	2	1
227	во всех	4	1
228	не без	1	1
229	природы и	2	1
230	самом деле	1	1
231	друг к	2	1
232	когда будет	1	1
233	тех же	1	1
234	если в	3	1
235	и действительно	1	1
236	иногда и	5	1
237	он пишет	1	1
238	отличие от	1	1
239	что они	7	1
240	которые не	3	1
241	что во	1	1
242	его на	1	1
243	совершенно другой	1	1
244	в различные	1	1
245	это был	1	1
246	его к	2	1
247	уже нельзя	1	1
248	два и	1	1
249	всегда был	1	1
250	идет не	1	1
251	говорят о	1	1
252	во многих	5	1
253	они идут	1	1
254	потребности в	1	1
255	видел в	1	1
256	всех этих	2	1
257	этого вопроса	1	1
258	в силу	2	1
259	есть один	1	1
260	с таким	1	1
261	его от	2	1
262	что сам	1	1
263	в каждом	2	1
264	которые уже	1	1
265	как они	2	1
266	же не	2	1
267	и характер	1	1
268	они должны	1	1
269	значение в	1	1
270	к другу	2	1
271	на все	2	1
272	от одного	1	1
273	весь мир	1	1
274	после этого	4	1
275	на первую	1	1
276	жизни то	1	1
277	которой он	1	1
278	одна и	1	1
279	и благополучия	1	1
280	смысл и	1	1
281	во время	14	1
282	к тем	3	1
283	еще менее	1	1
284	но христос	1	1
285	и без	1	1
286	она в	3	1
287	что до	1	1
288	в отличие	1	1
289	стоит в	2	1
290	а где	1	1
291	что я	1	1
292	не путем	1	1
293	должны были	2	1
294	точку зрения	1	1
295	обращение к	1	1
296	и эти	1	1
297	на небо	3	1
298	и более	2	1
299	и наоборот	1	1
300	сам он	1	1
301	более зрелый	1	1
302	не менее	3	1
303	вплоть до	4	1
304	а иногда	4	1
305	еще до	2	1
306	имеет смысла	1	1
307	что ему	2	1
308	что их	1	1
309	когда они	1	1
310	в самых	1	1
311	не могло	1	1
312	все свои	1	1
313	многих отношениях	1	1
314	только с	1	1
315	не до	1	1
316	в области	3	1
317	не потому	1	1
318	не знали	2	1
319	от того	1	1
320	в духе	1	1
321	и всех	1	1
322	веков в	1	1
323	оно не	1	1
324	быть назван	1	1
325	приходит к	1	1
326	из всего	1	1
327	и о	1	1
328	совершалось в	2	1
329	можно сделать	3	1
330	в пределах	1	1
331	так в	4	1
332	не столько	1	1
333	для нового	1	1
334	слова а	1	1
335	и сам	1	1
336	в образе	2	1
337	можно было	1	1
338	так и	7	1
339	с русским	1	1
340	были против	1	1
341	было в	1	1
342	и каждый	1	1
343	подойти к	2	1
344	жизнь и	1	1
345	без основания	1	1
346	означает что	2	1
347	об этом	9	1
348	в разных	3	1
349	земли не	1	1
350	находится в	2	1
351	а к	1	1
352	их но	1	1
353	и поэтому	2	1
354	и та	1	1
355	при котором	1	1
356	теми которые	1	1
357	в глаза	1	1
358	нас в	1	1
359	первого дня	1	1
360	по типу	1	1
361	от них	3	1
362	исследования о	1	1
363	борьбе с	1	1
364	ней связаны	1	1
365	во всей	1	1
366	примыкает к	1	1
367	которая должна	1	1
368	также в	3	1
369	и наконец	1	1
370	мы уже	1	1
371	быть и	2	1
372	на которой	1	1
373	сразу же	1	1
374	в верхнем	1	1
375	этот вопрос	2	1
376	со слезами	1	1
377	для русских	1	1
378	нужно обратиться	1	1
379	между тем	7	1
380	и ее	1	1
381	в эти	4	1
382	так что	2	1
383	это ни	1	1
384	же она	1	1
385	говорить об	1	1
386	то и	1	1
387	в нашей	1	1
388	ответ на	1	1
389	его и	2	1
390	него нет	1	1
391	всяком случае	1	1
392	что она	2	1
393	в первый	4	1
394	в одном	3	1
395	все можно	1	1
396	т п	1	1
397	к ним	3	1
398	в новый	6	1
399	их нужно	1	1
400	не были	2	1
401	и из	3	1
402	влияние на	1	1
403	как у	1	1
404	каждый человек	1	1
405	главное и	1	1
406	типу своему	1	1
407	к которому	1	1
408	с той	1	1
409	он во	1	1
410	писал о	1	1
411	он считал	1	1
412	и др	4	1
413	что не	1	1
414	обратиться к	1	1
415	говорит о	1	1
416	у других	1	1
417	не на	2	1
418	хотелось бы	1	1
419	жизнь в	1	1
420	точек зрения	1	1
421	ближе к	1	1
422	если не	1	1
423	не раскрывает	1	1
424	себя на	1	1
425	но оно	1	1
426	в частности	2	1
427	в старом	1	1
428	оно имеет	1	1
429	к жизни	3	1
430	в течение	5	1
431	наряду с	1	1
432	пишет в	3	1
433	русского народа	3	1
434	связаны с	3	1
435	и смысла	1	1
436	западной европе	2	1
437	и менее	1	1
438	бросается в	1	1
439	в это	3	1
440	многие другие	2	1
441	что мы	1	1
442	только для	2	1
443	но это	4	1
444	под влиянием	1	1
445	на одной	1	1
446	только одна	1	1
447	он видел	1	1
448	связана и	1	1
449	уже на	1	1
450	к пониманию	1	1
451	всегда была	1	1
452	его нет	1	1
453	благополучия но	1	1
454	целый ряд	1	1
455	иное чем	1	1
456	или нет	1	1
457	для людей	1	1
458	православия и	1	1
459	он же	3	1
460	в период	1	1
461	это все	1	1
462	более поздний	1	1
463	обычно не	2	1
464	не что	2	1
465	ко всему	1	1
466	та же	2	1
467	можно назвать	1	1
468	в своих	2	1
469	так же	3	1
470	во всяком	1	1
471	земли и	1	1
472	они не	1	1
