N	2gram	Vinokur_St_1	Narrotol
1	не только	18	26
2	а не	16	17
3	но и	10	15
4	при этом	2	14
5	в том	36	14
6	в качестве	4	14
7	и не	16	14
8	в этом	21	13
9	и в	44	13
10	том что	29	13
11	такого рода	2	12
12	только в	10	11
13	в частности	4	11
14	может быть	15	10
15	в данном	14	10
16	своего рода	3	9
17	так и	9	9
18	то есть	2	9
19	к тому	1	9
20	а в	17	9
21	в себе	2	8
22	то что	18	8
23	не в	12	8
24	в тексте	12	8
25	не может	8	8
26	иначе говоря	1	7
27	у него	2	6
28	в своем	2	6
29	все же	8	6
30	и к	1	6
31	но в	10	6
32	никогда не	5	6
33	ничего не	2	6
34	данном случае	6	6
35	можно сказать	1	6
36	а также	2	6
37	в его	9	6
38	того что	9	6
39	со стороны	6	6
40	прежде всего	7	6
41	как бы	4	6
42	я не	7	5
43	ответ на	3	5
44	что он	10	5
45	как в	13	5
46	хотя и	1	5
47	в нем	5	5
48	тем не	2	5
49	он не	2	5
50	таким образом	7	5
51	на протяжении	1	5
52	по мысли	1	5
53	и тем	3	5
54	далеко не	1	5
55	точки зрения	11	5
56	в котором	5	5
57	место в	1	5
58	не столько	1	5
59	тем самым	2	5
60	в то	9	5
61	на него	2	5
62	о том	17	5
63	в форме	1	5
64	с одной	3	5
65	по отношению	3	5
66	с другой	9	5
67	одной стороны	2	5
68	в той	6	5
69	я в	1	5
70	отношению к	3	5
71	то же	5	4
72	в ее	4	4
73	в этой	11	4
74	перед нами	1	4
75	что это	4	4
76	уже не	1	4
77	об этом	3	4
78	в глазах	1	4
79	все его	1	4
80	и уже	2	4
81	в своей	6	4
82	в конце	3	4
83	не менее	5	4
84	но при	1	4
85	читателя в	1	4
86	времени и	1	4
87	если бы	9	4
88	в другом	3	4
89	в какой	3	4
90	свидетельствует о	2	4
91	для него	6	4
92	как и	9	4
93	как это	4	4
94	не является	3	4
95	и все	2	4
96	и у	2	4
97	жизни и	5	4
98	что в	30	4
99	для себя	3	3
100	самом деле	11	3
101	едва ли	1	3
102	а как	2	3
103	мы имеем	2	3
104	так а	1	3
105	пребывания в	1	3
106	с его	1	3
107	как правило	2	3
108	но не	3	3
109	что они	7	3
110	как к	3	3
111	в целом	5	3
112	все эти	5	3
113	в известном	1	3
114	и его	8	3
115	от которого	1	3
116	и по	5	3
117	например мы	1	3
118	того или	4	3
119	он является	1	3
120	соответствии с	1	3
121	в слове	5	3
122	которой он	1	3
123	о которой	3	3
124	что я	1	3
125	точку зрения	3	3
126	тому что	3	3
127	одна из	1	3
128	того чтобы	11	3
129	же время	4	3
130	по своей	2	3
131	этом отношении	7	3
132	той или	1	3
133	как по	1	3
134	на том	1	3
135	и когда	1	3
136	и сам	2	3
137	между собой	1	3
138	о котором	2	3
139	о ней	1	3
140	о нем	1	3
141	внимание на	3	3
142	это не	8	3
143	между тем	3	3
144	то у	1	3
145	представить себе	1	3
146	как раз	4	3
147	и даже	5	3
148	или иной	1	3
149	в соответствии	1	3
150	да и	3	3
151	с этой	3	3
152	и для	3	3
153	сказать что	7	3
154	к его	1	3
155	или иного	4	3
156	в таком	3	3
157	и т	30	2
158	мере в	2	2
159	должна быть	3	2
160	по его	2	2
161	мы не	2	2
162	же как	3	2
163	главы в	1	2
164	подчеркнуть что	2	2
165	в ней	3	2
166	двух или	1	2
167	еще не	3	2
168	столь же	4	2
169	в чем	3	2
170	на самом	6	2
171	присутствует в	1	2
172	не являются	3	2
173	в самом	7	2
174	было видно	1	2
175	бы с	1	2
176	в нашем	1	2
177	из этих	6	2
178	раз в	2	2
179	как он	1	2
180	на то	4	2
181	в случае	2	2
182	что она	4	2
183	чтобы в	1	2
184	той же	5	2
185	было бы	17	2
186	должен был	2	2
187	несмотря на	2	2
188	является его	1	2
189	бы на	1	2
190	с точки	8	2
191	и что	4	2
192	всякий раз	2	2
193	но он	2	2
194	и более	2	2
195	однако в	1	2
196	в культуре	1	2
197	что с	2	2
198	в обоих	1	2
199	не имеет	4	2
200	текста и	1	2
201	в процессе	1	2
202	как о	2	2
203	говорить о	2	2
204	не могло	1	2
205	имеем дело	2	2
206	потому что	6	2
207	для нас	7	2
208	в сознании	2	2
209	в области	14	2
210	у нас	11	2
211	оно не	1	2
212	но для	2	2
213	не могу	1	2
214	мысль о	1	2
215	на свой	2	2
216	и иные	2	2
217	что у	4	2
218	можно было	13	2
219	во второй	9	2
220	том как	4	2
221	является событием	1	2
222	а во	3	2
223	или иначе	2	2
224	что и	6	2
225	в современной	1	2
226	и дело	1	2
227	но зато	1	2
228	дело с	2	2
229	со всеми	2	2
