N	2gram	Losev_Prob_4	SlovoVZh
1	не может	5	16
2	может быть	9	14
3	точки зрения	14	14
4	как бы	4	13
5	и его	10	13
6	таким образом	8	12
7	и в	20	12
8	в нашем	12	11
9	и не	28	10
10	если бы	8	9
11	так как	5	9
12	прежде всего	11	8
13	художественного произведения	1	7
14	сказать что	7	7
15	для нас	6	7
16	в ней	7	6
17	в том	20	6
18	только в	23	6
19	при этом	6	6
20	к содержанию	1	6
21	в нем	5	6
22	слова и	1	6
23	все время	2	6
24	то же	7	5
25	в виду	6	5
26	можно сказать	5	5
27	мы ни	2	5
28	отнюдь не	10	5
29	как в	5	5
30	но в	8	5
31	и др	1	5
32	в жизни	3	5
33	а не	7	5
34	как и	6	5
35	что мы	3	5
36	том что	12	5
37	никогда не	1	5
38	хотя бы	7	5
39	то что	15	5
40	мы все	3	4
41	на самом	5	4
42	зависимости от	3	4
43	к нему	3	4
44	за пределы	2	4
45	в литературе	2	4
46	в этом	9	4
47	все же	2	4
48	в самом	2	4
49	уже не	5	4
50	не только	24	4
51	ни было	2	4
52	отношение к	1	4
53	так и	10	4
54	с другой	7	4
55	что не	4	4
56	не в	13	4
57	его в	2	4
58	дело в	2	4
59	и является	3	4
60	и к	3	4
61	жизни и	5	4
62	и на	3	4
63	здесь не	7	3
64	самом деле	3	3
65	в котором	2	3
66	в пределах	2	3
67	ведь и	1	3
68	ясно что	7	3
69	еще не	7	3
70	мы не	7	3
71	и вообще	6	3
72	о том	5	3
73	бы то	1	3
74	но и	14	3
75	нуждается в	1	3
76	того что	1	3
77	в художественном	4	3
78	быть и	1	3
79	когда он	1	3
80	и наконец	4	3
81	имеет в	1	3
82	и ее	4	3
83	все эти	16	3
84	только на	2	3
85	конечно не	3	3
86	в себе	12	3
87	да и	5	3
88	для него	3	3
89	не к	2	3
90	и по	2	3
91	то ни	1	3
92	и с	7	3
93	до сих	1	3
94	ни в	17	3
95	в них	5	3
96	и уже	1	3
97	из общего	1	3
98	в своей	4	3
99	так же	5	3
100	в такой	1	3
101	тем не	10	3
102	этой точки	1	3
103	как к	1	3
104	и более	3	3
105	из этого	3	3
106	по себе	11	3
107	художественное произведение	1	3
108	сих пор	1	3
109	не менее	10	3
110	все это	9	3
111	но для	1	3
112	и для	4	3
113	бы мы	1	3
114	с ним	4	3
115	отношении к	1	3
116	в каком	6	3
117	и то	2	2
118	как это	3	2
119	действия и	2	2
120	и совершенно	2	2
121	едва ли	10	2
122	вещи и	1	2
123	мы имеем	6	2
124	мы в	1	2
125	нас и	1	2
126	почти исключительно	1	2
127	и здесь	1	2
128	искусства и	1	2
129	возможна только	1	2
130	настоящее время	1	2
131	с его	2	2
132	и что	2	2
133	между собой	2	2
134	в чем	2	2
135	тем как	1	2
136	данном случае	5	2
137	в данном	6	2
138	которые мы	1	2
139	в его	3	2
140	что и	3	2
141	и содержания	1	2
142	относится к	2	2
143	нашего сознания	1	2
144	независимо от	3	2
145	поскольку они	3	2
146	в своем	3	2
147	кроме того	4	2
148	дело с	2	2
149	в какой	4	2
150	и потому	7	2
151	и так	1	2
152	в настоящее	1	2
153	эти моменты	1	2
154	бы не	1	2
155	с одной	1	2
156	уже в	4	2
157	тому же	2	2
158	и те	1	2
159	имеем в	3	2
160	эти и	2	2
161	он не	2	2
162	перестает быть	2	2
163	не так	3	2
164	эта последняя	1	2
165	весны и	1	2
166	в корне	2	2
167	в зависимости	3	2
168	мы можем	3	2
169	но что	1	2
170	одно и	1	2
171	но все	3	2
172	на все	2	2
173	с другими	3	2
174	это не	7	2
175	как же	2	2
176	одной стороны	1	2
177	до конца	1	2
178	другой стороны	6	2
179	его как	1	2
180	была бы	2	2
181	смысл и	1	2
182	нет ничего	3	2
183	ни на	3	2
184	вместе с	5	2
185	в отношении	4	2
186	к его	3	2
187	но не	5	2
188	и подобные	1	2
189	общего с	2	2
190	формулу для	1	2
191	вместе со	1	2
192	с этой	1	2
193	с точки	11	2
194	в атмосфере	1	2
195	является для	3	2
196	в условиях	3	2
197	в то	4	2
198	и притом	2	2
199	за его	1	2
200	слова но	3	2
201	ничего не	1	2
202	но отнюдь	1	2
203	а к	1	2
204	этих двух	1	2
205	и все	8	2
206	но зато	1	2
207	подобные им	1	2
208	все они	3	2
209	в этих	5	2
210	есть уже	1	2
211	но это	6	2
212	бы оно	1	2
213	между ними	1	2
214	стороны и	2	2
215	но этот	2	2
216	содержанию и	1	2
217	могут быть	1	2
218	и вполне	5	2
219	же самое	6	2
220	что в	3	2
221	как на	1	2
222	бы даже	4	2
223	и другие	1	2
224	не есть	12	2
225	если же	1	2
226	и это	2	1
227	некрасов и	1	1
228	на нечто	2	1
229	же как	1	1
230	как мы	3	1
231	вещами и	1	1
232	и о	5	1
233	чтобы не	2	1
234	с жизнью	1	1
235	искусства этот	1	1
236	с ее	2	1
237	но чтобы	1	1
238	мы здесь	2	1
239	сам по	6	1
240	свою очередь	1	1
241	самая структура	1	1
242	на основе	1	1
243	совершенно ясно	2	1
244	и ясность	1	1
245	это и	4	1
246	каждая вещь	2	1
247	овладеть этим	1	1
248	нам кажется	2	1
249	тем же	1	1
250	художественным произведением	2	1
251	только то	1	1
252	с самого	1	1
253	то время	2	1
254	по преимуществу	2	1
255	идет речь	2	1
256	и больше	2	1
257	умирает в	1	1
258	из двух	1	1
259	можно было	4	1
260	обойтись без	2	1
261	также только	1	1
262	для иллюстрации	2	1
263	себе как	1	1
264	как единство	1	1
265	это только	1	1
266	жизнь и	4	1
267	и всесторонне	1	1
268	что уже	1	1
269	единственным предметом	1	1
270	единство и	1	1
271	и всякого	2	1
272	для этого	2	1
273	к другу	1	1
274	он как	3	1
275	в содержании	1	1
276	не вполне	2	1
277	на себя	1	1
278	образом каждая	1	1
279	так называемые	1	1
280	и он	2	1
281	и явления	1	1
