N	3gram	Bakhtin_Fr_4	Dialekti
1	с точки зрения	2	8
2	в том что	1	6
3	одно и то	1	4
4	и то же	1	4
5	в связи с	1	4
6	то же время	8	4
7	о том что	2	4
8	с другой стороны	3	4
9	все на свете	1	4
10	в то же	8	3
11	может быть и	1	3
12	то время как	1	3
13	не может быть	1	3
14	в то время	2	3
15	можно сказать что	1	3
16	мы уже знаем	1	3
17	в виду что	1	2
18	более или менее	3	2
19	имеется в виду	2	2
20	до сих пор	1	2
21	и все в	1	2
22	как и все	5	2
23	с тех пор	1	2
24	в данном случае	1	2
25	не только в	2	2
26	это не значит	1	2
27	с самого начала	3	2
28	но это не	1	2
29	то же самое	1	2
30	можем судить о	1	1
31	и то что	1	1
32	но как раз	1	1
33	уже знаем что	1	1
34	так же и	1	1
35	мы уже сказали	1	1
36	на самом деле	1	1
37	и до сих	1	1
38	подобно тому как	3	1
39	но это конечно	1	1
40	одной стороны и	1	1
41	важно то что	1	1
42	и не может	1	1
43	и в то	4	1
44	то что эти	1	1
45	но и в	3	1
46	мы уже не	1	1
47	на самом же	2	1
48	в этом отношении	1	1
49	есть и в	1	1
50	со всех сторон	1	1
51	так как все	1	1
52	в это время	1	1
53	как раз в	1	1
54	всех людей на	1	1
55	есть в том	1	1
56	что на самом	1	1
57	с одной стороны	2	1
58	уже в древнейших	1	1
59	ведь как раз	1	1
60	на первый взгляд	1	1
61	в конце концов	4	1
62	в сущности это	1	1
63	в литературе как	1	1
64	но мы уже	1	1
65	и делает его	1	1
66	это как мы	1	1
67	содержащий в себе	1	1
68	все же не	1	1
69	мы уже говорили	5	1
70	о чем мы	1	1
71	данном случае в	1	1
72	другой стороны эта	1	1
73	но важно то	1	1
74	перед нами как	1	1
75	все это не	1	1
76	и как бы	1	1
77	говорить о том	1	1
78	никто никогда не	1	1
79	это и есть	3	1
80	и независимо от	1	1
81	мы можем сказать	1	1
82	что и в	1	1
83	но даже и	1	1
84	за то что	1	1
85	и в литературе	1	1
86	как мы уже	5	1
87	же как мы	1	1
88	в узком и	1	1
89	вы же не	1	1
90	самом же деле	2	1
91	появляется уже в	1	1
92	и будущих времен	1	1
93	к тому же	1	1
94	можем сказать что	1	1
95	и все его	1	1
