N	2gram	Bakhtin_Pr_5	Sotsiolo
1	все это	14	7
2	в том	5	5
3	в этом	14	5
4	и только	1	3
5	не только	10	3
6	и в	35	3
7	но ведь	2	3
8	не в	10	3
9	в его	21	3
10	за пределы	3	2
11	но и	14	2
12	конце концов	3	2
13	и мы	1	2
14	было бы	3	2
15	к которому	1	2
16	только в	6	2
17	далеко не	1	2
18	в результате	1	2
19	тем более	1	2
20	том что	3	2
21	как будто	4	2
22	то что	10	2
23	главным образом	1	2
24	или даже	1	2
25	и что	6	2
26	еще не	7	2
27	ведь это	1	2
28	таким образом	7	2
29	это и	3	2
30	отношению к	7	2
31	в конце	5	2
32	что в	6	2
33	может быть	14	2
34	как бы	31	2
35	по отношению	6	2
36	и заключается	1	2
37	то же	15	2
38	друг от	1	1
39	крайней мере	1	1
40	тотчас же	4	1
41	что все	2	1
42	я и	2	1
43	же не	4	1
44	наконец в	4	1
45	по себе	4	1
46	даже в	5	1
47	сама по	1	1
48	а вот	1	1
49	в мире	4	1
50	и цельного	1	1
51	эти вопросы	1	1
52	сказать и	1	1
53	в этой	1	1
54	тому что	2	1
55	отнюдь не	1	1
56	на все	1	1
57	стоит только	1	1
58	предвидит что	1	1
59	с другой	4	1
60	ни одно	1	1
61	его в	4	1
62	только для	1	1
63	с ним	7	1
64	это не	3	1
65	на этот	2	1
66	в чем	4	1
67	они ни	1	1
68	все же	8	1
69	один из	1	1
70	перед нами	1	1
71	в то	11	1
72	мысли в	2	1
73	и наконец	7	1
74	еще и	1	1
75	а с	3	1
76	том как	1	1
77	тем что	4	1
78	и как	2	1
79	в процессе	1	1
80	что эти	1	1
81	что он	24	1
82	тогда и	2	1
83	прежде всего	12	1
84	бы он	2	1
85	в них	4	1
86	так и	8	1
87	те же	2	1
88	но только	3	1
89	и не	27	1
90	это вовсе	1	1
91	никогда не	4	1
92	их друг	2	1
93	мы не	1	1
94	это как	3	1
95	же время	10	1
96	ничего не	3	1
97	переходим к	4	1
98	мы еще	1	1
99	связь между	1	1
100	все эти	3	1
101	как и	18	1
102	бы в	4	1
103	без этого	1	1
104	для этого	2	1
105	мы должны	3	1
106	остается в	1	1
107	в таких	1	1
108	их на	1	1
109	в сущности	14	1
110	нельзя делая	1	1
111	благодаря тому	1	1
112	но она	1	1
113	вот в	1	1
114	образом в	1	1
115	конечно не	2	1
116	в те	1	1
117	и его	14	1
118	в этих	2	1
119	связи с	1	1
120	от друга	1	1
121	или не	1	1
122	хотя бы	2	1
123	вступает в	2	1
124	его собственные	2	1
125	в целом	3	1
126	теперь он	2	1
127	не может	18	1
128	в своей	4	1
129	своих мыслей	1	1
130	и должно	1	1
131	а в	7	1
132	тех кто	1	1
133	не способен	1	1
134	благодаря этому	2	1
135	него и	3	1
136	о том	2	1
137	к изучению	1	1
138	и потому	1	1
139	же это	1	1
140	он ни	1	1
141	в него	3	1
142	но именно	2	1
143	в котором	3	1
144	никак не	1	1
145	в строгом	1	1
146	между ними	1	1
147	это неизбежно	1	1
148	из тех	1	1
149	столь же	2	1
150	всяком случае	4	1
151	каждом своем	1	1
152	собой не	2	1
153	не выходит	1	1
154	когда мы	1	1
155	он говорит	1	1
156	ни на	2	1
157	должно было	1	1
158	его построения	1	1
159	что это	4	1
160	ними в	1	1
161	вовсе не	7	1
162	ни были	1	1
163	же самое	1	1
164	с одной	1	1
165	а между	3	1
166	в заключение	1	1
167	но не	6	1
168	у него	4	1
169	правда он	2	1
170	в виде	7	1
171	этого и	2	1
172	и страдает	1	1
173	в данном	1	1
174	между тем	4	1
175	но как	4	1
176	и по	2	1
177	что на	2	1
178	по крайней	1	1
179	и более	1	1
180	нет его	1	1
181	том и	1	1
182	во всяком	4	1
183	бы они	2	1
184	в каждом	6	1
