N	2gram	Voloshinov_1	Psycholo
1	то что	5	32
2	и в	12	31
3	в том	6	30
4	то есть	1	26
5	что в	2	23
6	может быть	14	22
7	таким образом	12	20
8	при помощи	1	20
9	совершенно ясно	1	19
10	при этом	6	19
11	ясно что	3	19
12	так как	9	18
13	художественного произведения	7	17
14	не может	16	17
15	как и	5	16
16	том что	5	16
17	и не	10	16
18	точки зрения	14	15
19	искусства и	2	15
20	только в	6	14
21	не только	4	13
22	что и	2	13
23	а не	5	13
24	мы не	3	12
25	если мы	1	12
26	так же	3	12
27	в этом	4	12
28	с таким	1	11
29	в самом	4	11
30	не в	4	11
31	в области	1	11
32	могут быть	2	11
33	того что	3	10
34	художественное произведение	3	10
35	самом деле	3	9
36	искусства в	1	9
37	по себе	3	9
38	ни в	3	9
39	как в	5	9
40	показать что	1	8
41	и что	2	8
42	никогда не	5	8
43	что мы	5	8
44	вместе с	2	8
45	все это	3	8
46	во всяком	1	8
47	сказать что	7	7
48	того чтобы	1	7
49	и его	13	7
50	о том	3	7
51	есть в	1	7
52	тому как	1	7
53	что это	1	6
54	зависимости от	4	6
55	отнюдь не	5	6
56	что она	1	6
57	было бы	1	6
58	если бы	9	6
59	в его	2	6
60	всяком случае	1	6
61	вовсе не	1	6
62	одной стороны	2	6
63	до конца	2	6
64	художественного творчества	3	6
65	в зависимости	2	5
66	то же	5	5
67	время как	1	5
68	в ее	1	5
69	с одной	2	5
70	в целом	1	5
71	по самому	1	5
72	и совершенно	2	5
73	подобно тому	1	5
74	несмотря на	1	5
75	теории искусства	1	5
76	она не	2	5
77	в то	2	5
78	тогда когда	2	5
79	в процессе	6	5
80	как будто	1	5
81	не является	1	5
82	то время	1	5
83	для нас	7	5
84	с другой	4	5
85	в какой	2	5
86	художественной формы	5	5
87	как бы	13	5
88	этой точки	3	5
89	все же	4	5
90	и для	3	5
91	формы и	3	5
92	и все	2	5
93	другой стороны	2	5
94	же как	1	4
95	в котором	3	4
96	мы имеем	2	4
97	совпадает с	2	4
98	в виду	5	4
99	столь же	1	4
100	точка зрения	3	4
