N	3gram	Bakhtin_Fr_5	Myslijsy
1	по отношению к	1	13
2	в том что	6	13
3	не может быть	2	9
4	тем не менее	1	6
5	потому что в	1	4
6	в свою очередь	1	4
7	только тогда когда	1	4
8	что не может	1	3
9	с точки зрения	2	3
10	и что в	1	3
11	и той же	1	3
12	то же время	9	3
13	так и в	1	3
14	что и в	1	3
15	в то же	9	3
16	одной и той	1	3
17	что иное как	1	2
18	дело в том	2	2
19	одном и том	1	2
20	и том же	1	2
21	не только для	2	2
22	между человеком и	2	2
23	для того чтобы	6	2
24	в нем есть	1	2
25	все то что	1	2
26	в одном и	1	2
27	и того же	1	2
28	не нуждается в	2	2
29	одного и того	1	2
30	но дело в	1	2
31	не что иное	1	2
32	друг от друга	1	2
33	как и в	1	2
34	зрения на мир	4	1
35	несколько слов об	1	1
36	и телесной жизни	1	1
37	на самом деле	4	1
38	так как оно	1	1
39	мы не можем	1	1
40	свое значение и	1	1
41	и его связь	1	1
42	сказать несколько слов	1	1
43	сказать что и	2	1
44	в этом отношении	5	1
45	то что в	1	1
46	истории то есть	1	1
47	до сих пор	3	1
48	не менее он	1	1
49	но это не	1	1
50	можно было бы	2	1
51	в эту минуту	1	1
52	мысли и слова	2	1
53	его связь с	1	1
54	так же как	4	1
55	там где он	1	1
56	между словом и	2	1
57	от того что	1	1
58	в связи с	5	1
59	и не могут	2	1
60	и в этой	1	1
61	потому что она	2	1
62	так же необходимо	1	1
63	и в самой	1	1
64	мы видели что	1	1
65	между тем как	1	1
66	и таким образом	1	1
67	на некоторое время	1	1
68	в то время	2	1
69	после того как	1	1
70	на этом основании	1	1
71	о том что	1	1
72	как и во	2	1
73	и даже по	1	1
74	к одной и	1	1
75	то время когда	1	1
76	а не его	1	1
77	это нисколько не	1	1
78	как мы видели	4	1
