N	2gram	Voloshinov_1	Vladivir
1	и в	19	40
2	то что	8	28
3	не только	8	25
4	и не	26	25
5	том что	3	18
6	в том	6	18
7	но и	8	18
8	еще и	1	18
9	также и	1	17
10	что в	4	17
11	в этом	16	16
12	в его	6	14
13	так что	1	14
14	не может	24	14
15	точки зрения	34	13
16	вовсе не	5	13
17	только в	9	13
18	в конце	5	12
19	сказать что	4	12
20	никогда не	2	11
21	потому что	1	11
22	таким образом	17	11
23	о том	2	11
24	не просто	2	10
25	ни в	2	10
26	тем не	2	10
27	и его	19	10
28	не есть	3	10
29	прежде всего	13	10
30	как раз	2	10
31	и потому	5	10
32	и то	1	9
33	уже не	1	9
34	что это	1	9
35	в себе	2	9
36	и с	2	9
37	в своей	3	9
38	не менее	4	9
39	философии и	1	9
40	что же	4	9
41	как мы	13	8
42	в своем	2	8
43	в этой	1	8
44	он не	3	8
45	и что	1	8
46	для него	9	8
47	может быть	26	8
48	а не	7	8
49	так же	7	8
50	а только	1	7
51	хотя и	1	7
52	и как	3	7
53	и если	1	7
54	что все	2	7
55	с тем	1	7
56	как и	12	7
57	в то	3	7
58	что и	2	7
59	того что	3	7
60	так как	2	7
61	к тому	2	7
62	а в	4	7
63	в своих	2	7
64	и на	4	6
65	кроме того	6	6
66	то в	2	6
67	не будет	4	6
68	с точки	20	6
69	по себе	4	6
70	в смысле	6	6
71	и это	3	6
72	и от	3	6
73	так и	11	6
74	и здесь	6	6
75	значит что	1	6
76	и даже	2	6
77	xix века	3	6
78	это значит	1	6
79	хотя бы	5	6
80	мы уже	2	5
81	в ней	4	5
82	совсем не	1	5
83	отнюдь не	6	5
84	в истории	3	5
85	более или	1	5
86	все эти	7	5
87	тоже не	1	5
88	можно было	2	5
89	же касается	1	5
90	должно быть	2	5
91	или менее	1	5
92	но если	2	5
93	в отношении	4	5
94	тем что	2	5
95	ничего не	6	5
96	у нас	2	5
97	ничего общего	5	5
98	еще в	1	5
99	с другой	5	5
100	конце концов	3	5
101	что он	2	5
102	только на	4	5
103	в одном	1	5
104	не было	3	5
105	в данном	4	5
106	между прочим	1	5
107	в самом	10	4
108	то же	7	4
109	вопрос о	4	4
110	еще не	4	4
111	но не	1	4
112	все же	8	4
113	но в	7	4
114	бы и	2	4
115	оно должно	1	4
116	было бы	4	4
117	ведь если	1	4
118	в котором	3	4
119	тому что	2	4
120	не имеет	3	4
121	или как	1	4
122	в каком	3	4
123	только при	3	4
124	в дальнейшем	3	4
125	мог бы	2	4
126	если мы	11	4
127	при помощи	1	4
128	от того	4	4
129	здесь в	3	4
130	до конца	5	4
131	и все	5	4
132	как это	1	4
133	если оно	1	4
134	такого рода	1	4
135	поскольку он	1	4
136	по существу	1	4
137	то следовательно	1	4
138	в основном	6	4
139	в результате	9	4
140	мы должны	3	4
141	есть и	1	4
142	же как	2	3
143	на самом	3	3
144	здесь не	1	3
145	бы то	8	3
146	в чем	2	3
147	не все	2	3
148	отличие от	5	3
149	себе отчет	2	3
150	за пределы	5	3
151	независимо от	2	3
152	уже в	1	3
153	из этих	2	3
154	с их	1	3
155	если есть	1	3
156	в нем	10	3
157	при этом	8	3
158	в россии	1	3
159	является не	6	3
160	но все	3	3
161	то ни	8	3
162	в качестве	2	3
163	это не	1	3
164	этом смысле	2	3
165	далеко не	4	3
