N	3gram	Vinokur_Ku_3	Dialekti
1	и т д	8	15
2	с точки зрения	16	9
3	в том что	8	9
4	по крайней мере	1	7
5	ровно ничего не	1	6
6	не может быть	3	6
7	то же время	1	6
8	в то же	1	6
9	сама по себе	2	5
10	для того чтобы	11	5
11	в этом смысле	1	4
12	что она есть	1	4
13	само по себе	1	4
14	не в том	2	4
15	это не есть	1	4
16	только тогда когда	4	4
17	имеется в виду	1	3
18	и той же	1	3
19	не говоря уже	2	3
20	есть прежде всего	1	3
21	т е о	1	3
22	т д и	1	3
23	говоря уже о	2	3
24	то или иное	2	3
25	одной и той	1	3
26	и в этом	4	3
27	одних и тех	1	2
28	в чем же	1	2
29	т е она	1	2
30	и в то	1	2
31	хотя бы и	1	2
32	сам по себе	3	2
33	ни в коем	1	2
34	я говорю о	1	2
35	в собственном смысле	1	2
36	с этой точки	1	2
37	и тех же	1	2
38	в коем случае	1	2
39	ту или иную	1	2
40	д и т	1	2
41	уже о том	1	2
42	т е в	1	2
43	еще ничего не	1	2
44	этой точки зрения	1	2
45	вовсе не в	1	2
46	от того что	2	2
47	то что мы	1	2
48	в свою очередь	1	2
49	не имеет ничего	1	2
50	тем не менее	9	2
51	я мог бы	1	1
52	ни о каких	1	1
53	далеко еще не	1	1
54	она есть не	1	1
55	что она не	1	1
56	один или несколько	1	1
57	т е на	2	1
58	это так то	1	1
59	прежде всего некое	1	1
60	прежде всего в	1	1
61	должны сказать что	1	1
62	говорить как о	1	1
63	в силу того	1	1
64	не знает как	1	1
65	точки зрения чисто	1	1
66	имеет в виду	1	1
67	в зависимости от	7	1
68	только для того	1	1
69	можно говорить о	3	1
70	в отличие от	2	1
71	т д но	1	1
72	можно только тогда	1	1
73	о типах и	1	1
74	по себе ничего	1	1
75	но для этого	1	1
76	с тем что	1	1
77	совершенно ясно что	2	1
78	что если бы	1	1
79	это и значит	2	1
80	в том случае	4	1
81	и тем не	3	1
82	если это так	1	1
83	свой смысл и	1	1
84	принимая во внимание	1	1
85	только в силу	1	1
86	был бы не	1	1
87	в данном случае	4	1
88	мы видели уже	1	1
89	к этому понятию	1	1
90	а то обстоятельство	1	1
91	не только в	3	1
92	ничего не дает	2	1
93	все эти отдельные	1	1
94	себе ничего не	1	1
95	и при этом	1	1
96	то тем самым	1	1
97	ясно что в	1	1
98	по природе своей	1	1
99	в связи с	4	1
100	однако ясно что	1	1
101	а не как	1	1
102	лишь в том	2	1
103	и так как	1	1
104	если мы будем	1	1
105	а вместе с	1	1
106	также и о	2	1
107	из которых каждый	1	1
108	все те же	1	1
109	то обстоятельство что	3	1
110	чтобы тем самым	1	1
111	а не просто	2	1
112	в этом случае	4	1
113	мы должны сказать	1	1
114	о том что	3	1
115	и вместе с	1	1
116	не только не	1	1
117	и не может	1	1
118	и прежде всего	1	1
119	но все же	1	1
120	с другой стороны	3	1
121	друг от друга	1	1
122	в каком смысле	1	1
123	после того как	4	1
124	заключается вовсе не	1	1
125	тех или иных	1	1
126	но также и	1	1
127	т е как	3	1
128	не стану приводить	1	1
129	конечно входить в	1	1
130	а именно в	1	1
131	из того что	1	1
132	на каком основании	1	1
133	еще не значит	1	1
134	той или иной	5	1
135	и в области	3	1
