N	3gram	Savitsky_E_1	Vladivir
1	в том что	6	7
2	дело в том	1	4
3	в этом смысле	3	4
4	что же касается	1	4
5	то же время	14	4
6	на то что	2	4
7	в то же	15	4
8	на этот раз	1	4
9	мы хотели бы	1	3
10	более или менее	1	3
11	с другой стороны	2	3
12	не может быть	2	3
13	один и тот	1	2
14	как это мы	1	2
15	и в то	8	2
16	и в частности	2	2
17	не только в	4	2
18	в то время	1	2
19	и тот же	1	2
20	во всяком случае	3	2
21	можно сказать что	3	2
22	для того чтобы	5	2
23	к тому же	1	2
24	и т д	1	2
25	а не к	1	1
26	из всего этого	1	1
27	приняли на себя	1	1
28	о том насколько	1	1
29	того что в	2	1
30	как и теперь	1	1
31	что в основных	1	1
32	не говоря уже	2	1
33	в том же	1	1
34	нам кажется что	2	1
35	как и другие	1	1
36	и для всех	1	1
37	говоря уже о	1	1
38	быть речи о	1	1
39	бы то ни	4	1
40	может быть речи	1	1
41	поскольку она не	1	1
42	согласно сказанному выше	2	1
43	в значительной мере	1	1
44	в течение этого	1	1
45	то время как	1	1
46	если этот факт	1	1
47	но в то	2	1
48	то ни было	4	1
49	с одной стороны	8	1
50	смысле этого слова	1	1
51	в связи с	1	1
52	а также и	1	1
53	и в этом	4	1
54	не будет ли	1	1
55	а также о	1	1
56	до настоящего времени	1	1
57	указать на то	1	1
58	тогда как и	1	1
59	в переводе на	1	1
60	заключается в том	2	1
61	так и в	2	1
62	в свою очередь	2	1
63	с тем что	1	1
64	и тем самым	1	1
65	но и для	1	1
66	в последние годы	3	1
67	в известной степени	3	1
68	во второй половине	2	1
69	что в этот	1	1
70	к тому что	1	1
71	и только в	2	1
72	во всем его	1	1
73	в себе не	1	1
74	в этом отношении	3	1
75	также и в	1	1
