N	2gram	Bakhtin_Fr_5	Tragedij
1	и в	45	18
2	в романе	11	10
3	в году	3	9
4	в этом	14	9
5	не только	14	8
6	и с	10	7
7	и на	5	7
8	может быть	2	7
9	как бы	12	7
10	и не	15	7
11	но в	14	6
12	и его	13	6
13	в образе	1	6
14	же время	9	6
15	что он	6	6
16	у него	4	6
17	то же	11	5
18	все же	2	5
19	что это	2	5
20	это не	3	5
21	как и	10	5
22	несмотря на	2	5
23	в то	11	5
24	в дальнейшем	1	5
25	так и	6	5
26	это очень	2	5
27	не может	5	5
28	к жизни	1	5
29	еще не	1	4
30	в себе	1	4
31	в целом	2	4
32	в этой	6	4
33	в нем	10	4
34	об этом	4	4
35	том что	7	4
36	что я	1	4
37	и что	2	4
38	но и	10	4
39	и даже	4	4
40	прежде всего	10	4
41	так же	8	4
42	но это	5	4
43	все это	7	4
44	этот образ	1	4
45	что в	12	4
46	и все	7	4
47	то что	2	4
48	но главное	1	3
49	в мире	1	3
50	и он	3	3
51	своего рода	4	3
52	эпизод с	1	3
53	как в	3	3
54	в своем	11	3
55	и как	5	3
56	все эти	5	3
57	при этом	2	3
58	то есть	25	3
59	что с	1	3
60	о чем	3	3
61	своего отца	3	3
62	что вы	1	3
63	с ее	5	3
64	и сам	1	3
65	жизнь и	2	3
66	с ним	5	3
67	к нему	2	3
68	в его	13	3
69	один из	2	3
70	для него	3	3
71	в конце	7	3
72	как будто	1	3
73	как это	4	3
74	что за	1	3
75	вряд ли	1	2
76	из самых	1	2
77	и до	2	2
78	она все	1	2
79	и за	2	2
80	а как	1	2
81	из своих	2	2
82	никогда не	1	2
83	он был	7	2
84	столь же	1	2
85	с его	7	2
86	отличие от	2	2
87	тут же	2	2
88	не просто	1	2
89	о жизни	1	2
90	это был	1	2
91	перед нами	4	2
92	имеет в	1	2
93	в самом	4	2
94	бы и	1	2
95	он не	6	2
96	что она	3	2
97	но все	1	2
98	что все	2	2
99	его в	5	2
100	дома и	1	2
101	отца и	1	2
102	превратилось в	1	2
103	в это	1	2
104	ни в	3	2
105	с тем	2	2
106	не мог	4	2
107	любви и	1	2
108	в ходе	1	2
109	в отличие	2	2
110	но эта	2	2
111	права на	2	2
112	не в	7	2
113	что этот	1	2
114	раз и	1	2
115	но они	3	2
116	одна из	1	2
117	не имеет	3	2
118	не могут	2	2
119	он и	3	2
120	к тому	2	2
121	и это	4	2
122	году в	1	2
123	данном случае	2	2
124	раз он	1	2
125	еще в	2	2
126	как у	1	2
127	ничего не	4	2
128	в xii	1	2
129	лицо его	1	2
130	и здесь	4	2
131	о том	4	2
132	времени в	1	2
133	что и	7	2
134	в том	10	2
135	между этими	1	2
136	и ее	1	2
137	и детей	1	2
138	в виде	1	2
139	в душе	1	2
140	в известной	2	2
141	в одном	3	2
142	друг друга	1	2
143	не случайно	1	2
144	тем что	1	2
145	говорит о	1	2
146	до конца	1	2
147	под влиянием	1	2
148	было в	1	2
149	но особенно	1	2
150	в данном	2	2
151	очень важно	2	2
152	о его	1	2
153	еще раз	1	2
154	это уже	1	2
155	от всего	1	2
156	потому что	7	2
157	в частности	1	2
158	только о	1	2
159	этим объясняется	1	2
160	по поводу	4	2
161	в таком	1	2
162	ту же	2	1
163	также что	1	1
164	одним из	5	1
165	например в	5	1
166	с жизнью	1	1
167	создания этого	1	1
168	а из	1	1
169	и др	8	1
170	необходимо отметить	1	1
171	самом деле	5	1
172	это и	5	1
173	и есть	2	1
174	за все	2	1
175	сам автор	1	1
176	в какой-то	1	1
177	века в	3	1
178	хлеб и	3	1
179	той же	4	1
180	образами в	1	1
181	что уже	1	1
182	ему в	1	1
183	самой природе	1	1
184	средство для	1	1
185	подчеркнуть что	2	1
186	из ее	1	1
187	в ней	8	1
188	встречается в	1	1
189	в чем	2	1
190	и мира	1	1
191	во всех	13	1
192	не исчерпываются	1	1
193	на другой	1	1
194	но не	4	1
195	могло быть	1	1
196	но как	1	1
197	значение и	2	1
198	свою жизнь	1	1
199	этот тон	1	1
200	за пределы	1	1
201	на стол	1	1
202	это самое	1	1
203	чем же	4	1
204	в истории	2	1
205	власть и	1	1
206	и наконец	2	1
207	дается в	4	1
208	напомним что	2	1
209	роль играет	3	1
210	то в	1	1
211	за свои	1	1
212	сливается с	1	1
213	он в	2	1
214	бы не	1	1
215	его а	1	1
216	право на	10	1
217	как он	3	1
218	человек не	1	1
219	и если	2	1
220	вообще не	3	1
221	это право	2	1
222	так сказать	1	1
223	творца и	1	1
224	перестает быть	2	1
225	которой не	1	1
226	и еще	1	1
227	чем у	1	1
228	не как	1	1
229	никому не	1	1
230	и по	1	1
231	на этом	5	1
232	дистанции между	2	1
233	таким образом	8	1
234	последнее слово	1	1
235	а затем	1	1
236	эта книга	2	1
237	распространяется на	2	1
238	им как	1	1
239	начинается словами	1	1
240	в другом	3	1
241	конечно в	2	1
242	самого автора	2	1
243	в ход	1	1
244	на все	2	1
245	лишь в	2	1
246	это было	4	1
247	мира сего	2	1
248	полноте и	1	1
249	известно что	1	1
250	с начала	1	1
251	по улицам	1	1
252	из первых	1	1
253	на свои	1	1
254	этом мы	1	1
255	но уже	1	1
256	но затем	1	1
257	в них	6	1
258	что ему	1	1
259	тот самый	1	1
260	а за	1	1
261	эту тему	1	1
262	со своими	1	1
263	говорится о	1	1
264	обратимся к	1	1
265	и при	1	1
266	в своей	3	1
267	игры в	2	1
268	этой связи	3	1
269	почти не	2	1
270	в котором	1	1
271	человеком и	2	1
272	знает и	1	1
273	происходит во	1	1
274	не столько	2	1
275	понимал что	1	1
276	понятно что	1	1
277	должны были	1	1
278	и вот	3	1
279	страха и	5	1
280	но он	3	1
281	тем не	1	1
282	не могли	1	1
283	на всю	1	1
284	тому что	1	1
285	эта встреча	1	1
286	юности то	1	1
287	не менее	3	1
288	вплоть до	2	1
289	что эта	2	1
290	на земле	1	1
291	на котором	2	1
292	того как	1	1
293	в эпизоде	9	1
294	тогда и	1	1
295	он еще	1	1
296	не вызывает	1	1
297	и всегда	1	1
298	характерна и	1	1
299	в самой	8	1
300	для постановки	1	1
301	есть элементы	1	1
302	и притом	2	1
303	к ней	2	1
304	связь и	1	1
305	связи с	6	1
306	но теперь	1	1
307	не нужен	1	1
308	что на	3	1
309	в области	1	1
310	один раз	2	1
311	буржуазной эпохи	2	1
312	своей книге	1	1
313	и т.д	2	1
314	еще по	1	1
315	указывает на	1	1
316	свое значение	1	1
317	в пьесе	2	1
318	что при	1	1
319	где он	1	1
320	вы не	1	1
321	образы и	2	1
322	как мы	8	1
323	вещами и	1	1
324	и о	4	1
325	того чтобы	6	1
326	и образ	3	1
327	всего этого	3	1
328	слова нельзя	1	1
329	говорили что	2	1
330	роль в	2	1
331	человека с	5	1
332	евангелие и	1	1
333	можно было	4	1
334	он именно	1	1
