N	3gram	Vinokur_Ku_2	FransuaR
1	то же время	3	10
2	в то же	3	10
3	до сих пор	1	8
4	в большинстве случаев	1	6
5	в том что	10	6
6	сих пор еще	1	4
7	и до конца	1	4
8	как и в	1	4
9	большей или меньшей	3	3
10	в настоящее время	1	3
11	в большей или	3	3
12	или меньшей степени	3	3
13	в связи с	3	3
14	с точки зрения	8	2
15	бы то ни	1	2
16	что все это	1	2
17	как мы видели	1	2
18	в узком смысле	2	2
19	в данном случае	1	2
20	с одной стороны	1	2
21	дело в том	1	2
22	в то время	1	2
23	о том что	1	2
24	можно сказать что	2	2
25	с другой стороны	7	2
26	для того чтобы	8	2
27	не может быть	4	2
28	в частности и	1	1
29	а следовательно и	2	1
30	их удельный вес	1	1
31	какой бы то	1	1
32	прежде всего в	1	1
33	а также и	1	1
34	на самом деле	2	1
35	вовсе не был	1	1
36	в самом деле	7	1
37	это в сущности	1	1
38	так и более	1	1
39	и там где	1	1
40	в таких случаях	2	1
41	вместе с тем	2	1
42	в отличие от	2	1
43	что все эти	3	1
44	в этом отношении	3	1
45	но он не	1	1
46	как раз те	1	1
47	том или ином	1	1
48	вовсе не следует	1	1
49	может быть и	1	1
50	в наши дни	1	1
51	главным образом в	1	1
52	и то что	1	1
53	и в других	1	1
54	и некоторые другие	1	1
55	и в частности	1	1
56	правильно указывает что	1	1
57	до конца он	1	1
58	не потому что	1	1
59	мы находим и	1	1
60	то ни было	1	1
61	состоит в том	1	1
62	смысл и свое	1	1
63	в известном смысле	1	1
64	по сравнению с	1	1
65	или ином виде	1	1
66	и с этой	1	1
67	не в том	1	1
68	в том или	1	1
69	тем или иным	1	1
70	как впрочем и	1	1
71	вместо того чтобы	1	1
72	потому что они	1	1
73	в свое время	2	1
74	только то что	1	1
75	право говорить и	1	1
76	в одном и	1	1
77	таким образом в	1	1
78	в сущности и	1	1
79	он был бы	1	1
80	с самого начала	1	1
81	и в самом	2	1
82	и прежде всего	1	1
83	заключается в том	1	1
84	речь идет о	1	1
85	еще один пример	1	1
86	может и не	1	1
87	в этом смысле	5	1
88	после того как	1	1
89	в результате этого	2	1
90	в особенности же	2	1
91	можно было бы	9	1
92	в предисловии к	1	1
93	к тому же	1	1
94	к языку как	1	1
95	как мы знаем	1	1
