N	3gram	Nazirov_Tv_1	Myshleni
1	в том что	6	17
2	вместе с тем	1	10
3	заключается в том	1	7
4	в отличие от	1	6
5	с самого начала	3	6
6	процесса в целом	1	5
7	с одной стороны	1	5
8	в связи с	1	5
9	мы уже говорили	1	5
10	тем не менее	2	5
11	и того же	1	4
12	то и другое	1	4
13	это значит что	1	4
14	одного и того	1	4
15	о том что	5	3
16	сами по себе	1	3
17	с другой стороны	1	3
18	мы никогда не	1	2
19	по отношению к	1	2
20	то что в	1	2
21	заключает в себе	1	2
22	уже говорили что	1	2
23	в известном смысле	1	2
24	в свою очередь	1	2
25	как и в	1	2
26	том что в	2	1
27	что иное как	1	1
28	представляет собой не	1	1
29	не сами по	1	1
30	как это имеет	1	1
31	то же самое	1	1
32	о котором говорил	1	1
33	что как бы	1	1
34	до сих пор	1	1
35	хотя бы и	1	1
36	является одним из	2	1
37	бы то ни	1	1
38	исследования на которых	1	1
39	за то что	1	1
40	что оно не	1	1
41	точно так же	2	1
42	на эту форму	1	1
43	связи могут быть	1	1
44	ту или иную	1	1
45	не столько на	1	1
46	в котором все	1	1
47	со всеми его	1	1
48	а как бы	1	1
49	и что в	1	1
50	не что иное	1	1
51	в этой области	1	1
52	в данном случае	2	1
53	не в его	1	1
54	не только в	2	1
55	то ни было	1	1
56	в один ряд	1	1
57	во всей ее	1	1
58	он пришел к	1	1
59	не могут быть	1	1
60	все более и	1	1
61	и превращается в	1	1
62	при этом с	1	1
63	имеет место в	1	1
64	а вместе с	1	1
65	и как бы	1	1
66	по себе а	1	1
67	человека и его	2	1
68	и в самом	1	1
69	более и более	1	1
70	но на этот	1	1
71	как и сам	1	1
72	это имеет место	1	1
73	к тому что	1	1
74	одно из главных	1	1
75	к вопросу о	1	1
76	он приходит к	1	1
77	поэтому мы должны	1	1
78	в конце концов	1	1
79	не мог не	1	1
