N	3gram	Bakhtin_Pr_3	Literetu
1	то же время	5	7
2	в то же	5	7
3	в этом отношении	1	5
4	в отличие от	1	5
5	по отношению к	1	4
6	о том что	2	4
7	в том что	3	4
8	в том числе	11	3
9	в соответствии с	2	3
10	с точки зрения	2	3
11	не может быть	1	3
12	то что я	1	2
13	к себе самому	6	2
14	состоит в том	1	2
15	то же самое	1	2
16	но и в	1	2
17	том числе и	10	2
18	в целом и	1	2
19	так или иначе	1	2
20	с другой стороны	1	2
21	и тем самым	1	2
22	той или иной	1	2
23	что иное как	1	1
24	хотя и не	1	1
25	в той или	1	1
26	в начале своего	1	1
27	в глазах других	1	1
28	отношение к себе	3	1
29	в жизни мира	1	1
30	в последний год	1	1
31	друг от друга	1	1
32	в европейской литературе	2	1
33	со всеми другими	2	1
34	себя самого в	1	1
35	жизни так сказать	1	1
36	к человеку и	1	1
37	может быть только	1	1
38	и то что	1	1
39	то что было	1	1
40	на этой почве	1	1
41	не что иное	1	1
42	как бы уже	1	1
43	и в целом	1	1
44	но при этом	1	1
45	один из ведущих	1	1
46	в xix веке	1	1
47	в связи с	1	1
48	со второй половины	1	1
49	по своей сущности	1	1
50	в мире и	1	1
51	и наконец в	2	1
52	я не могу	1	1
53	более или менее	3	1
54	я смешной человек	1	1
55	в жизни людей	1	1
56	до самого конца	1	1
57	уступая свое место	1	1
58	он все еще	1	1
59	и т.п и	1	1
60	тем не менее	2	1
61	в какой-то мере	4	1
62	во всех других	2	1
63	прежде всего наше	1	1
