N	2gram	Vygotskiy__4	StatiiOP
1	и в	33	44
2	в том	21	36
3	и т	6	30
4	что в	21	30
5	том что	22	29
6	в этом	28	21
7	т д	2	21
8	вовсе не	5	19
9	не только	7	18
10	то что	44	18
11	было бы	12	17
12	о том	20	17
13	а в	4	17
14	а не	6	16
15	и не	13	16
16	может быть	22	15
17	как в	3	13
18	можно было	4	13
19	не в	2	12
20	самом деле	12	11
21	в этой	9	11
22	того чтобы	22	11
23	у нас	4	11
24	точки зрения	6	11
25	но в	2	10
26	ясно что	5	10
27	для того	23	10
28	что он	20	10
29	только в	4	10
30	но и	3	10
31	также и	2	9
32	как и	5	9
33	в отношении	1	9
34	в то	3	9
35	так и	3	9
36	во второй	1	9
37	если бы	10	9
38	того что	4	9
39	в его	10	9
40	т п	3	9
41	с другой	2	9
42	например в	3	8
43	во всех	2	8
44	все же	5	8
45	но ведь	1	8
46	это не	6	8
47	из них	4	8
48	с точки	4	8
49	и его	5	8
50	не может	10	8
51	я не	4	7
52	что они	6	7
53	в самом	12	7
54	так например	4	7
55	таким образом	13	7
56	другой стороны	2	7
57	для нас	7	7
58	и об	1	7
59	до сих	3	7
60	прежде всего	2	7
61	сих пор	3	7
62	сказать что	13	7
63	по поводу	4	7
64	на самом	6	6
65	со стороны	2	6
66	из этих	2	6
67	в своей	4	6
68	потому что	24	6
69	что и	3	6
70	всяком случае	3	6
71	так что	7	6
72	для него	1	6
73	именно в	2	6
74	дело в	1	6
75	в той	3	6
76	но это	1	6
77	хотя бы	2	6
78	во всяком	3	6
79	и то	2	5
80	то же	9	5
81	той же	4	5
82	уже о	1	5
83	в целом	5	5
84	все эти	6	5
85	в нем	7	5
86	такой же	2	5
87	в котором	2	5
88	в которых	3	5
89	никогда не	5	5
90	так как	12	5
91	тем что	3	5
92	и даже	1	5
93	там где	1	5
94	что мы	6	5
95	все это	13	5
96	была бы	2	5
97	совершенно не	4	5
98	жизни и	4	5
99	того времени	1	5
100	так же	13	5
101	речь идет	3	4
102	как это	14	4
103	это и	5	4
104	в которой	4	4
105	вопрос о	2	4
106	в основу	3	4
107	столь же	2	4
108	бы и	2	4
109	что это	13	4
110	на то	10	4
111	что она	10	4
112	по словам	2	4
113	и почему	2	4
114	но все	2	4
115	эту тему	1	4
116	но если	3	4
117	том как	3	4
118	и сейчас	3	4
119	во времена	1	4
120	и очень	1	4
121	не имеет	2	4
122	же время	2	4
123	как будто	8	4
124	в ее	2	4
125	что у	4	4
126	и что	25	4
127	заключается в	5	4
128	этот вопрос	4	4
129	же и	1	4
130	никто не	4	4
131	как раз	9	4
132	не было	3	4
133	даже не	2	4
134	к которому	1	4
135	на эту	1	4
136	в частности	4	4
137	как бы	25	4
138	это в	4	4
139	гораздо более	1	4
140	же как	3	3
141	я уже	1	3
142	того же	1	3
143	и без	1	3
144	тем же	1	3
145	и за	3	3
146	в деле	1	3
147	то это	3	3
148	в ней	6	3
149	еще не	1	3
150	в чем	1	3
151	но не	3	3
152	не все	2	3
153	по отношению	1	3
154	и я	1	3
155	в истории	1	3
156	общего с	1	3
157	с этим	5	3
158	как к	1	3
159	что касается	2	3
160	говорит что	10	3
161	это просто	2	3
162	это можно	1	3
163	точку зрения	1	3
164	с окончанием	1	3
165	за то	3	3
166	в другом	1	3
167	и с	2	3
168	даже в	2	3
169	кажется что	2	3
170	ни в	3	3
171	что не	4	3
172	тому что	6	3
173	во время	6	3
174	в конце	8	3
175	а на	2	3
176	не по	2	3
177	в основе	3	3
178	стремление к	1	3
179	в каком	8	3
180	обстоятельство что	1	3
181	что оно	3	3
182	должен быть	1	3
183	не трудно	1	3
184	об этом	4	3
185	и вообще	1	3
186	в стих	2	3
187	внимание на	2	3
188	между тем	1	3
189	и только	7	3
190	но с	1	3
191	в двух	4	3
192	в какой	5	3
193	и так	4	3
194	в уста	3	3
195	с одной	3	3
196	если это	1	3
197	в виде	3	3
198	а с	2	3
199	что для	5	3
200	говорит о	4	3
201	на этот	3	3
202	в тех	2	3
203	да и	3	3
204	с этой	4	3
205	не является	2	3
206	и для	3	3
207	в результате	2	3
208	будто бы	1	3
209	отношению к	1	3
210	в таком	4	3
211	ничего общего	1	3
212	в первом	1	2
213	не хочет	1	2
214	литературная критика	1	2
215	а как	2	2
216	мы имеем	2	2
217	мы не	5	2
218	бы что	1	2
219	не была	1	2
220	в сущности	6	2
221	время как	2	2
222	из того	1	2
223	когда речь	2	2
224	литературы и	2	2
225	быть в	1	2
226	совсем не	1	2
227	в сторону	3	2
228	и речи	1	2
229	евгений онегин	1	2
230	за пределы	1	2
231	идет о	3	2
232	более чем	1	2
233	в своем	7	2
234	есть в	1	2
235	что нет	2	2
236	смысле этого	3	2
237	целый ряд	5	2
238	в каком-то	2	2
239	от этого	3	2
240	так или	1	2
241	бы не	2	2
242	думать что	2	2
243	то обстоятельство	1	2
244	раз в	7	2
245	в себе	6	2
246	но он	6	2
247	и те	1	2
248	не могла	1	2
249	вообще не	1	2
250	при этом	2	2
251	он не	11	2
252	всех этих	3	2
