N	3gram	Vygotskiy__4	Problema
1	о том что	10	14
2	в таком случае	1	10
3	во всяком случае	3	10
4	в конце концов	3	7
5	то что мы	3	7
6	так или иначе	1	6
7	и т д	2	6
8	в этом смысле	1	5
9	с одной стороны	3	5
10	с другой стороны	2	5
11	то же самое	6	5
12	это то что	1	4
13	до сих пор	3	4
14	ни в каком	1	4
15	не был бы	1	4
16	до тех пор	2	4
17	на то что	6	4
18	в то же	1	4
19	сама по себе	3	4
20	в том что	12	4
21	что иное как	1	3
22	только то что	1	3
23	точно так же	3	3
24	и в частности	2	3
25	и в этом	3	3
26	в каком случае	1	3
27	не может быть	1	3
28	бы не было	1	3
29	те или иные	1	3
30	можно сказать что	1	3
31	не что иное	1	3
32	или хотя бы	1	2
33	так же и	1	2
34	и той же	2	2
35	на самом деле	5	2
36	в самом деле	7	2
37	вне и независимо	1	2
38	никак не может	2	2
39	с самого начала	5	2
40	сами по себе	3	2
41	бы то ни	1	2
42	а может быть	1	2
43	можно было бы	4	2
44	для того чтобы	19	2
45	на эту тему	1	2
46	не только в	1	2
47	то что она	1	2
48	будто бы и	1	2
49	друг к другу	1	2
50	по себе и	2	2
51	одной и той	2	2
52	заключается в том	3	2
53	это и есть	3	2
54	и независимо от	1	2
55	ничего общего с	1	2
56	то есть в	1	2
57	не только не	2	2
58	но никак не	1	2
59	мысль о том	1	2
60	подобно тому как	1	2
61	взятые сами по	1	2
62	тем самым мы	1	2
63	том или ином	1	2
64	и здесь мы	1	2
65	таким образом что	2	1
66	что в этом	1	1
67	прямо сказать что	1	1
68	в какой мере	2	1
69	и она тоже	1	1
70	мы ничего не	1	1
71	он может быть	1	1
72	также и в	1	1
73	в самом точном	1	1
74	самом деле если	1	1
75	внимание на то	2	1
76	нам кажется что	1	1
77	о том как	2	1
78	же как и	1	1
79	потому что не	1	1
80	том что это	1	1
81	и если мы	2	1
82	но далеко не	1	1
83	и не может	1	1
84	все тот же	2	1
85	сказать что до	1	1
86	мы могли бы	1	1
87	потому что и	1	1
88	то что в	3	1
89	и только после	5	1
90	что в нем	5	1
91	что она не	1	1
92	совершенно ясно что	3	1
93	к тому чтобы	3	1
94	как мы уже	1	1
95	если мы прибавим	1	1
96	элементы из которых	1	1
97	что все это	1	1
98	при каких условиях	1	1
99	вместе с тем	2	1
100	не то что	3	1
101	ни в какой	1	1
102	же мы не	1	1
103	и в то	1	1
104	что совсем не	1	1
105	и в своем	1	1
106	то время как	2	1
107	так же как	3	1
108	и в своих	1	1
109	в противоречие с	1	1
110	значит ли это	1	1
111	то ни было	1	1
112	что может быть	2	1
113	вовсе не для	1	1
114	на первый взгляд	1	1
115	вовсе не то	1	1
116	ли в этом	1	1
117	содержания и формы	1	1
118	а с другой	1	1
119	в том или	1	1
120	какой бы то	1	1
121	уже о том	1	1
122	перед нами в	1	1
123	самом точном смысле	1	1
124	в точном смысле	1	1
125	при помощи одной	1	1
126	которую мы назвали	1	1
127	а на самом	1	1
128	было бы идти	1	1
129	потому что они	1	1
130	что мы выше	1	1
131	но и вообще	1	1
132	нет никакой возможности	2	1
133	а то что	1	1
134	да и не	2	1
135	придется говорить о	1	1
136	и самый этот	1	1
137	то обстоятельство что	1	1
138	мы не можем	1	1
139	в то время	2	1
140	говорить о том	3	1
141	к выводу что	1	1
142	именно то что	1	1
143	метод исследования в	1	1
144	тому что такой	1	1
145	ни одна из	1	1
146	самом деле она	1	1
147	не просто сумма	1	1
148	в хронологическом порядке	1	1
149	здесь вовсе не	1	1
150	и когда мы	1	1
151	это нужно и	2	1
152	нужно было бы	1	1
153	на то чтобы	2	1
154	и формы в	1	1
155	что до сих	1	1
156	без всякого затруднения	1	1
157	то есть мы	1	1
158	что речь идет	1	1
159	во всей этой	1	1
