N	3gram	Potebnia_M_2	FransuaR
1	то же время	2	9
2	в то же	2	9
3	то есть в	1	4
4	после того как	2	4
5	в свою очередь	6	3
6	так и в	2	3
7	в том что	7	3
8	дело в том	1	2
9	более или менее	8	2
10	о том как	1	2
11	то что в	2	2
12	в большинстве случаев	1	2
13	как и в	1	2
14	что у него	1	2
15	того как он	1	2
16	и может быть	2	1
17	не в состоянии	4	1
18	того как с	1	1
19	и связанные с	1	1
20	имеет дело с	1	1
21	во-первых потому что	1	1
22	здесь только в	1	1
23	его в себе	1	1
24	и для самого	1	1
25	на самом деле	2	1
26	есть прежде всего	2	1
27	во-вторых потому что	1	1
28	о которой мы	2	1
29	в одно мгновение	1	1
30	сам по себе	4	1
31	по себе и	1	1
32	он может стать	1	1
33	с тем что	1	1
34	но вряд ли	1	1
35	со всех сторон	1	1
36	и здесь как	1	1
37	и не в	1	1
38	тогда как в	2	1
39	в применении к	1	1
40	что в слове	2	1
41	здесь как и	1	1
42	даже больше в	1	1
43	имеет ничего общего	1	1
44	а скорее в	1	1
45	и в этом	1	1
46	о том что	1	1
47	в связи с	1	1
48	большую или меньшую	1	1
49	только после того	1	1
50	есть не только	1	1
51	как и при	1	1
52	тот же что	2	1
53	не есть нечто	1	1
54	таким образом в	2	1
55	а не наоборот	1	1
56	во всяком случае	7	1
57	не имеет значения	1	1
58	пространство и время	1	1
59	ни для кого	1	1
60	ничего общего с	1	1
61	в одном из	1	1
62	и тем самым	1	1
63	как и во	2	1
64	с самого начала	2	1
65	и в самом	1	1
66	ближе всего к	1	1
67	приведением в порядок	1	1
68	друг от друга	1	1
69	что в каждом	1	1
70	в этом смысле	2	1
71	мы не знаем	1	1
72	мы не в	1	1
73	в себе в	1	1
74	не знаем но	1	1
75	во все стороны	1	1
76	не имеет ничего	1	1
