N	3gram	Bakhtin_Pr_4	Vladivir
1	в письме к	1	8
2	о том что	2	7
3	в том что	2	7
4	в свое время	2	5
5	дело в том	2	4
6	в этом смысле	2	4
7	то же время	5	4
8	в то же	5	4
9	более или менее	3	3
10	в конце концов	1	3
11	с другой стороны	3	3
12	не может быть	8	3
13	как мы уже	2	3
14	как раз и	3	2
15	и в то	1	2
16	как мы увидим	3	2
17	не только в	1	2
18	во всяком случае	1	2
19	вовсе не был	1	2
20	мы уже сказали	2	2
21	можно сказать что	2	2
22	том что он	1	2
23	к тому же	1	2
24	и в конце	1	1
25	а не к	1	1
26	а следовательно и	2	1
27	нет и не	2	1
28	мысли и слова	1	1
29	о нем в	1	1
30	в самом деле	4	1
31	в том же	1	1
32	нам кажется что	3	1
33	самом же деле	1	1
34	и не может	7	1
35	так что и	1	1
36	на самом же	1	1
37	он никогда не	1	1
38	одно и то	1	1
39	дело не в	1	1
40	его жизнь в	1	1
41	у него в	1	1
42	но в то	2	1
43	с одной стороны	1	1
44	в связи с	1	1
45	жизни и мысли	2	1
46	и то же	1	1
47	потому что она	1	1
48	который как мы	1	1
49	в одной плоскости	2	1
50	себя в известной	1	1
51	ведь и сам	3	1
52	так или иначе	1	1
53	но во всем	1	1
54	но только в	1	1
55	другой стороны мы	1	1
56	до настоящего времени	1	1
57	это конечно не	1	1
58	ту же тему	2	1
59	и к своему	1	1
60	не в одном	1	1
61	одной плоскости с	1	1
62	важное место и	1	1
63	так и в	1	1
64	и вместе с	1	1
65	но как раз	1	1
66	выходят за пределы	2	1
67	мы не будем	1	1
68	но нас здесь	1	1
69	на этом мы	2	1
70	в котором он	1	1
71	же деле это	1	1
72	в известной степени	1	1
73	в его доме	1	1
74	что как раз	1	1
75	к тому что	1	1
76	лицом к лицу	1	1
77	не в этом	1	1
78	в жизни и	1	1
79	также и в	1	1
