N	2gram	Bakhtin_Fr_7	Hudozhes
1	в мире	3	23
2	в качестве	9	19
3	то есть	20	18
4	и не	7	16
5	не только	5	15
6	и в	41	15
7	в том	11	15
8	тогда как	1	13
9	может быть	4	13
10	в частности	1	13
11	при этом	3	12
12	и его	9	12
13	а в	5	12
14	но не	1	11
15	в этом	15	11
16	в себе	11	11
17	то же	13	10
18	по отношению	2	10
19	как бы	7	10
20	так и	10	10
21	а не	2	10
22	отношению к	2	10
23	но и	9	10
24	такого рода	1	9
25	точки зрения	5	9
26	в его	12	9
27	своего рода	2	8
28	себя в	1	8
29	отличие от	1	7
30	но в	8	7
31	в то	10	7
32	с его	2	6
33	отношение к	2	6
34	том что	4	6
35	не в	9	6
36	в основе	1	6
37	же время	9	6
38	по своей	1	6
39	в ее	1	6
40	не может	3	6
41	что в	9	6
42	в их	3	5
43	более или	2	5
44	в самом	1	5
45	то что	8	5
46	ни в	6	5
47	тем самым	3	5
48	с ее	3	5
49	картина мира	2	5
50	а также	2	5
51	того что	2	5
52	только в	6	5
53	уже не	2	5
54	и т.п	9	5
55	между ними	1	5
56	или менее	2	5
57	в нем	7	5
58	героя и	1	5
59	отношения к	1	4
60	и то	2	4
61	мы имеем	2	4
62	место в	4	4
63	еще не	2	4
64	а только	2	4
65	как к	1	4
66	хотя и	4	4
67	и как	2	4
68	он не	4	4
69	в другом	1	4
70	и тем	1	4
71	в слове	1	4
72	в этих	2	4
73	в своей	3	4
74	и т.д	2	4
75	между тем	1	4
76	в форме	3	4
77	во времени	2	4
78	для него	6	4
79	к которому	1	4
80	прежде всего	11	4
81	а на	2	4
82	не знает	3	4
83	как это	1	4
84	например в	3	4
85	к тому	2	4
86	по пути	1	4
87	сказать что	1	4
88	того же	3	3
89	и ее	2	3
90	в виду	4	3
91	и к	5	3
92	в которой	2	3
93	картины мира	4	3
94	одно и	2	3
95	его в	3	3
96	это не	6	3
97	этом смысле	1	3
98	в единое	1	3
99	как и	14	3
100	с точки	3	3
101	но он	4	3
102	их в	2	3
103	автора и	1	3
104	в отношении	3	3
105	потому что	5	3
106	не будет	1	3
107	так в	1	3
108	к его	1	3
109	и что	1	3
110	что он	3	3
111	к нему	5	3
112	во втором	1	3
113	во всей	2	3
114	в области	2	3
115	далеко не	2	3
116	в воображении	1	3
117	в рассказе	1	3
118	не на	3	3
119	по своему	2	3
120	о чем	1	3
