N	3gram	Tiupa_Narr_2	FransuaR
1	в то же	3	10
2	то же время	3	10
3	до сих пор	1	8
4	в большинстве случаев	1	6
5	в том что	8	6
6	и в то	1	5
7	в тарасе бульбе	1	4
8	в связи с	1	3
9	о том что	4	2
10	существенную роль в	2	2
11	по своему характеру	1	2
12	с одной стороны	5	2
13	можно сказать что	3	2
14	не только не	2	2
15	для того чтобы	1	2
16	в этом процессе	1	2
17	в то время	1	2
18	более или менее	1	2
19	в данном случае	6	2
20	с точки зрения	2	2
21	не может быть	2	2
22	во всей его	1	1
23	в чем же	1	1
24	хотя оно и	1	1
25	подобно тому как	2	1
26	в этом смысле	1	1
27	то есть все	1	1
28	в реальной действительности	1	1
29	о любви в	1	1
30	в которой он	1	1
31	так и в	1	1
32	и т.п то	1	1
33	по сравнению с	1	1
34	границы как бы	1	1
35	том или ином	1	1
36	в этой системе	1	1
37	тома мертвых душ	1	1
38	играют существенную роль	2	1
39	а с другой	1	1
40	а также и	1	1
41	что это за	1	1
42	низа и верха	1	1
43	право говорить и	1	1
44	таким образом что	1	1
45	к тому же	4	1
46	не в том	1	1
47	что все эти	1	1
48	в частности в	1	1
49	то же самое	1	1
50	и в других	1	1
51	мы узнаем что	2	1
52	начала и конца	1	1
53	оно и не	1	1
54	как бы в	2	1
55	состоит в том	4	1
56	можно было бы	1	1
57	на самом деле	2	1
58	по отношению к	5	1
59	в отличие от	5	1
60	войны и мира	4	1
61	вместо того чтобы	1	1
62	но при этом	3	1
63	никогда не бывает	1	1
64	узнаем что в	1	1
65	той или иной	3	1
66	одной стороны и	1	1
67	на эту тему	1	1
68	он вовсе не	1	1
69	и к миру	1	1
70	в частности из	1	1
71	в самом деле	1	1
72	как правило не	1	1
73	в том или	1	1
74	что никогда не	1	1
75	в известном смысле	3	1
76	в этом отношении	3	1
77	но и в	2	1
78	и т.п но	1	1
79	в той или	1	1
80	в процессе перехода	1	1
