N	3gram	Tiupa_Hudo_2	Vladivir
1	в том что	11	9
2	в то время	1	6
3	тем не менее	3	6
4	и то что	1	5
5	в это время	1	4
6	можно судить по	1	4
7	содержит в себе	1	4
8	как мы знаем	1	4
9	дело в том	1	3
10	с точки зрения	2	3
11	в то же	4	3
12	точно так же	1	3
13	так или иначе	1	3
14	у него в	1	3
15	то же время	4	3
16	о том что	7	3
17	в настоящее время	1	2
18	можно было бы	2	2
19	в данном случае	2	2
20	не только в	2	2
21	него и в	1	2
22	так и не	4	2
23	он уже не	1	2
24	а в том	1	2
25	не то что	1	2
26	заключается в том	1	2
27	в течение всей	1	2
28	после того как	1	2
29	и все же	1	2
30	по разным причинам	1	1
31	но по разным	1	1
32	да и в	1	1
33	а для того	1	1
34	во что бы	1	1
35	не только об	1	1
36	не было ни	1	1
37	то ни стало	1	1
38	вместил в себя	1	1
39	но то что	1	1
40	в том числе	1	1
41	что несмотря на	1	1
42	в этом случае	1	1
43	как раз и	1	1
44	что он уже	1	1
45	до сих пор	2	1
46	и в то	2	1
47	бы то ни	1	1
48	в этом отношении	1	1
49	то и в	1	1
50	и ухаживать за	1	1
51	едва ли может	1	1
52	из этого не	1	1
53	что можно сказать	1	1
54	что бы то	1	1
55	что это за	1	1
56	еще казалось что	1	1
57	в самом начале	1	1
58	нечто такое что	1	1
59	как мы с	1	1
60	в них нет	1	1
61	и все его	1	1
62	а также и	1	1
63	то время как	1	1
64	за собой и	1	1
65	что я не	1	1
66	течение всей жизни	1	1
67	к той же	1	1
68	только в таком	1	1
69	них нет ничего	1	1
70	и не могла	1	1
71	уже во втором	1	1
72	и в том	1	1
73	не может быть	3	1
74	мы читаем и	1	1
75	то что я	1	1
76	но тем не	2	1
77	с самого начала	1	1
78	но ни о	1	1
79	в самом деле	3	1
80	но все же	1	1
81	можно сказать что	1	1
82	все еще казалось	1	1
83	в котором по	1	1
84	для того чтобы	3	1
85	как нам представляется	1	1
86	судить по его	1	1
87	к тому же	2	1
88	пока еще не	1	1
89	и т д	2	1
