N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	16	26
2	а не	10	17
3	но и	15	15
4	при этом	2	14
5	в том	8	14
6	и не	42	14
7	в этом	20	13
8	и в	45	13
9	том что	7	13
10	только в	9	11
11	в частности	1	11
12	может быть	18	10
13	в данном	1	10
14	так и	3	9
15	то есть	50	9
16	к тому	1	9
17	а в	3	9
18	в себе	5	8
19	то что	5	8
20	не в	8	8
21	не может	24	8
22	у него	6	6
23	в своем	5	6
24	все же	4	6
25	и к	2	6
26	но в	6	6
27	в жизни	3	6
28	никогда не	17	6
29	ничего не	3	6
30	данном случае	1	6
31	и т.п	6	6
32	можно сказать	2	6
33	в его	22	6
34	того что	3	6
35	со стороны	4	6
36	прежде всего	11	6
37	как бы	15	6
38	жизни в	2	6
39	героя в	5	6
40	я не	6	5
41	ответ на	1	5
42	отличие от	1	5
43	что он	7	5
44	как в	4	5
45	хотя и	2	5
46	в нем	20	5
47	тем не	1	5
48	он не	9	5
49	таким образом	11	5
50	на протяжении	3	5
51	далеко не	4	5
52	точки зрения	19	5
53	в котором	7	5
54	место в	1	5
55	тем самым	2	5
56	в то	5	5
57	на него	2	5
58	о том	3	5
59	в форме	2	5
60	с одной	1	5
61	по отношению	8	5
62	с другой	1	5
63	в той	3	5
64	в отличие	1	5
65	отношению к	8	5
66	то же	5	4
67	в ее	3	4
68	в этой	1	4
69	о жизни	1	4
70	перед нами	4	4
71	тому же	1	4
72	уже не	6	4
73	в мире	3	4
74	об этом	3	4
75	все его	3	4
76	в своей	6	4
77	в конце	4	4
78	не менее	2	4
79	при всей	1	4
80	если бы	2	4
81	как у	2	4
82	и т.д	3	4
83	в другом	1	4
84	в какой	1	4
85	для него	9	4
86	у нее	1	4
87	в рассказе	3	4
88	как и	14	4
89	как это	2	4
90	в литературе	6	4
91	не является	3	4
92	и все	1	4
93	с ним	8	4
94	же в	1	4
95	и у	2	4
96	жизни и	15	4
97	что в	6	4
98	все что	3	4
99	для себя	3	3
100	самом деле	4	3
101	а как	4	3
102	мы имеем	2	3
103	с его	8	3
104	но не	6	3
105	что они	3	3
106	в произведениях	3	3
107	как к	2	3
108	в целом	5	3
109	все эти	4	3
110	в ответ	1	3
111	и его	8	3
112	так сказать	7	3
113	и по	2	3
114	самим собой	1	3
115	он является	1	3
116	в слове	1	3
117	которой он	1	3
118	и того	1	3
119	о герое	4	3
120	что я	1	3
121	точку зрения	5	3
122	тому что	1	3
123	одна из	3	3
124	того чтобы	1	3
125	же время	3	3
126	этом отношении	2	3
127	той или	3	3
128	на том	1	3
129	и когда	1	3
130	и сам	3	3
131	мира и	1	3
132	строго говоря	1	3
133	между собой	1	3
134	о котором	1	3
135	о ней	1	3
136	о нем	6	3
137	за пределами	1	3
138	это не	3	3
139	с матерью	2	3
140	один из	2	3
141	с ними	4	3
142	никак не	1	3
143	как раз	6	3
144	и даже	3	3
145	или иной	3	3
146	человек в	3	3
147	характера и	2	3
148	да и	1	3
149	и для	2	3
150	сказать что	5	3
151	к его	1	3
152	в таком	3	3
153	он может	2	2
154	мере в	1	2
155	отношения между	1	2
156	должна быть	3	2
157	мы не	1	2
158	же как	4	2
159	своих героев	2	2
160	подчеркнуть что	3	2
161	в каждой	1	2
162	в ней	7	2
163	двух или	1	2
164	еще не	9	2
165	он сам	6	2
166	в чем	2	2
167	на самом	1	2
168	же она	1	2
169	присутствует в	1	2
170	в центре	1	2
171	как образ	1	2
172	ней в	1	2
173	в самом	13	2
174	бы с	1	2
175	в нашем	2	2
176	из этих	1	2
177	как он	4	2
178	на то	2	2
179	в случае	1	2
180	вследствие этого	1	2
181	что она	4	2
182	к миру	1	2
183	когда все	1	2
184	чтобы в	1	2
185	которая не	2	2
186	той же	1	2
187	зрения на	5	2
188	персонажей и	1	2
189	было бы	4	2
190	на второй	1	2
191	в самую	2	2
192	со своими	6	2
193	несмотря на	1	2
194	ведет к	2	2
195	памяти в	1	2
196	с точки	9	2
197	и что	2	2
198	жизни с	1	2
199	от его	2	2
200	стало быть	3	2
201	но он	1	2
202	и более	2	2
203	что с	1	2
204	не имеет	3	2
205	в процессе	2	2
206	говорить о	1	2
207	достоевского и	2	2
208	своей природе	1	2
209	потому что	8	2
210	со своим	1	2
211	с таким	1	2
212	в сознании	2	2
213	в области	2	2
214	у нас	2	2
215	личности в	3	2
216	и здесь	2	2
217	все то	2	2
218	его внутренней	1	2
219	но для	1	2
220	и он	3	2
221	подобно тому	2	2
222	здесь не	2	2
223	не могу	1	2
224	себе самом	3	2
225	и иные	1	2
226	что у	4	2
227	можно было	2	2
228	те же	2	2
229	начала и	2	2
230	все те	2	2
231	а во	1	2
232	что и	5	2
233	важно не	1	2
234	представления о	1	2
235	в современной	1	2
236	но зато	1	2
237	себя в	2	2
238	с нею	1	2
239	в виде	1	2
240	в начале	2	2
241	не все	1	2
242	в равной	1	2
243	в душе	1	2
244	о них	2	2
245	у меня	3	2
246	одно из	1	2
247	на одном	1	2
248	могло бы	1	2
249	вовсе не	7	2
250	может служить	1	2
251	жизни на	1	2
252	в других	1	2
253	только на	1	2
254	не оказывается	1	2
255	не обязательно	1	2
256	именно в	3	2
257	бытия в	2	2
258	а с	3	2
259	в настоящем	1	2
260	нового времени	3	2
261	героя и	7	2
262	равной степени	1	2
263	превращается в	4	2
264	церкви и	1	2
265	зависит от	1	2
266	его характер	1	2
267	если не	2	2
268	так же	5	2
269	в него	1	2
270	автора в	3	2
271	о чем	1	2
272	видит в	1	2
273	тому как	2	2
274	его жизни	2	2
275	думать о	1	2
276	другого человека	1	2
277	главного героя	1	2
278	той мере	1	2
279	но это	2	2
280	для автора	4	2
281	потому не	1	2
282	в результате	3	2
283	бы в	5	2
284	тем более	1	2
285	хотя бы	5	2
286	только что	2	2
287	вступает в	4	2
288	о своем	1	2
289	они все	1	2
290	в свою	1	2
291	в своих	4	2
292	по поводу	1	2
293	как на	2	2
294	они не	2	2
295	эта новая	2	1
296	так значит	1	1
297	своей значимости	1	1
298	отношения к	2	1
299	не должны	1	1
300	одним из	3	1
301	например в	2	1
302	относится и	2	1
303	состояниях и	1	1
304	таком случае	1	1
305	самым в	1	1
306	хотя при	1	1
307	все остальное	1	1
308	это и	1	1
309	каждый из	1	1
310	смотрит на	1	1
311	было как	1	1
312	смерть в	1	1
313	из его	1	1
314	он уже	2	1
315	нельзя назвать	1	1
316	этого оно	1	1
317	в зависимости	3	1
318	и должен	1	1
319	из персонажей	1	1
320	на пороге	4	1
321	на материале	3	1
322	их жизни	2	1
323	матери с	2	1
324	мир не	1	1
325	точке соприкосновения	1	1
326	случае это	1	1
327	нескольких сознаний	1	1
328	героя но	1	1
329	именно к	1	1
330	не была	1	1
331	только благодаря	1	1
332	о возможности	1	1
333	на практике	1	1
334	мы и	3	1
335	соприкосновения разных	1	1
336	зависимости от	3	1
337	первого и	1	1
338	как свой	1	1
339	каждого персонажа	1	1
340	проявляется в	2	1
341	в xix	2	1
342	в уста	3	1
343	быть в	2	1
344	внешне но	1	1
345	во всех	4	1
346	не смерти	1	1
347	диалоги персонажей	1	1
348	в сторону	2	1
349	не входит	2	1
350	свою жизнь	2	1
351	о слове	2	1
352	человеческих отношений	2	1
353	отношение к	8	1
354	смысловое единство	1	1
355	воплощенной в	2	1
356	ее обновлению	1	1
357	за пределы	5	1
358	из таких	1	1
359	относится к	2	1
360	они характеризуют	1	1
361	него только	1	1
362	чем же	2	1
363	наряду с	1	1
364	персонажей с	1	1
365	в одной	5	1
366	если она	1	1
367	своей жизни	3	1
368	или косвенно	1	1
369	до его	1	1
370	и нет	1	1
371	им в	4	1
372	по форме	1	1
373	и как	2	1
374	и наконец	1	1
375	более или	1	1
376	себе не	1	1
377	здесь и	2	1
378	это их	1	1
379	вовлекается в	1	1
380	то в	1	1
381	за собой	2	1
382	точкой зрения	2	1
383	а есть	3	1
384	в которой	2	1
385	бы и	3	1
386	в литературном	1	1
387	бы не	3	1
388	для формирования	1	1
389	с их	4	1
390	и смысловая	1	1
391	и будущее	1	1
392	будто и	1	1
393	говорит не	1	1
394	быть только	2	1
395	к герою	5	1
396	разных сознаний	1	1
397	к некоторому	1	1
398	мыслей в	1	1
399	не обращался	1	1
400	нашего времени	1	1
401	в плане	1	1
402	что ни	1	1
403	смысле как	1	1
404	на этом	1	1
405	его можно	1	1
406	людей и	2	1
407	лишь с	1	1
408	такая постановка	1	1
409	в нее	1	1
410	здесь мы	1	1
411	конечно в	2	1
412	его не	1	1
413	в единую	1	1
414	входит в	9	1
415	есть не	1	1
416	по природе	3	1
417	которая как	1	1
418	этом смысле	5	1
419	всю свою	1	1
420	внутри авторского	2	1
421	истории и	1	1
422	характер не	1	1
423	его борьбы	1	1
424	в новое	1	1
425	здесь нет	2	1
426	мы встречаемся	1	1
427	отказавшись от	1	1
428	ни в	2	1
429	но уже	2	1
430	к которым	1	1
431	и особенно	2	1
432	всю жизнь	1	1
433	автору и	1	1
434	не всегда	1	1
435	не убеждает	1	1
436	в развитии	2	1
437	должно быть	4	1
438	вопроса а	1	1
439	автора и	2	1
440	еще раз	3	1
441	и ничего	1	1
442	между ними	4	1
443	одного и	2	1
