N	2gram	Bakhtin_Pr_4	Formalny
1	поэтического языка	1	65
2	и в	46	38
3	в этом	16	27
4	может быть	23	23
5	и его	6	21
6	и пр	2	21
7	таким образом	4	20
8	и не	27	20
9	в самом	9	16
10	не в	10	15
11	прежде всего	9	15
12	не может	19	14
13	в нем	17	13
14	связи с	1	13
15	но и	12	13
16	в пределах	10	12
17	языка и	2	12
18	в поэзии	2	12
19	с его	5	11
20	в том	9	11
21	языка как	1	11
22	вовсе не	9	11
23	в его	9	10
24	в связи	1	10
25	с помощью	3	10
26	не только	14	9
27	при этом	5	9
28	и с	7	9
29	как и	12	9
30	языка в	2	9
31	на почве	2	9
32	в процессе	4	9
33	язык как	1	8
34	самом деле	4	8
35	все же	4	8
36	точки зрения	11	8
37	так и	4	8
38	что и	3	8
39	тем что	3	8
40	в первом	1	7
41	как мы	12	7
42	в корне	2	7
43	лишь в	2	7
44	по себе	7	7
45	для него	2	7
46	в своей	3	7
47	с точки	9	7
48	во втором	1	7
49	уже не	4	7
50	в других	2	7
51	не могут	3	7
52	по существу	3	7
53	слова и	7	7
54	что в	4	7
55	в ней	1	6
56	все эти	4	6
57	в этой	3	6
58	то же	6	6
59	было бы	3	6
60	он не	4	6
61	в их	4	6
62	могут быть	2	6
63	для понимания	2	6
64	в языке	2	6
65	все время	2	6
66	только в	6	6
67	то что	4	6
68	не было	2	6
69	вместе с	2	6
70	а не	11	6
71	как раз	7	6
72	в результате	2	6
73	хотя бы	2	6
74	а в	2	6
75	по преимуществу	1	5
76	должна быть	2	5
77	во всех	5	5
78	в общем	2	5
79	в слове	3	5
80	в то	5	5
81	же время	5	5
82	если бы	3	5
83	и только	3	5
84	что он	6	5
85	всяком случае	1	5
86	если мы	5	5
87	языка а	1	5
88	и речи	1	5
89	именно в	1	5
90	с этим	2	5
91	что же	3	5
92	более того	3	5
93	и для	3	5
94	бы в	3	5
95	еще более	3	5
96	во всяком	2	5
97	здесь и	3	4
98	высшей степени	1	4
99	в сущности	7	4
100	литературы и	1	4
101	одним словом	1	4
102	в сторону	1	4
103	как в	4	4
104	и наконец	4	4
105	и к	9	4
106	не как	3	4
107	от нее	1	4
108	входит в	1	4
109	в высшей	1	4
110	не столько	1	4
111	раз и	4	4
112	ничего не	2	4
113	к тому	2	4
114	здесь не	4	4
115	языке как	1	4
116	но в	6	4
117	в большинстве	9	4
118	что не	1	4
119	так как	5	4
120	не о	1	4
121	даже и	1	4
122	именно как	2	4
123	и даже	3	4
124	в некоторых	1	4
125	другой стороны	3	4
126	там где	2	4
127	на фоне	6	4
128	мы говорим	1	4
129	вот как	2	4
130	как бы	19	4
131	известной степени	1	4
132	лишь как	2	4
133	совершенно не	4	4
134	к этому	1	4
135	они не	2	4
136	например в	4	3
137	же как	2	3
138	сам по	3	3
139	тем же	3	3
140	и до	3	3
141	а как	2	3
142	мы не	4	3
143	между этими	3	3
144	то это	3	3
145	и на	11	3
146	в сюжете	1	3
147	не входит	2	3
148	если в	2	3
149	как к	1	3
150	однако не	1	3
151	хотя и	6	3
152	и как	2	3
153	от этого	2	3
154	что это	1	3
155	в целом	1	3
156	из этих	3	3
157	но ведь	2	3
158	роль в	1	3
159	только на	3	3
160	так сказать	5	3
161	время и	2	3
162	но именно	3	3
163	значительной степени	1	3
164	его в	1	3
165	он и	4	3
166	такой же	3	3
167	место в	1	3
168	однако и	1	3
169	только и	2	3
170	а лишь	1	3
171	следует отметить	1	3
172	в области	1	3
173	но все	2	3
174	его с	1	3
175	не есть	1	3
176	того чтобы	1	3
177	так в	2	3
178	особенно в	5	3
179	произведения не	1	3
180	и здесь	4	3
181	к действительности	1	3
182	в значительной	1	3
183	к нему	5	3
184	в какой	1	3
185	именно на	1	3
186	то и	2	3
187	большинстве случаев	8	3
188	менее всего	1	3
189	мы знаем	1	3
190	и их	3	3
191	слова в	13	3
192	на лингвистику	1	3
193	с другой	3	3
194	специфических особенностей	1	3
195	и др	1	3
196	речи и	5	3
197	материал и	2	3
198	о возможности	1	3
199	их к	1	3
200	быть и	1	3
201	все это	6	3
202	на самом	1	3
203	или в	8	3
204	по принципу	1	3
205	и все	9	3
206	была бы	1	3
207	всей полноты	1	3
208	жизни и	5	3
209	относится и	1	2
210	в такой	1	2
211	и то	1	2
212	этом пункте	1	2
213	самый предмет	2	2
214	между двумя	3	2
215	к другому	5	2
216	игры с	1	2
217	слово у	4	2
218	было и	1	2
219	при анализе	1	2
220	до крайности	1	2
221	не была	2	2
222	функции в	1	2
223	совпадает с	1	2
224	это время	1	2
225	в широком	1	2
226	в последних	1	2
227	но не	4	2
228	системы языка	1	2
229	но как	1	2
230	а только	1	2
231	отношение к	3	2
232	он пишет	1	2
233	отличие от	3	2
234	к сожалению	1	2
235	речи именно	1	2
236	в одной	2	2
237	для создания	1	2
238	в художественном	2	2
239	определенных условиях	1	2
240	все остальные	1	2
241	перед нами	12	2
242	кроме того	4	2
243	приема в	1	2
244	со своей	1	2
245	та же	1	2
246	уже в	4	2
247	речи но	1	2
248	взаимоотношение между	1	2
249	элементов в	1	2
250	важное место	1	2
251	очень существенное	1	2
252	ее как	1	2
253	в единстве	3	2
254	они только	1	2
255	не к	3	2
256	широком смысле	2	2
257	в плане	1	2
258	путем что	1	2
259	и по	2	2
260	на этом	3	2
261	они должны	3	2
262	говорить не	1	2
263	для нее	1	2
264	от одного	2	2
265	и иных	1	2
266	должен был	1	2
267	и тем	2	2
268	бы совершенно	1	2
269	ни в	6	2
270	от него	1	2
271	место и	1	2
272	тем резче	1	2
273	должно быть	4	2
274	том что	4	2
275	нужно было	1	2
276	в этих	4	2
277	во второй	1	2
278	установка на	3	2
279	себе а	2	2
280	в отличие	3	2
281	как их	1	2
282	отрицает и	1	2
283	их в	3	2
284	не могли	2	2
285	для этого	2	2
286	даже в	1	2
287	тому что	1	2
288	она не	3	2
289	тем самым	1	2
290	и функции	1	2
291	с теми	1	2
292	самого начала	1	2
293	этими двумя	1	2
294	для всего	1	2
295	никогда не	6	2
296	слово и	7	2
297	правда в	3	2
298	слова как	3	2
299	этих двух	4	2
300	и лишь	1	2
301	точке зрения	1	2
302	всего в	1	2
303	самом предмете	2	2
304	что на	1	2
305	если же	5	2
306	эти явления	3	2
