N	4gram	Losev_Dial_2	Analitik
1	в то же время	3	6
2	не что иное как	3	4
3	есть не что иное	2	3
4	в том что он	1	2
5	антитеза внутреннего и внешнего	1	2
6	только тогда когда оно	2	1
7	всегда противопоставление себя всему	1	1
8	противопоставление себя всему внешнему	1	1
9	внешнему что не есть	1	1
10	себя всему внешнему что	1	1
11	на самом же деле	1	1
12	так что оно дано	1	1
13	видите здесь обязательно нечто	1	1
14	обязательно отождествляются в одном	1	1
15	два плана обязательно отождествляются	1	1
16	в одном неделимом лике	1	1
17	одно и то же	4	1
18	одна и та же	4	1
19	обязательно два различных плана	1	1
20	и вместе с тем	1	1
21	но о том что	1	1
22	совершенно необходима для понятия	1	1
23	эти два плана обязательно	1	1
24	и эти два плана	1	1
25	не есть она сама	1	1
26	однако так что оно	1	1
27	может и должно быть	1	1
28	и как будто бы	1	1
29	необходима для понятия личности	1	1
30	оно дано только через	1	1
31	отождествляются в одном неделимом	1	1
32	до тех пор пока	1	1
33	различных плана и эти	1	1
34	пребывающее ядро и переменчивые	1	1
35	всему внешнему что не	1	1
36	что не есть она	1	1
37	вы видите здесь обязательно	1	1
38	ядро и переменчивые акциденции	1	1
39	есть всегда противопоставление себя	1	1
40	дано только через внешнее	1	1
41	личности а не ее	1	1
42	два различных плана и	1	1
43	плана и эти два	1	1
44	здесь обязательно нечто внутреннее	1	1
45	плана обязательно отождествляются в	1	1
46	ни на что не	1	1
47	что оно дано только	1	1
48	не говоря уже о	2	1
49	в том что именно	1	1
