N	2gram	Losev_Dial_4	NovoeSre
1	а не	18	17
2	и в	15	16
3	не может	11	16
4	и не	30	11
5	и есть	19	10
6	истории и	2	9
7	что в	7	9
8	как не	2	8
9	в том	11	8
10	жизни и	4	8
11	он не	1	8
12	в этом	11	7
13	может быть	17	7
14	не будет	2	7
15	как и	7	7
16	это есть	13	7
17	с его	5	6
18	не в	8	6
19	ни в	8	6
20	никогда не	2	6
21	лишь в	2	6
22	но это	4	6
23	не знает	1	6
24	с ее	10	5
25	в ней	5	5
26	не только	8	5
27	в жизни	5	5
28	все это	9	5
29	в нем	5	5
30	быть может	1	4
31	о том	5	4
32	и мы	7	4
33	в час	1	4
34	в них	2	4
35	то что	16	4
36	это не	12	4
37	прежде всего	11	4
38	не было	2	4
39	должно быть	2	4
40	и потому	3	4
41	значит что	9	4
42	не менее	2	4
43	и для	5	4
44	не имеет	14	4
45	и все	11	4
46	потому что	10	4
47	с другой	1	3
48	смысле слова	1	3
49	в ее	2	3
50	должна быть	7	3
51	вопрос о	2	3
52	человека и	2	3
53	еще не	4	3
54	во всех	2	3
55	за пределы	3	3
56	в истории	3	3
57	наряду с	1	3
58	как в	3	3
59	конечно не	2	3
60	не значит	2	3
61	возвращение к	1	3
62	подобно тому	4	3
63	но и	4	3
64	это было	2	3
65	не есть	40	3
66	и пр	9	3
67	с тем	4	3
68	в своей	3	3
69	к жизни	3	3
70	тому как	4	3
71	будет играть	1	3
72	она не	4	3
73	что такое	5	3
74	в наше	1	3
75	в основе	10	3
76	к ее	1	3
77	жизни в	1	3
78	в духе	1	3
79	сказать что	6	3
80	и это	8	2
81	нем нет	2	2
82	же как	1	2
83	более не	3	2
84	это и	9	2
85	роль в	1	2
86	ведь и	2	2
87	переход к	1	2
88	можно было	1	2
89	так и	5	2
90	природе и	2	2
91	мы не	9	2
92	мира и	1	2
93	и с	4	2
94	для этого	2	2
95	мира а	1	2
96	но она	1	2
97	я не	5	2
98	и должно	1	2
99	вот почему	3	2
100	и что	9	2
101	и на	5	2
102	в религии	1	2
103	быть в	5	2
104	должно было	1	2
105	к богу	1	2
106	в новом	1	2
107	все время	1	2
108	с этим	3	2
109	помнить что	1	2
110	хотя и	6	2
111	но в	3	2
112	все эти	3	2
113	с одной	1	2
114	это совсем	1	2
115	себя в	2	2
116	думать что	2	2
117	с их	4	2
118	есть в	4	2
119	в себе	8	2
120	уже не	9	2
121	может уже	1	2
122	что она	5	2
123	и заключается	1	2
124	в одну	3	2
125	что все	4	2
126	нет и	2	2
127	и даже	6	2
128	этом смысле	4	2
129	в природе	3	2
130	личность в	1	2
131	для чего	1	2
132	но я	1	2
133	том что	10	2
134	всемирной истории	1	2
135	вместе с	2	2
136	так же	4	2
137	я уже	3	2
138	мы говорим	2	2
139	место в	1	2
140	мир и	4	2
141	другой стороны	2	2
142	по существу	1	2
143	не могли	2	2
144	если нет	1	2
145	ни одна	2	2
146	как будто	2	2
147	как это	2	2
148	будет и	1	2
149	такой же	1	2
150	но для	2	2
151	равно как	2	2
152	в смысле	5	2
153	в то	6	2
154	одна из	1	2
155	того чтобы	5	2
156	и от	1	2
157	самой жизни	1	2
158	и весь	1	2
159	хотя бы	4	2
160	все они	1	2
161	познания и	2	2
162	а в	1	2
163	от всякого	1	2
164	я называю	3	2
165	и начинается	1	2
166	когда мы	1	2
167	могут быть	3	2
168	свободы и	3	2
169	сама жизнь	1	2
170	можно назвать	3	2
171	из ее	2	2
172	божьего и	1	1
173	религия не	1	1
174	и через	1	1
175	он может	1	1
176	тут нет	1	1
177	только потому	3	1
178	не уходит	1	1
179	переход от	1	1
